"","1","2","3","4","5","6","7","8","9"
"1994",2502.97126095777,40946.626092466,58739.1681431922,16492.6579323182,17156.9091956063,22783.2000704633,15203.2197830502,6314.16328896067,2679.02637930684
"1995",650.850990363445,290939.64259365,85739.3213031811,59284.1057183015,7855.11805344231,17235.3327828909,7513.0562670914,14039.3766420999,7685.69980466418
"1996",5954.37271213467,84778.274773157,113635.325274764,30280.7116469173,35975.4326159043,17668.2559168066,7942.11663038047,12272.3244771925,26222.7824358447
"1997",3040.78406513666,86324.271823351,117281.274754079,50012.2743978019,18231.8339800693,12242.8889737248,7088.80122912631,17032.3998559798,15898.5420981137
"1998",592.949002070661,5623.30537299547,32736.7820221843,20137.6671816886,10780.5482262446,3531.12990540595,4180.49598260189,1674.95805046437,4429.91193893965
"1999",8768.12529880533,67069.3328843651,228678.450568283,122390.974307992,57865.5118034478,24355.0900955841,16565.2821249269,12123.1087506681,18675.8688347394
"2000",6441.87808463113,68935.7633695858,86201.3395162973,99703.4595465685,43724.431077207,36514.764442322,20411.655566088,6134.3790584198,10805.6943975324
"2001",7297.99871578755,72941.8783336807,52000.771180787,33010.2196373391,65653.7173109759,33054.1151995867,24852.315281385,11051.2388081215,11306.4682468051
"2002",12244.9594157119,33657.6251998111,104306.922965801,22981.5511574527,9541.38533928778,25389.3777976782,7868.81484581243,8642.5837930972,8937.74319734101
"2003",2447.03169142522,75169.2854554158,78443.7393417626,71269.605171871,12435.5196500134,9819.2450464862,18089.5073590513,8197.67469281753,10407.1356500318
"2004",10990.6019677512,76867.6021793715,219386.652528536,113080.678095567,121677.867064112,32221.3543225206,29379.8587575795,33951.2757238571,28824.8963574904
"2005",18193.3853532973,96173.984060689,89836.2309219037,155198.893992654,133191.378884814,122410.339748064,17265.5212368308,36850.8111757901,32226.6044436541
"2006",1814.09060933762,222566.010548757,209434.562844737,81405.1631410798,242655.467744507,230342.955702401,135499.340452003,23049.0963327598,65624.9213612494
"2007",10150.8609426709,19696.3562067127,52792.8522788413,29766.6859744981,27904.6262733702,48128.1325937532,36358.9334162455,20003.9070181592,17477.9200792125
"2008",2211.84268199721,21003.4978480147,21035.7254397736,19341.1015594108,16602.1525135964,14019.5312531437,17646.2763318278,20713.9657454515,12073.064201361
"2009",489.009829323774,33113.7782201731,56740.8929609867,48062.1827089188,51335.9204931274,36084.8157662208,34274.6937191911,61024.6822515113,69370.6597246204
"2010",37030.9211531196,10640.0638316863,27359.8154491287,12337.210815865,12575.0480245294,13019.2441519565,14157.3828344874,11876.7543010046,23716.1736008243
"2011",862.92338710323,55610.9259430182,59665.7654931288,43453.8376899073,22687.168423676,28566.2620865329,20965.2398206733,15859.2277137851,42796.9333961055
"2012",12563.3627065555,5429.99931001155,78028.4059975859,27680.529224651,16327.2202597349,8773.58100472797,8268.17285133545,6955.49541463033,18325.8047778014
