"","1","2","3","4","5","6","7","8","9"
"1994",2413.86002116098,30824.8982009762,60483.5497005362,18087.0602342129,17416.1224247418,23368.7747054441,15625.3548045433,6485.14686544637,2663.30308952973
"1995",617.965350498172,223614.261393891,87659.0786761137,65220.4567368459,8005.48308834388,17852.9547446563,7731.74856414931,14453.6747632159,7907.3478102274
"1996",5698.73247945376,62521.0242166045,118381.820880053,33870.2547590004,36815.5403363984,18744.966509324,8444.31744461894,12859.38391862,28380.5625807732
"1997",2930.56199121204,65373.9600683517,123576.450120002,55075.9625757018,18580.3367030044,12691.5752979741,7368.59804088069,17670.6287903566,16817.4803612791
"1998",579.756137819379,4706.45047281937,34098.9726928652,22118.685630092,11011.2356602197,3652.67204468389,4336.85174765995,1720.45698497116,4601.3246787298
"1999",8317.14484723144,49886.2475307027,235209.81436195,136228.784068135,59170.7035027099,25907.1602409316,17681.8189633279,12726.1228687791,20187.8631307727
"2000",6176.4223961358,51792.2411228975,91202.1452915473,111144.761918583,44577.9971514135,38086.2256151692,21370.731419924,6373.90186937739,11453.0383711506
"2001",6993.76540709989,55993.9758909356,53613.9433707737,36678.4528068546,67144.3813042713,35136.9351796579,26513.7433425735,11554.5655560289,12176.3359752004
"2002",11561.8833820001,25900.1225506597,107787.569550923,25623.422147394,9885.95733197107,26896.9220906083,8255.97040908451,8982.08376212998,9457.3472010878
"2003",2344.80841730746,67043.4018885909,80601.8259823177,80729.7855217334,13255.808866612,10486.4317171909,19397.7644554608,8663.97919508298,11207.1240697354
"2004",10477.8727064852,64970.103752019,230359.692492211,126351.040857551,126808.109092634,33968.9396045195,31063.2207978641,35561.9852704824,30869.1723737064
"2005",17526.9640139129,77391.2363517138,92463.7796026409,168477.814197979,135207.468870188,126273.124914072,17800.6587525862,37819.4071438424,33597.7444771265
"2006",1709.11835647006,168559.728299832,218307.261768682,88156.2305142327,245726.030052314,236312.448193294,139606.829476638,23640.2395242858,68570.2207328278
"2007",9574.42991807413,16055.8530768155,55171.5891110026,32360.5936520627,28457.6944778312,50005.2555515326,37881.1202309817,20777.9540297589,18159.3501076296
"2008",2120.07713811197,16931.2922911745,22423.5606745107,21475.022524257,16960.9608641214,14482.7943789139,18289.5320577412,21390.0752373329,12384.3187300582
"2009",471.882006700381,26738.9334999023,60610.4702735455,53481.9798852888,52635.4569161277,37596.5207979116,35841.5492428061,63672.5035882167,73224.3844678585
"2010",35873.7218804321,8968.34329456588,28766.6789622943,13531.1122342859,12821.8671855464,13569.1414476596,14794.6820528134,12364.5802176429,25021.1277582627
"2011",817.113053094271,53075.0635170346,63582.9141325044,48345.4961954336,23477.6119094529,29503.4219483809,21763.0432336899,16429.4998819028,44790.0514495712
"2012",12433.4863688996,5166.02174999395,81654.2751908066,30491.6964002118,16847.1821548673,9025.25461879176,8538.94820308701,7172.53183824007,19097.9866854878
"2013",1859.04919277018,32524.8492933468,34863.1897468513,70084.101196781,29354.0775135444,24283.4655550937,16638.2545906945,14593.3715219865,21284.5909331981
