"","1","2","3","4","5","6","7","8","9"
"1994",4830.16668421173,48857.5295326463,85955.4082976854,27793.7634854428,26539.9545090693,37467.4671252859,24419.4537292752,9183.48107254312,4218.81565111004
"1995",1201.94254882647,359063.043819926,130444.969513843,99864.8592963321,12344.0876197844,28326.3910842501,12359.5854928624,20939.6114842048,12450.3647306171
"1996",10422.3545145905,102680.692078372,166693.82200732,51454.221418365,56102.7625571118,29507.4466863352,12934.9396030955,19509.3849236001,44164.4551960309
"1997",5465.75013826802,105592.656495112,182702.525961472,86851.515421422,29175.6362766653,20282.6604443784,11476.4612406194,26941.664873695,26152.5674860013
"1998",1109.22299002126,8227.81033253474,50010.0962903663,34866.0346736504,17069.533536321,5848.17513298106,6776.10920484787,2517.47429681974,7179.42932485654
"1999",14767.0244399184,79865.6146792963,333860.067565859,208575.957280725,90023.9123261835,39781.0545769065,26574.2139553776,18664.9052513722,30852.693471204
"2000",11296.83913961,83245.6371537107,133023.010152929,174697.577729613,70163.7889406509,61479.8629516912,33102.0886164789,9304.48630195419,17791.5500234673
"2001",13432.8906266832,87820.5994152409,78559.6720046777,57334.7545661296,104039.71843951,54985.1359288045,40676.2661338656,17582.5634095902,18940.6274993987
"2002",21539.6019292664,39781.9259851738,151662.803062404,39245.883426138,15130.5021069448,42188.5585059236,13304.4441451533,13565.9531727249,15126.367336388
"2003",4487.43657390334,111770.465132441,124659.705862921,128306.121631805,21031.9184273956,16407.0068002287,30258.7416208479,12988.8339797613,17251.9249059229
"2004",18776.002416688,103819.772081495,341796.538261828,200642.621849666,197167.043167064,53479.8571521017,48221.2175161214,54581.9018890453,47875.4846363916
"2005",30430.8634160256,125744.621933772,140657.566342602,274189.316689711,215003.580124889,204335.681066208,28338.3334576439,58870.2543171075,52942.217325234
"2006",3182.33394758573,268324.725635589,327416.282800412,141567.891298488,386172.811145386,372941.467396977,214967.765710562,35945.8248473938,104800.1535304
"2007",16618.3024385332,26180.2893963068,80639.6061594823,51265.490563243,45188.5973713863,79091.6947795016,58734.8876817331,31857.7654716451,28751.3070065991
"2008",3902.93549070584,27388.7102413469,33459.1800441089,34702.3459085468,27110.8080058197,23680.6974662888,28915.1872471821,33013.2907860257,20189.1764309365
"2009",920.161928232742,42487.4758155794,85316.702921881,82569.7319524068,80808.7004062188,58959.3230868434,54261.9372852842,94629.2450405489,114061.359169426
"2010",65704.4435820296,14781.5048403563,41870.2765943553,21274.2027841139,20393.8979625391,21170.0112540451,22578.2655531678,18304.6109689997,38890.3529532403
"2011",1331.26749159156,91791.5779781572,103871.289082961,82451.6538209913,39608.125603688,47602.6132788471,34353.7922083575,25936.2544326322,69963.3561668373
"2012",22307.4508339313,8778.04915315548,125519.445302949,48715.4838105806,26421.3681726337,13956.3541333488,13224.7302714619,10640.59877958,28906.1339810838
"2013",3473.13344674898,53919.48820902,55635.0930100571,115479.77746587,47148.8960294605,38007.0293359621,26073.3829419815,22175.24888689,32455.9387652287
"2014",12065.113599216,9274.0916567083,36330.9919723243,26226.2517677398,42634.5988747709,8152.77395882548,5236.88121789488,4800.56617146772,4565.20296411095
"2015",4774.36066735241,5269.43357068086,9430.758305572,23110.5028194485,10477.2136280866,12225.2261612069,3574.44159732448,2960.24734518088,863.159022411026
"2016",1660.46649240612,12389.0854546347,19719.797259468,6688.32361936036,14430.2772817703,17864.5280622849,5892.84652694107,1303.30903628651,541.352536582613
"2017",2536.81912406901,6201.18698657588,60853.9964693913,24001.3558095025,11204.1479072875,11704.4796576207,10430.3720767977,5469.94314749457,2964.74827315247
"2018",2363.72619334146,6875.26730482825,30327.1181551319,201647.956540502,45882.0039813268,34825.332330391,17340.5230131463,13837.0728433836,5128.6505873847
