"Full.F","YPR","SPR","SSBPR","Freport_2-5"
0,0,1,0.196741701487998,0
0.01,0.00149885030666908,0.97222295098614,0.191276797602696,0.00926480306095902
0.02,0.00291603728995482,0.945875826580437,0.186093219517802,0.018529606121918
0.03,0.00425697565336738,0.920866449391069,0.18117283209641,0.027794409182877
0.04,0.00552667666211821,0.897109391764231,0.176498828156558,0.0370592122438361
0.05,0.00672978093500658,0.874525433696443,0.172055621819968,0.0463240153047951
0.06,0.00787058836091447,0.853041067877493,0.167828751133357,0.0555888183657541
0.07,0.00895308541109106,0.832588047445416,0.163804789092981,0.0648536214267131
0.08,0.00998097009089377,0.813102972481496,0.159971262290958,0.0741184244876721
0.09,0.0109576747501446,0.794526911671074,0.156316576480171,0.0833832275486311
0.1,0.0118863869494043,0.776805055910926,0.152829948424395,0.0926480306095901
0.11,0.0127700685599534,0.759886400960936,0.149501343462646,0.101912833670549
0.12,0.0136114732578302,0.74372345652117,0.14632141827251,0.111177636731508
0.13,0.0144131625566721,0.728271979369128,0.143281468367114,0.120442439792467
0.14,0.0151775205101316,0.713490728419185,0.140373379905102,0.129707242853426
0.15,0.0159067672021105,0.699341239770028,0.137589585433081,0.138972045914385
0.16,0.0166029711318144,0.685787619988873,0.134923023216016,0.148236848975344
0.17,0.0172680605905287,0.672796356045624,0.132367099843341,0.157501652036303
0.18,0.0179038341179414,0.660336140458027,0.12991565582773,0.166766455097262
0.19,0.0185119701176676,0.648377710341942,0.127562933939566,0.176031258158221
0.2,0.0190940357042716,0.636893699180819,0.12530355004382,0.18529606121918
0.21,0.0196514948474533,0.625858500236583,0.123132466227272,0.194560864280139
0.22,0.0201857158730817,0.615248140621764,0.121044966023253,0.203825667341098
0.23,0.0206979783753551,0.605040165140852,0.11903663155839,0.213090470402057
0.24,0.0211894795894903,0.595213529088552,0.117103322461558,0.222355273463016
0.25,0.0216613402699277,0.585748499264734,0.115241156389385,0.231620076523975
0.26,0.0221146101150466,0.576626562531105,0.113446491035545,0.240884879584934
