"Full.F","Exp.Spawn","SPR","Freport_2-5"
0,1.67928679622787,1,0
0.01,1.64335968446754,0.97222295098614,0.00926480306095902
0.02,1.60917327226668,0.945875826580437,0.018529606121918
0.03,1.57661803242788,0.920866449391069,0.027794409182877
0.04,1.54559236441499,0.897109391764231,0.0370592122438361
0.05,1.51600196166717,0.874525433696443,0.0463240153047951
0.06,1.48775923373484,0.853041067877493,0.0555888183657541
0.07,1.46078277810751,0.832588047445416,0.0648536214267131
0.08,1.43499689712113,0.813102972481496,0.0741184244876721
0.09,1.41033115579441,0.794526911671074,0.0833832275486311
0.1,1.3867199768552,0.776805055910926,0.0926480306095901
0.11,1.36410226958554,0.759886400960936,0.101912833670549
0.12,1.34242108944298,0.74372345652117,0.111177636731508
0.13,1.32162332571015,0.728271979369128,0.120442439792467
0.14,1.3016594146879,0.713490728419185,0.129707242853426
0.15,1.28248307618422,0.699341239770028,0.138972045914385
0.16,1.26405107126324,0.685787619988873,0.148236848975344
0.17,1.24632297940944,0.672796356045624,0.157501652036303
0.18,1.22926099343401,0.660336140458027,0.166766455097262
0.19,1.21282973060465,0.648377710341942,0.176031258158221
0.2,1.19699605861927,0.636893699180819,0.18529606121918
0.21,1.18172893516992,0.625858500236583,0.194560864280139
0.22,1.16699925995632,0.615248140621764,0.203825667341098
0.23,1.15277973811089,0.605040165140852,0.213090470402057
0.24,1.13904475408975,0.595213529088552,0.222355273463016
0.25,1.12577025516782,0.585748499264734,0.231620076523975
0.26,1.11293364375216,0.576626562531105,0.240884879584934
0.27,1.10051367779617,0.567830341293808,0.250149682645893
0.28,1.08849037865976,0.559343515349746,0.259414485706852
0.29,1.07684494581708,0.551150749583069,0.268679288767811
0.3,1.06555967786465,0.543237627042447,0.27794409182877
0.31,1.0546178993296,0.535590586969858,0.287208894889729
0.32,1.04400389281988,0.528196867388109,0.296473697950689
0.33,1.03370283609701,0.52104445188747,0.305738501011648
0.34,1.02370074368713,0.514122020282035,0.315003304072607
0.35,1.01398441267807,0.507418902833898,0.324268107133566
0.36,1.00454137237912,0.500925037768325,0.333532910194525
0.37,0.995359837547256,0.494630931825959,0.342797713255484
0.38,0.986428664907271,0.488527623618934,0.352062516316443
0.39,0.977737312715956,0.482606649576851,0.361327319377402
0.4,0.969275803140324,0.476860012285914,0.370592122438361
0.41,0.96103468723863,0.471280151040452,0.37985692549932
0.42,0.953005012349748,0.465859914440576,0.389121728560279
0.43,0.945178291711981,0.460592534883006,0.398386531621238
0.44,0.937546476146583,0.455471604804275,0.407651334682197
0.45,0.930101927654221,0.450491054546676,0.416916137743156
