"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.251924266380809,0.0507200171456521,0.00313778112547759,0.0189515508666585,0.257294036860824,0.0730407033233656,502423.657999998,11374.9999999999,9041.86799999989,4661.29999999999,2033511.45270113,NA
"mp",0.252669094470567,0.0283786697116452,0.00555594171111155,0.0158343341305827,0.260000185702755,0.0500009837504199,491354.291766308,7643.04965237077,13926.189575309,4661.58486526466,1892487.47203008,1509187.41255958
"mp transfer",0.265308310285434,0.0283728193901017,0.00277358919679385,0.0158234050195505,0.269583272261072,0.047213459004068,512454.891886651,7643.05016935922,6963.09767447151,4661.3000462198,1882792.30787312,1493679.7874565
"tacro",0.246875087049602,0.028380291791057,0.0066837586876766,0.0158371855137687,0.255444903298227,0.0511279532735496,481607.99894153,7643.04965237022,16744.2000000003,4661.29999999988,1897216.93856721,1517011.12349397
"-15%",0.204429734746127,0.0283287933608521,0.00563665234340732,0.0158197600266452,0.211847691549999,0.0499729434009173,409366.799998569,7643.04965236875,14232.570000002,4661.29999999994,1947574.85962861,1611022.84232818
"+15%",0.291629900669534,0.0284333820051596,0.00774924425674903,0.0158550820438192,0.301371817659024,0.052305526087352,553849.199999741,7643.04965237039,19255.8299999977,4661.2999999998,1846243.92372784,1426685.0496028
"fmsy",0.321684457477936,0.0284549146780439,0.00644986042365091,0.015857172696789,0.33,0.0510573661269436,600587.79381568,7643.04965236488,15980.8718009431,4661.30000002493,1816242.78584513,1377083.20469637
"fpa",0.331548058067739,0.0284656074610637,0.00657370858092337,0.0158605044873673,0.339999999999694,0.0512042970772311,615491.227135707,7643.04965237874,16261.2053821533,4661.30000001164,1805731.84285122,1359680.91227717
"flim",0.380880930280632,0.0285183405030627,0.00717943469798558,0.0158769115156789,0.39,0.0519244680168494,687563.137842329,7643.04965237077,17616.8780228142,4661.29999999999,1754531.82590807,1277579.19571702
"fsq",0.250002123355941,0.0283756573973486,0.00552039309364281,0.0158324203613998,0.257294036860824,0.0499580598414653,486950.621067155,7643.04965237413,13843.3565822726,4661.30000000298,1895532.09534839,1514684.22901794
"bpa",1.50212946028291,0.0294596740165684,0.0171064187895516,0.0161679944643425,1.52218453085553,0.0641135650909522,1661488.17761372,7643.04965237076,35936.4080209161,4661.30000000001,1000000.00000007,463381.049421267
"blim",2.03773334170648,0.0297872296471801,0.0204246121651321,0.0162719695794168,2.06144442334939,0.0683551600492721,1896591.54747511,7643.0496523897,40358.7024101273,4661.30000000512,800000.00007995,335932.635673646
"MSYBtrigger",0.663012316098347,0.0287979784069698,0.0102714856342327,0.0159633997274125,0.675537236133651,0.0556417399067588,1033642.61702737,7643.0496523708,24126.6330263009,4661.29999999997,1500000.00000045,928399.046556415
"nf",0,0,0,0,0,0,0,0,0,0,2223415.97834701,2226726.47593822
