"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
0.0100951,0.114576,0.162306,0.162306,0.162306,0.162306,0.162306,0.162306,0.0646834
0.00844534,0.0958513,0.135782,0.135782,0.135782,0.135782,0.135782,0.135782,0.0541127
0.0091136,0.103436,0.146526,0.146526,0.146526,0.146526,0.146526,0.146526,0.0583945
0.0083778,0.0950848,0.134696,0.134696,0.134696,0.134696,0.134696,0.134696,0.0536799
0.0134439,0.152583,0.216148,0.216148,0.216148,0.216148,0.216148,0.216148,0.0861406
0.0106681,0.121079,0.171519,0.171519,0.171519,0.171519,0.171519,0.171519,0.0683549
0.00661986,0.0751328,0.106432,0.106432,0.106432,0.106432,0.106432,0.106432,0.0424161
0.00953938,0.108268,0.153371,0.153371,0.153371,0.153371,0.153371,0.153371,0.0611226
0.0135199,0.153446,0.21737,0.21737,0.21737,0.21737,0.21737,0.21737,0.0866276
0.0153184,0.173858,0.246285,0.246285,0.246285,0.246285,0.246285,0.246285,0.0981511
0.0164803,0.187045,0.264965,0.264965,0.264965,0.264965,0.264965,0.264965,0.105596
0.0247035,0.280375,0.397175,0.397175,0.397175,0.397175,0.397175,0.397175,0.158285
0.0223331,0.253472,0.359065,0.359065,0.359065,0.359065,0.359065,0.359065,0.143097
0.0307186,0.348644,0.493885,0.493885,0.493885,0.493885,0.493885,0.493885,0.196827
0.0381726,0.433244,0.613729,0.613729,0.613729,0.613729,0.613728,0.613728,0.244587
0.0351467,0.398901,0.565079,0.565079,0.565079,0.565079,0.565078,0.565078,0.225199
0.0336417,0.381821,0.540883,0.540882,0.540882,0.540882,0.540882,0.540882,0.215556
0.0350658,0.397983,0.563778,0.563778,0.563778,0.563778,0.563777,0.563777,0.22468
0.0263483,0.299043,0.423621,0.423621,0.423621,0.423621,0.423621,0.423621,0.168824
0.0197131,0.223736,0.316942,0.316942,0.316942,0.316942,0.316942,0.316942,0.12631
0.0181297,0.205765,0.291484,0.291484,0.291484,0.291484,0.291484,0.291484,0.116164
0.0287168,0.325925,0.461701,0.461701,0.461701,0.461701,0.461701,0.461701,0.184
0.0369421,0.419279,0.593945,0.593945,0.593945,0.593945,0.593945,0.593945,0.236703
0.0571809,0.648981,0.919339,0.919339,0.919339,0.919339,0.919338,0.919338,0.366381
0.0315422,0.357992,0.507127,0.507127,0.507127,0.507127,0.507127,0.507127,0.202104
0.038478,0.43671,0.618638,0.618638,0.618638,0.618638,0.618637,0.618637,0.246544
0.0326738,0.370835,0.525321,0.525321,0.52532,0.52532,0.52532,0.52532,0.209354
0.0220245,0.24997,0.354104,0.354104,0.354104,0.354104,0.354104,0.354104,0.14112
0.0253315,0.287503,0.407273,0.407273,0.407273,0.407273,0.407273,0.407273,0.162309
0.0270993,0.307566,0.435694,0.435694,0.435694,0.435694,0.435694,0.435694,0.173636
0.0160932,0.182651,0.258741,0.258741,0.258741,0.258741,0.258741,0.258741,0.103115
0.0196549,0.223075,0.316006,0.316006,0.316006,0.316006,0.316005,0.316005,0.125937
0.0171141,0.194238,0.275156,0.275156,0.275156,0.275156,0.275156,0.275156,0.109657
0.026254,0.297973,0.422105,0.422105,0.422105,0.422105,0.422105,0.422105,0.16822
0.033761,0.383174,0.542799,0.542799,0.542799,0.542799,0.542799,0.542799,0.21632
0.0227279,0.257952,0.365412,0.365412,0.365412,0.365412,0.365412,0.365412,0.145626
0.0222289,0.252289,0.35739,0.35739,0.35739,0.35739,0.35739,0.35739,0.142429
0.0268992,0.305295,0.432477,0.432477,0.432477,0.432477,0.432477,0.432477,0.172354
0.0214046,0.242934,0.344137,0.344137,0.344137,0.344137,0.344137,0.344137,0.137148
0.0284152,0.322501,0.456851,0.456851,0.456851,0.456851,0.456851,0.456851,0.182067
0.0313219,0.355491,0.503584,0.503584,0.503584,0.503584,0.503584,0.503584,0.200692
0.0447727,0.508152,0.719842,0.719842,0.719842,0.719842,0.719842,0.719842,0.286876
0.046831,0.531513,0.752935,0.752935,0.752935,0.752935,0.752935,0.752935,0.300065
0.0406686,0.461573,0.653859,0.653859,0.653859,0.653859,0.653859,0.653859,0.26058
0.0162113,0.183992,0.260641,0.260641,0.260641,0.260641,0.260641,0.260641,0.103872
0.0239416,0.271728,0.384927,0.384927,0.384927,0.384927,0.384927,0.384927,0.153404
0.0283714,0.322004,0.456147,0.456147,0.456147,0.456147,0.456147,0.456147,0.181787
0.0220762,0.250556,0.354934,0.354934,0.354934,0.354934,0.354934,0.354934,0.141451
0.0091291,0.103612,0.146775,0.146775,0.146775,0.146775,0.146775,0.146775,0.0584938
0.00859792,0.097583,0.138235,0.138235,0.138235,0.138235,0.138235,0.138235,0.0550903
0.00496925,0.056399,0.0798941,0.0798941,0.0798941,0.0798941,0.0798941,0.0798941,0.03184
0.00458157,0.051999,0.0736612,0.0736612,0.0736612,0.0736612,0.0736611,0.0736611,0.0293559
0.00569349,0.0646189,0.0915383,0.0915383,0.0915383,0.0915383,0.0915382,0.0915382,0.0364804
0.00695805,0.0789711,0.11187,0.11187,0.11187,0.11187,0.111869,0.111869,0.044583
0.0128223,0.145528,0.206153,0.206153,0.206153,0.206153,0.206153,0.206153,0.0821574
0.0100266,0.113798,0.161205,0.161205,0.161205,0.161205,0.161205,0.161205,0.0642444
0.0137473,0.156026,0.221025,0.221025,0.221025,0.221025,0.221025,0.221025,0.0880842
0.0183028,0.207729,0.294267,0.294267,0.294267,0.294267,0.294267,0.294267,0.117273
0.0271978,0.308685,0.437279,0.437279,0.437279,0.437279,0.437279,0.437279,0.174267
