"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
0.0104572,0.121244,0.169075,0.169075,0.169075,0.169075,0.168123,0.169075,0.0753466
0.00864094,0.100186,0.13971,0.13971,0.13971,0.13971,0.138923,0.13971,0.0622602
0.00911641,0.105699,0.147397,0.147397,0.147397,0.147397,0.146567,0.147397,0.0656861
0.00833956,0.0966921,0.134837,0.134837,0.134837,0.134837,0.134078,0.134837,0.0600888
0.0133334,0.154592,0.215579,0.215579,0.215579,0.215579,0.214365,0.215579,0.0960705
0.0105289,0.122077,0.170236,0.170236,0.170236,0.170236,0.169277,0.170236,0.0758638
0.00653816,0.075806,0.105711,0.105711,0.105711,0.105711,0.105116,0.105711,0.0471092
0.00939064,0.108879,0.151831,0.151831,0.151831,0.151831,0.150976,0.151831,0.067662
0.0133673,0.154985,0.216127,0.216127,0.216127,0.216127,0.214909,0.216127,0.0963147
0.0150879,0.174934,0.243946,0.243946,0.243946,0.243946,0.242572,0.243946,0.108712
0.0162501,0.18841,0.262737,0.262737,0.262737,0.262737,0.261257,0.262737,0.117086
0.0243957,0.282853,0.394439,0.394439,0.394439,0.394439,0.392217,0.394439,0.175778
0.0220828,0.256037,0.357044,0.357044,0.357044,0.357044,0.355032,0.357043,0.159113
0.0304245,0.352753,0.491915,0.491915,0.491915,0.491915,0.489144,0.491915,0.219217
0.037645,0.436471,0.608659,0.608658,0.608658,0.608658,0.60523,0.608658,0.271242
0.0347989,0.403472,0.562642,0.562642,0.562642,0.562642,0.559472,0.562641,0.250735
0.0332193,0.385158,0.537102,0.537102,0.537102,0.537102,0.534077,0.537102,0.239354
0.034647,0.40171,0.560185,0.560185,0.560185,0.560185,0.557029,0.560185,0.249641
0.0259441,0.300806,0.419475,0.419475,0.419475,0.419475,0.417111,0.419474,0.186934
0.0193675,0.224554,0.313141,0.313141,0.313141,0.313141,0.311377,0.313141,0.139548
0.017823,0.206647,0.288169,0.288169,0.288169,0.288169,0.286545,0.288169,0.128419
0.0282753,0.327834,0.457165,0.457165,0.457165,0.457165,0.45459,0.457165,0.203731
0.036326,0.421178,0.587332,0.587332,0.587332,0.587332,0.584024,0.587332,0.261738
0.0563798,0.653689,0.91157,0.91157,0.91157,0.91157,0.906435,0.91157,0.406232
0.0309884,0.359291,0.501032,0.501032,0.501032,0.501032,0.498209,0.501031,0.223279
0.0378581,0.438941,0.612103,0.612103,0.612103,0.612103,0.608655,0.612103,0.272777
0.0321797,0.373103,0.520293,0.520293,0.520293,0.520293,0.517362,0.520293,0.231863
0.0217316,0.251964,0.351364,0.351364,0.351364,0.351364,0.349385,0.351364,0.156582
0.0249967,0.289821,0.404156,0.404156,0.404156,0.404156,0.401879,0.404155,0.180108
0.0267278,0.309892,0.432145,0.432145,0.432145,0.432145,0.429711,0.432145,0.192581
0.0158242,0.183472,0.255851,0.255851,0.255851,0.255851,0.25441,0.255851,0.114017
0.0194389,0.225382,0.314295,0.314295,0.314295,0.314295,0.312524,0.314295,0.140062
0.016896,0.195898,0.27318,0.27318,0.27318,0.27318,0.271641,0.27318,0.12174
0.0259753,0.301168,0.419978,0.419978,0.419978,0.419978,0.417612,0.419978,0.187159
0.0334213,0.387499,0.540367,0.540367,0.540367,0.540367,0.537323,0.540367,0.240809
0.0222946,0.258492,0.360467,0.360467,0.360467,0.360467,0.358437,0.360467,0.160638
0.0219302,0.254268,0.354576,0.354576,0.354576,0.354576,0.352579,0.354576,0.158013
0.0264248,0.306379,0.427246,0.427246,0.427246,0.427246,0.424839,0.427246,0.190398
0.0210209,0.243724,0.339873,0.339873,0.339873,0.339873,0.337958,0.339873,0.151461
0.0279595,0.324174,0.45206,0.45206,0.45206,0.45206,0.449513,0.45206,0.201456
0.0307173,0.356148,0.496649,0.496649,0.496649,0.496649,0.493851,0.496649,0.221326
0.0437742,0.507535,0.707758,0.707758,0.707758,0.707758,0.703771,0.707758,0.315405
0.0450349,0.522152,0.728141,0.728141,0.728141,0.728141,0.724039,0.728141,0.324488
0.038431,0.445584,0.621367,0.621367,0.621367,0.621367,0.617866,0.621367,0.276906
0.0149826,0.173714,0.242245,0.242245,0.242244,0.242244,0.24088,0.242244,0.107954
0.0218469,0.253302,0.353229,0.353229,0.353229,0.353229,0.351239,0.353229,0.157413
0.0256862,0.297815,0.415304,0.415304,0.415303,0.415303,0.412964,0.415303,0.185076
0.0188301,0.218324,0.304452,0.304452,0.304452,0.304452,0.302737,0.304452,0.135676
0.00746849,0.0865925,0.120753,0.120753,0.120753,0.120753,0.120073,0.120753,0.0538124
0.00699376,0.0810883,0.113078,0.113078,0.113078,0.113078,0.112441,0.113078,0.0503919
0.00396915,0.0460198,0.0641747,0.0641747,0.0641747,0.0641747,0.0638132,0.0641747,0.0285988
0.00363737,0.042173,0.0588103,0.0588103,0.0588103,0.0588103,0.058479,0.0588103,0.0262082
0.00445897,0.0516991,0.0720944,0.0720944,0.0720944,0.0720944,0.0716882,0.0720943,0.0321281
0.00569779,0.0660624,0.0921241,0.092124,0.092124,0.092124,0.0916051,0.092124,0.0410541
