"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
0.0102146,0.116026,0.163749,0.163749,0.163749,0.163749,0.163749,0.163749,0.0670522
0.0085043,0.0965992,0.136332,0.136332,0.136332,0.136332,0.136332,0.136332,0.0558255
0.00911645,0.103552,0.146145,0.146145,0.146145,0.146145,0.146145,0.146145,0.0598439
0.00835972,0.0949568,0.134014,0.134014,0.134014,0.134014,0.134014,0.134014,0.0548764
0.0133917,0.152114,0.214681,0.214681,0.214681,0.214681,0.214681,0.214681,0.0879079
0.0106054,0.120465,0.170014,0.170014,0.170014,0.170014,0.170014,0.170014,0.0696178
0.00657571,0.0746925,0.105415,0.105415,0.105415,0.105415,0.105415,0.105415,0.0431655
0.00948599,0.10775,0.152069,0.152069,0.152069,0.152069,0.152069,0.152069,0.0622697
0.0134705,0.15301,0.215945,0.215945,0.215945,0.215945,0.215945,0.215945,0.0884256
0.0152531,0.173257,0.244521,0.244521,0.244521,0.244521,0.244521,0.244521,0.100127
0.0164248,0.186567,0.263305,0.263305,0.263305,0.263305,0.263304,0.263305,0.107819
0.0246735,0.280263,0.39554,0.39554,0.39554,0.39554,0.395539,0.39554,0.161966
0.0222911,0.253201,0.357347,0.357347,0.357347,0.357347,0.357346,0.357347,0.146327
0.0306681,0.348355,0.491639,0.491639,0.491639,0.491639,0.491638,0.491638,0.201317
0.0381661,0.433523,0.611839,0.611839,0.611839,0.611839,0.611838,0.611839,0.250537
0.0351577,0.399352,0.563612,0.563612,0.563612,0.563612,0.563611,0.563612,0.230789
0.0336147,0.381825,0.538876,0.538876,0.538876,0.538876,0.538875,0.538876,0.22066
0.0350091,0.397663,0.561229,0.561229,0.561229,0.561229,0.561228,0.561229,0.229813
0.0262482,0.29815,0.420783,0.420783,0.420783,0.420783,0.420783,0.420783,0.172303
0.01962,0.22286,0.314527,0.314527,0.314527,0.314527,0.314526,0.314526,0.128793
0.0180395,0.204908,0.28919,0.28919,0.28919,0.28919,0.289189,0.289189,0.118418
0.0285952,0.324809,0.458408,0.458408,0.458408,0.458408,0.458407,0.458408,0.18771
0.036811,0.418131,0.590115,0.590115,0.590115,0.590115,0.590115,0.590115,0.241642
0.0570372,0.647878,0.914361,0.914361,0.914361,0.914361,0.91436,0.914361,0.374414
0.0314106,0.356789,0.503542,0.503542,0.503542,0.503542,0.503542,0.503542,0.206192
0.038414,0.436339,0.615812,0.615812,0.615812,0.615812,0.615811,0.615812,0.252164
0.0326404,0.370757,0.523256,0.523256,0.523256,0.523256,0.523255,0.523256,0.214264
0.0219997,0.249891,0.352676,0.352676,0.352676,0.352676,0.352675,0.352676,0.144414
0.0253132,0.287529,0.405795,0.405795,0.405795,0.405795,0.405794,0.405795,0.166166
0.0270779,0.307575,0.434085,0.434085,0.434085,0.434085,0.434085,0.434085,0.17775
0.0160584,0.182405,0.257431,0.257431,0.257431,0.257431,0.257431,0.257431,0.105414
0.0196463,0.223159,0.314949,0.314949,0.314949,0.314949,0.314948,0.314948,0.128966
0.0170896,0.194119,0.273963,0.273963,0.273963,0.273963,0.273963,0.273963,0.112183
0.0262488,0.298156,0.420793,0.420793,0.420793,0.420793,0.420792,0.420793,0.172307
0.033744,0.383294,0.540949,0.540949,0.540949,0.540949,0.540948,0.540948,0.221509
0.0226595,0.257386,0.363253,0.363253,0.363253,0.363253,0.363253,0.363253,0.148746
0.0221888,0.252039,0.355707,0.355707,0.355707,0.355707,0.355707,0.355707,0.145656
0.0268385,0.304855,0.430246,0.430246,0.430246,0.430246,0.430246,0.430246,0.176178
0.021342,0.24242,0.342132,0.342132,0.342132,0.342132,0.342132,0.342132,0.140097
0.028346,0.321978,0.454414,0.454413,0.454413,0.454413,0.454413,0.454413,0.186074
0.0311907,0.354291,0.500017,0.500017,0.500017,0.500017,0.500017,0.500017,0.204748
0.0444923,0.505382,0.713254,0.713254,0.713254,0.713254,0.713253,0.713254,0.292065
0.0461732,0.524474,0.7402,0.740199,0.740199,0.740199,0.740199,0.740199,0.303098
0.0396714,0.450621,0.63597,0.63597,0.635969,0.635969,0.635969,0.635969,0.260418
0.0156108,0.177321,0.250257,0.250257,0.250257,0.250257,0.250256,0.250257,0.102476
0.0229227,0.260376,0.367473,0.367473,0.367473,0.367473,0.367472,0.367473,0.150474
0.0269793,0.306454,0.432504,0.432504,0.432504,0.432504,0.432503,0.432504,0.177103
0.0203471,0.231119,0.326183,0.326183,0.326183,0.326183,0.326182,0.326183,0.133566
0.00824133,0.0936121,0.132116,0.132116,0.132116,0.132116,0.132116,0.132116,0.0540993
0.00770103,0.0874749,0.123455,0.123455,0.123455,0.123455,0.123455,0.123455,0.0505525
0.00439049,0.049871,0.0703837,0.0703837,0.0703837,0.0703837,0.0703836,0.0703837,0.0288209
0.00400718,0.045517,0.0642389,0.0642389,0.0642389,0.0642389,0.0642389,0.0642389,0.0263047
0.0048863,0.0555028,0.078332,0.078332,0.078332,0.078332,0.0783319,0.078332,0.0320756
0.00584131,0.0663506,0.0936417,0.0936417,0.0936416,0.0936416,0.0936415,0.0936416,0.0383446
0.0103844,0.117954,0.166471,0.166471,0.166471,0.166471,0.166471,0.166471,0.0681669
0.00784921,0.0891581,0.12583,0.12583,0.12583,0.12583,0.12583,0.12583,0.0515252
0.0103795,0.117899,0.166393,0.166393,0.166393,0.166393,0.166393,0.166393,0.0681349
0.01261,0.143235,0.20215,0.20215,0.20215,0.20215,0.20215,0.20215,0.0827767
