"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
424578,124165,282149,147272,83284.2,147559,70369.7,56460.6,60137.9
1561160,195119,74808,166430,88360,50978.2,90773.2,43593.2,75866.2
363946,718764,120085,45472.8,102900,55735,32316.8,57948.4,80128.2
390527,167483,439941,72431.6,27898,64405.8,35059.7,20471.4,91749.2
833694,179863,103501,268980,45043.9,17699.8,41066.8,22512,76561.3
404836,382063,104911,58320.9,154163,26338.1,10401.3,24302.5,64297.9
1378320,186045,230178,61879.1,34988.9,94356.8,16201.2,6443.03,58770.6
421322,635952,117406,144956,39636.8,22865,61970.5,10715.2,45437.7
741093,193844,388278,70565.2,88617.2,24721.1,14332.1,39117,37924.8
775114,339632,113089,218850,40455.5,51831.2,14531.6,8483.9,48409.5
907386,354613,194228,61971,121983,23004.6,29621,8362.99,36705.1
469665,414649,200102,104443,33895.3,68066.8,12901,16728.2,28643.5
255420,212890,212976,94216.8,50019.5,16560.9,33423.5,6379.41,25836.1
824388,116051,112380,104229,46899.8,25402,8452.48,17178.8,19404.7
282754,371476,55653.6,48025.4,45306,20798,11321.2,3793.56,19092
327090,126485,163679,21102,18521.8,17826,8224.18,4508.18,12111.7
163196,146748,57665,65124.4,8540,7647.24,7396.84,3436.57,8759.15
204307,73328.7,68091,23521.1,27019.2,3614.71,3253.06,3168.64,6501.35
227317,91674.2,33482.9,27151.6,9539.95,11180.1,1503.21,1362.31,5021.23
186454,102880,46253,15372.5,12679.4,4545.03,5353.14,724.805,3700.51
148109,84937.9,55983.4,23628.5,7987.74,6721.48,2421.44,2872.01,2744.45
282430,67574.9,47059.2,29335.5,12593.7,4343.37,3673.15,1332.56,3347.99
168589,127529,33194.5,20804.9,13191.6,5777.55,2002.57,1705.46,2613.29
464985,75514.2,57055.5,12860.4,8198.56,5303.4,2334.39,814.813,2159.39
723547,204148,26782.9,15923.6,3650.74,2374.37,1543.61,684.221,1280.74
782586,325773,96987.9,11295,6830.49,1597.64,1044.28,683.672,1049.73
664505,349942,142911,36546.8,4329.15,2670.87,627.844,413.268,851.777
639376,298843,164029,59133.8,15381.6,1858.84,1152.56,272.836,671.873
649648,290570,158185,80586.4,29550.2,7841.74,952.408,594.683,560.875
1191350,294273,148069,73653,38165.4,14277.5,3807.83,465.724,632.971
474650,538699,146915,66976.4,33886.7,17914.1,6735.2,1808.9,602.31
574299,216973,305151,79432,36832.8,19012,10101,3824.37,1420.63
503048,261600,117975,155714,41227.7,19503.6,10117.7,5413.23,2953.37
208657,229722,146455,62735.1,84222.7,22749.8,10816.2,5650.41,4938
958641,94430.1,115832,67181.3,29271.1,40090.7,10883.4,5210.76,5714.12
359957,430619,43666.9,47021,27739.2,12330.2,16972.5,4639.89,5495.12
767015,163481,226256,21230,23252.7,13994.6,6251.86,8666.13,5788.61
719066,348520,86371.4,110861,10580.7,11822.9,7151.25,3217.14,8074.51
352426,325255,174695,39289.8,51294.9,4994.51,5608.85,3416.43,6410.68
371272,160278,173599,86837.3,19865,26458.7,2589.16,2928.05,5813.48
247185,167691,78981.1,77090.5,39223.2,9154.02,12253.6,1207.52,4836.04
473163,111333,79994.2,33501.4,33260.1,17264.5,4049.42,5458.63,3364.85
457756,210335,45606.6,27363.9,11656.4,11806.3,6159.03,1454.76,3743.3
471019,203135,84452.8,15165.5,9255.3,4022.21,4094.33,2150.91,2465.22
520112,210350,87790.2,31158.8,5691.24,3543.45,1547.64,1586.46,2185.25
152630,237871,119831,47846.2,17272.9,3218.67,2014.04,885.835,2340.97
403092,69313.9,124852,58174.3,23626,8701.5,1629.59,1026.85,1907.39
1251530,182335,34754.1,56819.1,26928.5,11157.2,4129.83,778.853,1642.3
439165,569979,98919.8,17678.4,29397.8,14214.1,5918.82,2206.23,1459.45
1002920,202376,354494,61027.6,11093.5,18820.3,9145.39,3834.94,2442.41
427873,462430,126709,220774,38658.9,7169.33,12223.8,5981.67,4210.81
1697100,197907,300292,83086.4,147249,26305.1,4902.76,8418.01,7124.68
1315980,785281,129105,198183,55774.6,100843,18105.2,3398.16,10934.8
1936460,608532,508401,84295.7,131617,37789.2,68667,12415,10119.3
1089130,894819,390748,328119,55336.6,88146.6,25435,46542.8,15585
