"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
0.0101959,0.116305,0.163705,0.163705,0.163705,0.163705,0.163705,0.163705,0.0671101
0.00848711,0.096813,0.136269,0.136269,0.136269,0.136269,0.136269,0.136269,0.0558627
0.00908885,0.103677,0.14593,0.14593,0.14593,0.14593,0.14593,0.14593,0.0598235
0.00834025,0.0951378,0.133911,0.133911,0.133911,0.133911,0.133911,0.133911,0.0548961
0.0133584,0.15238,0.214482,0.214482,0.214482,0.214482,0.214482,0.214482,0.0879259
0.0105762,0.120643,0.16981,0.16981,0.16981,0.16981,0.16981,0.16981,0.069613
0.00656152,0.0748477,0.105352,0.105352,0.105352,0.105352,0.105351,0.105351,0.0431884
0.00945799,0.107888,0.151857,0.151857,0.151857,0.151857,0.151857,0.151857,0.0622532
0.0134405,0.153316,0.215799,0.215799,0.215799,0.215799,0.215799,0.215799,0.0884661
0.0152143,0.17355,0.244279,0.244279,0.244279,0.244279,0.244279,0.244279,0.100141
0.0163832,0.186884,0.263048,0.263048,0.263048,0.263048,0.263048,0.263048,0.107835
0.0246081,0.280706,0.395106,0.395106,0.395106,0.395106,0.395106,0.395106,0.161972
0.0222414,0.253709,0.357107,0.357107,0.357107,0.357107,0.357106,0.357107,0.146394
0.0306076,0.349142,0.491434,0.491434,0.491433,0.491433,0.491433,0.491433,0.201461
0.0380516,0.434057,0.610955,0.610955,0.610955,0.610955,0.610955,0.610955,0.250458
0.0350776,0.400133,0.563205,0.563205,0.563205,0.563205,0.563204,0.563205,0.230883
0.0335271,0.382446,0.53831,0.53831,0.53831,0.53831,0.538309,0.538309,0.220678
0.0349292,0.39844,0.560822,0.560822,0.560822,0.560822,0.560822,0.560822,0.229907
0.0261817,0.298656,0.420372,0.420372,0.420371,0.420371,0.420371,0.420371,0.172329
0.0195645,0.223174,0.314127,0.314127,0.314127,0.314127,0.314127,0.314127,0.128775
0.0179925,0.205241,0.288886,0.288886,0.288886,0.288886,0.288886,0.288886,0.118428
0.0285285,0.325427,0.458053,0.458053,0.458053,0.458053,0.458052,0.458053,0.187777
0.03671,0.418753,0.589414,0.589414,0.589414,0.589414,0.589414,0.589414,0.241628
0.0568991,0.649052,0.91357,0.91357,0.91357,0.91357,0.913569,0.91357,0.374514
0.0313161,0.357224,0.50281,0.50281,0.502809,0.502809,0.502809,0.502809,0.206125
0.0382889,0.436764,0.614765,0.614765,0.614765,0.614765,0.614764,0.614764,0.25202
0.0325355,0.371134,0.522388,0.522388,0.522388,0.522388,0.522387,0.522388,0.214151
0.0219382,0.250251,0.352239,0.352239,0.352239,0.352239,0.352239,0.352239,0.144399
0.0252413,0.28793,0.405274,0.405274,0.405274,0.405274,0.405274,0.405274,0.16614
0.0269981,0.307969,0.43348,0.43348,0.43348,0.43348,0.433479,0.43348,0.177703
0.0160063,0.182585,0.256996,0.256996,0.256996,0.256996,0.256996,0.256996,0.105354
0.0196017,0.223597,0.314724,0.314724,0.314724,0.314724,0.314723,0.314723,0.12902
0.0170493,0.194483,0.273743,0.273743,0.273743,0.273743,0.273743,0.273743,0.11222
0.026195,0.298808,0.420586,0.420586,0.420586,0.420586,0.420585,0.420586,0.172417
0.0336906,0.384311,0.540935,0.540935,0.540935,0.540935,0.540935,0.540935,0.221754
0.0225986,0.257783,0.362842,0.362842,0.362842,0.362842,0.362842,0.362842,0.148745
0.0221601,0.252781,0.355801,0.355801,0.355801,0.355801,0.355801,0.355801,0.145859
0.0267979,0.305685,0.430266,0.430266,0.430266,0.430266,0.430265,0.430265,0.176386
0.021324,0.243244,0.342376,0.342376,0.342376,0.342376,0.342376,0.342376,0.140356
0.028359,0.323493,0.455332,0.455332,0.455331,0.455331,0.455331,0.455331,0.186661
0.0312451,0.356415,0.50167,0.50167,0.50167,0.50167,0.501669,0.501669,0.205657
0.0447253,0.510184,0.718108,0.718108,0.718108,0.718108,0.718107,0.718107,0.294385
0.0467068,0.532787,0.749922,0.749922,0.749922,0.749922,0.749921,0.749922,0.307427
0.0405802,0.462901,0.651554,0.651554,0.651554,0.651554,0.651553,0.651554,0.267102
0.0161421,0.184134,0.259177,0.259177,0.259177,0.259177,0.259177,0.259177,0.106248
0.0238189,0.271704,0.382436,0.382436,0.382436,0.382436,0.382435,0.382435,0.156778
0.0282274,0.321991,0.453217,0.453217,0.453217,0.453217,0.453217,0.453217,0.185795
0.0217995,0.248668,0.350012,0.350012,0.350012,0.350012,0.350012,0.350012,0.143486
0.00894716,0.102061,0.143655,0.143655,0.143655,0.143655,0.143655,0.143655,0.0588908
0.00842082,0.0960568,0.135204,0.135204,0.135204,0.135204,0.135204,0.135204,0.0554264
0.00483551,0.055159,0.0776387,0.0776387,0.0776387,0.0776387,0.0776387,0.0776387,0.0318277
0.00444174,0.0506672,0.0713163,0.0713163,0.0713163,0.0713163,0.0713163,0.0713163,0.0292358
0.00543949,0.0620487,0.0873363,0.0873363,0.0873363,0.0873363,0.0873362,0.0873363,0.0358031
0.00660832,0.0753815,0.106103,0.106103,0.106103,0.106103,0.106103,0.106103,0.0434964
0.0120013,0.1369,0.192693,0.192693,0.192693,0.192693,0.192692,0.192692,0.0789935
0.00932565,0.106378,0.149732,0.149732,0.149732,0.149732,0.149732,0.149732,0.0613821
0.0123111,0.140433,0.197666,0.197666,0.197666,0.197666,0.197666,0.197666,0.0810325
