"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
423242,123762,281940,149461,86789,154327,74571.2,60355.6,71002.9
1564590,194548,74826.1,167211,90160.9,53412.4,95453.4,46447.3,86252.9
364480,720437,120007,45649.3,103760,57077.9,33983.1,61157.9,89585.8
391605,167737,441567,72556.4,28072.7,65097.6,35989.5,21578,100733
836205,180359,103724,270325,45180.2,17833.8,41561.9,23139.1,83847.3
405189,383205,105294,58558.3,155231,26468.3,10500.1,24642.5,69988.9
1379760,186201,230989,62183.6,35175.7,95130.4,16301.9,6512.46,63162.7
421241,636596,117527,145552,39855.1,23000.5,62515.1,10788.1,48728
741028,193797,388749,70689.9,89047.3,24875.6,14427.7,39489.9,40409.8
774896,339573,113079,219306,40562.2,52128,14635.1,8547.92,50506.4
907075,354472,194186,62007.2,122319,23080.8,29810.7,8428.24,38399.6
469119,414456,200019,104500,33940.9,68306.4,12953.6,16848.1,30012.7
254880,212606,212900,94303.7,50113.8,16605.4,33586.1,6413.99,26996.3
824215,115785,112211,104279,46982.3,25471.1,8482.28,17276.8,20353.3
282505,371315,55527.2,48025.6,45396,20866,11369.1,3812.68,19905.4
327007,126339,163621,21095.1,18558.1,17896.3,8267.16,4536.1,12806.4
162976,146671,57590.9,65199.5,8550.07,7673.72,7437.17,3459.72,9307.79
204166,73211.3,68052.1,23527.2,27092.2,3624.56,3269.36,3190.84,6927.03
227373,91586.1,33424.6,27176.2,9556.56,11226.9,1509.54,1371.17,5349.78
186454,102885,46204.6,15363.2,12705.4,4558.13,5381.67,728.686,3951.17
147972,84925.1,55982.6,23623.9,7989.71,6740.99,2430.49,2889.78,2933.33
282148,67502.8,47046.9,29355.9,12600.2,4347.53,3686.43,1338.49,3499.04
168494,127373,33151.8,20821.6,13214.8,5786.66,2006.62,1713.44,2739.11
465326,75450.3,56977.3,12864,8218,5321.07,2341.74,817.74,2265.23
723964,204224,26778.5,15960.8,3665.31,2388.84,1554.5,688.922,1368.57
783096,325909,97104.3,11323.4,6864.81,1608.32,1053.46,690.341,1118.04
664870,350103,143123,36713.5,4354.61,2693.3,634.161,418.299,906.679
639941,298955,164232,59379.7,15493,1874.76,1165.34,276.318,715.937
650423,290789,158304,80814.1,29720,7911.05,962.089,602.23,595.953
1192700,294584,148266,73857.6,38350.8,14388.7,3849.28,471.411,663.841
474850,539240,147197,67234.3,34066.5,18046.5,6804.75,1833.2,630.325
574525,217046,305574,79688.3,37022.9,19137.8,10188.9,3868.92,1457.81
503113,261671,118046,156134,41415.1,19630,10198,5467.53,3013.75
208518,229727,146528,62844.7,84547,22879.5,10898.8,5701.81,5029.55
958395,94351.6,115875,67333.2,29373.8,40315.8,10964.6,5259.79,5843.77
359670,430435,43669.3,47174.1,27882,12409.1,17117,4688,5660.92
766284,163329,226246,21265.8,23366.4,14089.6,6302.13,8754.16,5964.84
718096,348130,86288.4,110970,10609.4,11892.8,7207.16,3246.33,8279.7
351691,324748,174473,39294.3,51400.2,5013.44,5648.11,3446.84,6623.17
370414,159914,173268,86773.6,19877.9,26527.3,2600.37,2950.14,6011.61
246411,167259,78752.4,76980.7,39213.3,9164.36,12291.2,1213.33,5019.65
471287,110951,79721.6,33415.1,33223.3,17265.5,4055.28,5477.14,3523.64
454381,209404,45379.9,27269.5,11625.9,11792.7,6159.17,1456.81,3877.99
460766,201526,83873.1,15071.6,9212.05,4006.74,4084.6,2148.32,2584.42
502237,205640,86746.3,30829.7,5634.93,3513.76,1535.96,1576.8,2274.09
148198,229600,116736,47078.6,17018.6,3173.44,1988.77,875.451,2399.44
376186,67248.6,119664,56173.1,23042.5,8498.01,1592.55,1005.05,1946.78
1149480,169986,33390.4,53782.4,25679.6,10746.7,3983.22,751.711,1659.99
395277,522780,90920.7,16664.6,27302.1,13299.3,5593.56,2087.79,1451.06
888956,182013,322522,55479.2,10343,17287.5,8463.24,3584.56,2344.5
372936,409553,112975,198493,34729.4,6605.39,11095.8,5470.18,3949.13
1420230,172405,264420,73493.9,131340,23444.2,4481.33,7580.63,6552.35
1057060,656806,111798,173077,48930.3,89208.9,16003.6,3080.57,9894.17
1472910,488407,421426,72094.2,113524,32742.6,59994.9,10838.4,9113.06
1019660,679797,309430,266955,46451.5,74623,21630.7,39912.7,13633.5
719010,468283,406826,180894,158739,28179.4,45496.3,13280.5,33791.3
