"Age 1","Age 2","Age 3","Age 4","Age 5","Age 6","Age 7","Age 8","Age 9"
423815,123518,281715,150479,88524.9,157771,76819.2,62455.7,77857.1
1567110,194821,74840.7,167527,91019.5,54627.4,97846.2,47976.3,92566.8
365293,721609,120360,45742.6,104148,57728,34820.4,62806.9,95195.1
392728,168104,442717,72845.3,28159.5,65409.5,36437.4,22132.7,105884
838968,180866,104025,271216,45391.4,17901.2,41789.9,23443.2,87974.2
406218,384438,105704,58788.5,155903,26619.5,10550.7,24803.2,73186
1381130,186659,231902,62466.4,35337,95604.7,16405.7,6548.1,65612.4
421845,637196,117871,146189,40053.4,23115.8,62853.5,10861.4,50563.8
741877,194057,389291,70918,89463.6,25006.7,14504.3,39715.4,41814.6
775446,339921,113312,219726,40714.3,52399,14719.9,8597.77,51699.9
907779,354669,194504,62154.4,122592,23174.6,29975.1,8479.74,39362.3
469642,414708,200260,104705,34032.6,68481.1,13010.5,16946.5,30791.3
255077,212788,213217,94450.7,50229.9,16656.1,33683.8,6444.41,27658.6
824315,115847,112404,104477,47074.5,25540.5,8511.61,17334,20893.7
282604,371253,55640.9,48156.6,45528,20928.1,11411.5,3829.72,20367
327199,126328,163753,21138.2,18608.5,17948.2,8291.69,4553,13190.5
163162,146703,57657.9,65284.1,8571.72,7698.35,7462.4,3471.69,9610.06
204226,73268.6,68141.4,23562.4,27136.3,3634.94,3280.94,3202.72,7159.77
227556,91580.4,33497.4,27231,9577.55,11253.1,1514.92,1376.99,5529.83
186721,102940,46250.3,15404.9,12737.8,4570.57,5397.09,731.675,4089.21
148228,85029.1,56052.4,23654.2,8013.75,6760.16,2437.84,2898.91,3037.7
282304,67607.1,47138.3,29403,12620.9,4362.17,3698.24,1343.02,3582.16
168645,127407,33245,20877.6,13245.9,5800.5,2014.88,1720.22,2808.91
466047,75488.9,57068.8,12907.3,8244.63,5336.52,2348.62,821.558,2324.21
724454,204435,26872.6,16020.9,3685.58,2401.76,1562.38,692.442,1418.04
783838,326036,97364.3,11376.7,6898.85,1619.13,1060.41,694.663,1156.68
665171,350300,143404,36842.3,4378.7,2708.9,638.952,421.409,937.32
640527,298988,164520,59526,15555.1,1886.07,1172.67,278.543,740.26
651174,290991,158462,80992.4,29806.8,7946.37,968.333,606.295,615.356
1194160,294849,148526,73974.3,38457.8,14439.1,3868.71,474.747,680.633
475446,539759,147509,67402.2,34145.6,18110.2,6833.64,1843.81,645.431
575162,217282,306040,79874.6,37123.3,19186.4,10227.1,3886.18,1475.85
503902,261911,118278,156455,41533.9,19693.7,10229.3,5490.92,3040.82
208870,230049,146773,62996.1,84758.5,22955.2,10939,5721.84,5071
958918,94487,116180,67497.8,29467.3,40447.8,11009.4,5283.25,5903.52
360134,430549,43823.4,47379.4,27998.4,12470.1,17202.7,4715.27,5742.81
766814,163500,226484,21347.1,23475,14152.5,6334.93,8800.53,6053.03
718909,348297,86468.2,111160,10656.9,11955.9,7244.08,3265.36,8385.61
352247,325023,174723,39390.7,51507.2,5037.76,5680.17,3465.79,6734.66
371131,160131,173552,86927,19933.4,26591.4,2613.86,2967.89,6117.56
247274,167538,78965.5,77174,39316.9,9197.99,12331.7,1220.69,5122.3
473660,111308,79991.3,33548.6,33349.6,17333.4,4075.39,5502.26,3615.2
459818,210397,45692,27458.2,11713.5,11879.2,6205.17,1469.19,3969.5
467893,203906,84734.6,15267.5,9332.13,4061.45,4139.57,2177.52,2672.19
511983,208840,88414.5,31423.4,5758.94,3591.23,1570.78,1612.24,2363.18
151640,234084,119015,48220.2,17431.8,3259.25,2042.63,899.707,2492.6
388768,68826.5,122769,57729.9,23791,8774.28,1648.76,1040.57,2035.85
1197470,175740,34471.5,55801.5,26689.5,11221.2,4159.19,787.038,1751.31
413214,544910,94905.7,17425.8,28692,14000.4,5915.76,2208.11,1545.11
931599,190323,337650,58251.3,10879,18274.4,8961.81,3813.33,2500.16
398097,429320,118659,209046,36683,6989.3,11799.4,5827.09,4228.06
1486030,184068,277919,77468.1,138819,24851.8,4758.8,8090.28,7017.37
1177330,687357,119676,182562,51760.5,94625.9,17025.1,3283,10609.6
1560950,544094,442460,77513.9,120272,34788.8,63917.9,11580.9,9791.78
1094780,720689,346461,282226,50290.4,79608.3,23142.1,42818,14690.3
592903,503168,435831,205470,170245,30949.1,49237.1,14413.7,36763.4
543787,273194,313176,269192,129085,109116,19935.7,31938.6,35036.6
367608,249930,165221,185745,162395,79445.9,67492.4,12417.7,43971.1
