,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
0,NA,NA,NA,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.615543038,1.437432462,1.828211204,1.828211204,2.038315767,2.038315767,1.729322874,1.528157975,2.41767583,1.887914842,2.41767583,1.887914842,2.258606194,2.41767583,2.136437709,2.038315767,2.258606194,2.258606194,1.956968883,2.136437709,2.136437709,1.956968883,2.587948459,1.881562901,2.136437709,1.907537103,2.038315767,2.170123926
1,NA,NA,NA,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.11902687,1.009883936,1.125943406,1.037866452,1.216724825,1.17170555,1.11902687,1.042863575,1.037866452,1.037866452,1.086965465,1.053175546,1.081008274,1.155570774,1.155570774,1.105720462,1.086965465,1.140345674,1.11902687,1.155570774,1.147850235,1.247629436,1.16922356,1.157930708,1.028171274,1.045911809,1.081597724,1.212845113
2,NA,NA,NA,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.792456073,0.815670089,0.861196694,0.834177787,0.865698529,0.852484748,0.838101281,0.844137803,0.781851523,0.852484748,0.861196694,0.819231895,0.834177787,0.858982949,0.856793348,0.882289852,0.858982949,0.858982949,0.842104971,0.821037975,0.895016821,0.865698529,0.827871977,0.842712622,0.850364864,0.814965635,0.804202308,0.821583132
3,NA,NA,NA,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.748367082,0.736570239,0.761017283,0.762333496,0.789363375,0.776056605,0.766341429,0.752067688,0.740025762,0.728767783,0.792456073,0.716173046,0.749591957,0.737714406,0.773227044,0.735433626,0.767697612,0.755847883,0.781851523,0.767697612,0.750825457,0.819231895,0.771411296,0.787988386,0.792456073,0.757511452,0.724146005,0.753193253
4,NA,NA,NA,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.709240264,0.690902005,0.701656758,0.711191771,0.750825457,0.713166461,0.722353001,0.72660246,0.712176188,0.716173046,0.72986086,0.708273056,0.727681675,0.682455923,0.699814296,0.695297062,0.7244644,0.714162654,0.728767783,0.740025762,0.723405404,0.727681675,0.757511452,0.747150725,0.769064124,0.752942505,0.696818915,0.703332861
5,NA,NA,NA,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.694408465,0.683280775,0.685781184,0.680818912,0.749591957,0.68832122,0.682455923,0.700732936,0.701656758,0.693524707,0.700732936,0.68747007,0.740025762,0.675218717,0.680006676,0.665318952,0.696190545,0.699814296,0.704459837,0.708273056,0.718207879,0.701656758,0.703989325,0.74727198,0.728767783,0.73956101,0.701194196,0.689262715
6,NA,NA,NA,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.664582798,0.651899173,0.681635315,0.668298879,0.732068245,0.666801793,0.659525366,0.680006676,0.679198571,0.68832122,0.660237805,0.650552566,0.706355437,0.648554764,0.689176897,0.64335275,0.670571751,0.676006717,0.696190545,0.68747007,0.690902005,0.682455923,0.68704618,0.707119817,0.735433626,0.702679009,0.693877632,0.699722715
7,NA,NA,NA,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.648554764,0.627023321,0.629331709,0.661672624,0.718207879,0.660237805,0.656011809,0.660953549,0.669052839,0.673654427,0.658816204,0.631676904,0.669052839,0.643993273,0.67287807,0.655318644,0.666058607,0.651224381,0.680818912,0.676006717,0.660953549,0.676006717,0.682785352,0.691075534,0.714162654,0.714763236,0.672491324,0.695832562
8,NA,NA,NA,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.643993273,0.593017258,0.637093672,0.664582798,0.722353001,0.645282553,0.637707913,0.665318952,0.641447401,0.656011809,0.642079834,0.628751202,0.63894404,0.632269076,0.669810453,0.642714943,0.699814296,0.64658295,0.657407608,0.661672624,0.654628602,0.662395059,0.665762323,0.690123422,0.68747007,0.670648085,0.68561327,0.683363495
9,NA,NA,NA,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.640190485,0.585982801,0.609768008,0.597137184,0.669052839,0.639565963,0.611300633,0.637093672,0.645931352,0.638324696,0.623069196,0.614941944,0.624188062,0.626451856,0.629914517,0.611300633,0.674434632,0.659525366,0.651899173,0.685781184,0.64335275,0.669052839,0.651157065,0.67287807,0.699814296,0.660023727,0.674669448,0.683943738
