Mean Weight in Stock (kilograms)3/14/2006  11:52 									
1   4 									
1960   2009 									
0   9 									
1									
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.015	0.05	0.155	0.187	0.223	0.239	0.276	0.299	0.306	0.312
0.022	0.07	0.141	0.197	0.243	0.252	0.294	0.334	0.401	0.417
0.01	0.049	0.118	0.177	0.231	0.249	0.254	0.33	0.317	0.366
0.01	0.064	0.131	0.176	0.221	0.255	0.271	0.28	0.276	0.392
0.007	0.038	0.116	0.157	0.185	0.186	0.201	0.214	0.21	0.27
0.007	0.043	0.122	0.166	0.219	0.246	0.273	0.282	0.304	0.313
0.012	0.05	0.129	0.173	0.21	0.253	0.283	0.288	0.316	0.363
0.018	0.063	0.126	0.184	0.206	0.232	0.256	0.281	0.275	0.317
0.004	0.064	0.162	0.194	0.22	0.231	0.257	0.27	0.31	0.303
0.009	0.064	0.122	0.204	0.216	0.24	0.246	0.264	0.288	0.315
0.004	0.055	0.118	0.155	0.203	0.232	0.282	0.284	0.309	0.341
0.009	0.061	0.139	0.216	0.224	0.247	0.296	0.326	0.331	0.356
0.005	0.056	0.131	0.186	0.205	0.194	0.226	0.27	0.314	0.339
0.004	0.045	0.119	0.196	0.253	0.262	0.299	0.306	0.325	0.335
0.006	0.045	0.12	0.168	0.233	0.256	0.245	0.265	0.269	0.329
0.007	0.052	0.109	0.198	0.238	0.275	0.307	0.289	0.308	0.363
0.005	0.055	0.119	0.172	0.208	0.237	0.268	0.274	0.233	0.263
0.005	0.047	0.119	0.181	0.218	0.233	0.261	0.295	0.302	0.283
0.008	0.05	0.127	0.162	0.204	0.228	0.237	0.255	0.286	0.294
0.006	0.045	0.138	0.172	0.194	0.224	0.247	0.261	0.28	0.249
0.006	0.046	0.104	0.185	0.209	0.214	0.243	0.281	0.29	0.307
0.008	0.035	0.116	0.139	0.205	0.231	0.253	0.261	0.279	0.27
0.0032	0.0433	0.1343	0.1693	0.1797	0.2285	0.2475	0.2526	0.2744	0.2951
0.0091	0.0447	0.1267	0.1579	0.188	0.1879	0.2252	0.2428	0.2439	0.265
0.006	0.066	0.123	0.155	0.171	0.204	0.198	0.218	0.247	0.233
0.0087	0.0624	0.1414	0.1797	0.1833	0.1944	0.2299	0.2174	0.2679	0.2823
0.007   0.0559  0.1477  0.2083  0.2363  0.2315  0.2396  0.2655  0.2492  0.2627
