Celtic Sea Herring stock numbers at age - stock.n (units : NA )
1   13
1958   2015
1   9
1 
423324	123607	281767	149956	87653	156037	75698	61406	74369
1565270	194585	74826	167330	90580	54015	96639	47211	89363
364697	720740	120137	45690	103927	57394	34398	61973	92355
392024	167828	441998	72664	28109	65228	36203	21850	103268
837547	180542	103827	270665	45260	17862	41657	23283	85876
405668	383788	105474	58640	155488	26526	10521	24709	71554
1379970	186408	231447	62302	35232	95307	16340	6527	64352
421470	636666	117695	145865	39938	23041	62642	10815	49617
741379	193887	388906	70792	89240	24928	14453	39570	41084
775032	339700	113191	219431	40627	52250	14668	8565	51062
907348	354490	194350	62069	122390	23118	29881	8447	38847
469420	414525	200130	104590	33975	68347	12975	16888	30374
254953	212699	213085	94350	50154	16621	33604	6424	27302
824165	115797	112340	104376	47008	25493	8491	17287	20604
282498	371208	55601	48101	45457	20886	11384	3818	20115
327070	126292	163708	21113	18579	17912	8271	4540	12983
163084	146658	57633	65238	8558	7683	7444	3462	9447
204147	73239	68109	23542	27105	3627	3273	3193	7034
227419	91552	33476	27204	9564	11234	1511	1373	5432
186588	102884	46226	15388	12719	4562	5385	729	4015
148132	84972	56012	23633	8002	6748	2432	2892	2981
282208	67566	47099	29372	12606	4354	3690	1340	3536
168544	127371	33217	20850	13226	5791	2010	1716	2771
465723	75450	57038	12889	8229	5325	2343	819	2292
724061	204314	26843	15993	3676	2394	1557	690	1392
783387	325875	97263	11355	6881	1614	1056	692	1136
664825	350122	143272	36773	4366	2700	636	419	921
640118	298851	164383	59432	15516	1880	1168	277	727
650690	290817	158355	80890	29746	7923	965	604	605
1193310	294644	148399	73886	38389	14402	3855	473	671
475132	539397	147357	67301	34083	18066	6812	1836	637
574803	217145	305782	79765	37055	19144	10199	3872	1465
503581	261758	118182	156264	41461	19650	10203	5474	3023
208741	229910	146663	62924	84626	22907	10911	5705	5044
958670	94434	116083	67414	29419	40365	10981	5267	5866
360045	430462	43780	47302	27941	12440	17154	4699	5696
766900	163468	226397	21318	23427	14118	6317	8772	6003
719177	348355	86442	111085	10639	11928	7224	3255	8327
352675	325169	174753	39372	51464	5029	5666	3456	6675
371770	160336	173646	86942	19924	26569	2609	2961	6063
248567	167844	79092	77236	39334	9196	12325	1219	5073
478120	111907	80193	33629	33403	17355	4078	5504	3574
468872	212448	46046	27611	11777	11934	6232	1475	3945
497692	208064	86110	15521	9467	4119	4195	2206	2660
457861	222363	91138	32387	5938	3695	1616	1657	2381
146665	209482	127647	50214	18150	3395	2123	935	2543
383169	66568	109786	61845	24746	9125	1715	1080	2080
1169010	173069	33008	49190	28185	11505	4264	807	1778
408108	531596	92682	16487	24991	14608	5993	2237	1559
917257	187925	328394	56638	10248	15848	9310	3846	2519
395932	422618	116845	202526	35528	6558	10193	6030	4248
1465500	183048	273225	76142	134238	24025	4457	6976	7159
1169110	677809	118887	179207	50797	91365	16434	3070	9929
1541530	540250	435855	76886	117883	34090	61622	11162	9150
1104530	711659	343606	277538	49798	77893	22638	41209	13933
588701	507571	429469	203162	166911	30554	48031	14057	35139
539982	271237	315566	264834	127429	106806	19649	31106	33614
366128	248163	163855	186856	159505	78298	65956	12219	42397
