"a). Catch(2017) = Zero"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"9","35977.9490091234","46120.7535834607","42759.5788667116","0.109295092945294","0.149906244990925","0.0693333333333333"," ","","","",""
""
"f). Catch(2017) = 2016 TAC -30%"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.0112043186762993","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","247019.764242503","0.186011840878049","0.127946090690644","0.118"," ","2017","77503.3243095071","0.167251563466371","10809.4"
"3","146069.97509029","94819.1277249778","147147.782672628","0.262203131633182","0.180353387724947","0.166333333333333"," ","2018","75449.0466111549","0.15425","9551.78124647924"
"4","93595.4611569476","78718.8510075524","55457.5448538179","0.262203131633182","0.180353387724947","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","46830.2456603547","0.262203131633182","0.180353387724947","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","31137.8889237658","0.262203131633182","0.180353387724947","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","37031.9756939836","0.262203131633182","0.180353387724947","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","32639.3543950809","0.262203131633182","0.180353387724947","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","47687.0707567573","0.109295092945294","0.0751773640216212","0.0693333333333333"," ","","","",""
""
"g). Fbar(2017) = Fmsy"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.0174176121015667","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","245489.716206416","0.186011840878049","0.198897893030794","0.118"," ","2017","74416.7786408819","0.26","16145.1764956914"
"3","146069.97509029","94819.1277249778","137069.158324091","0.262203131633182","0.280367368989735","0.166333333333333"," ","2018","71676.1021790511","0.15425","8953.69704884951"
"4","93595.4611569476","78718.8510075524","50179.3601203168","0.262203131633182","0.280367368989735","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","42373.1661347079","0.262203131633182","0.280367368989735","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","28174.3331013057","0.262203131633182","0.280367368989735","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","33507.4487919256","0.262203131633182","0.280367368989735","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","29532.8962470768","0.262203131633182","0.280367368989735","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","44858.7066288666","0.109295092945294","0.116866558616964","0.0693333333333333"," ","","","",""
""
"h). Fbar(2017) = Fmgt"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.015407887628309","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","245983.578994849","0.186011840878049","0.175948136142626","0.118"," ","2017","75398.5894010091","0.23","14466.9455886059"
"3","146069.97509029","94819.1277249778","140251.236481357","0.262203131633182","0.248017287952458","0.166333333333333"," ","2018","72860.8144981663","0.15425","9141.38401768764"
"4","93595.4611569476","78718.8510075524","51829.2089768378","0.262203131633182","0.248017287952458","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","43766.3548785839","0.262203131633182","0.248017287952458","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","29100.6779398803","0.262203131633182","0.248017287952458","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","34609.1413193262","0.262203131633182","0.248017287952458","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","30503.9093286738","0.262203131633182","0.248017287952458","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","45750.9234438404","0.109295092945294","0.103381955699622","0.0693333333333333"," ","","","",""
""
"i). Fbar(2017) = Fpa"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.024786601836845","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","243687.353958012","0.186011840878049","0.283047001620746","0.118"," ","2017","70947.2356871899","0.37","21933.450401025"
"3","146069.97509029","94819.1277249778","126006.878301024","0.262203131633182","0.398984332793085","0.166333333333333"," ","2018","67605.0338451328","0.15425","8309.61241382164"
"4","93595.4611569476","78718.8510075524","44566.6947403886","0.262203131633182","0.398984332793085","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","37633.6397232117","0.262203131633182","0.398984332793085","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","25022.9755785891","0.262203131633182","0.398984332793085","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","29759.5712312468","0.262203131633182","0.398984332793085","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","26229.5806221358","0.262203131633182","0.398984332793085","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","41761.362838339","0.109295092945294","0.166310102647218","0.0693333333333333"," ","","","",""
""
"j). Fbar(2017) = Flim"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.0408643976229065","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","239800.726370378","0.186011840878049","0.466645056726094","0.118"," ","2017","64041.1039317953","0.61","32795.8144436708"
"3","146069.97509029","94819.1277249778","104871.777792337","0.262203131633182","0.657784981091302","0.166333333333333"," ","2018","60038.1074554767","0.15425","7116.76014524899"
"4","93595.4611569476","78718.8510075524","34404.4589654462","0.262203131633182","0.657784981091302","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","29052.3006276308","0.262203131633182","0.657784981091302","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","19317.1591813548","0.262203131633182","0.657784981091302","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","22973.7016222302","0.262203131633182","0.657784981091302","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","20248.6304055508","0.262203131633182","0.657784981091302","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","35851.9687038359","0.109295092945294","0.274186925985954","0.0693333333333333"," ","","","",""
""
"k). Fbar(2017) = 0.18"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","537900","537900","537900","0.0162891725062698","0.0120583468395462","0.0103333333333333"," ","2016","84923.2219376484","0.243155308944398","18590"
"2","167835.276107159","245766.892881576","246808.892464996","0.186011840878049","0.137698541329011","0.118"," ","2017","77070.0236655824","0.18","11569.0525481222"
"3","146069.97509029","94819.1277249778","145719.70612729","0.262203131633182","0.194100486223663","0.166333333333333"," ","2018","74910.8006121845","0.15425","9466.39652427259"
"4","93595.4611569476","78718.8510075524","54700.3808504872","0.262203131633182","0.194100486223663","0.166333333333333"," ","","","",""
"5","108563.826938653","51304.5149364754","46190.8705063587","0.262203131633182","0.194100486223663","0.166333333333333"," ","","","",""
"6","94544.9393080633","60711.6213404601","30712.7621228061","0.262203131633182","0.194100486223663","0.166333333333333"," ","","","",""
"7","46642.9625663374","53136.9284762018","36526.3766985429","0.262203131633182","0.194100486223663","0.166333333333333"," ","","","",""
"8","39566.6999062895","26398.8098646913","32193.7280280095","0.262203131633182","0.194100486223663","0.166333333333333"," ","","","",""
"9","35977.9490091234","46120.7535834607","47285.8558041601","0.109295092945294","0.0809076175040519","0.0693333333333333"," ","","","",""
""
