"a). Catch(2017) = Zero"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.000437526247738234","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421809.028175184","0.018511496084209","0.0242688662088939","0.0382427206666667"," ","2017","194166.565652361","0.0468992876291855","9785.35"
"3","270959.039104484","238499.721527779","280243.705414139","0.0323527174615233","0.0424149278910865","0.066837166"," ","2018","177812.782257417","0.07390359075","14258.2090136948"
"4","173499.863456376","183824.582110381","160183.529115455","0.0364604045425813","0.047800171079682","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","124884.682774534","0.0392062356888958","0.0513999994468211","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","82281.0156391157","0.035073602946701","0.0459820520991524","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","100798.127430461","0.0329929386051568","0.0432542680075345","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","105518.211459041","0.0253887098256823","0.0332850029610259","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","216089.121090295","0.0253887098256823","0.0332850029610259","0.05245029"," ","","","",""
""
"e). Catch(2017) = 2016 TAC +30%"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.000495846276540969","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421784.428977831","0.018511496084209","0.0275037829336139","0.0382427206666667"," ","2017","193465.550286925","0.0531507247018209","11061.7"
"3","270959.039104484","238499.721527779","279338.605115843","0.0323527174615233","0.0480686225644037","0.066837166"," ","2018","176968.486826348","0.07390359075","14194.4541368474"
"4","173499.863456376","183824.582110381","159280.455606591","0.0364604045425813","0.05417169134516","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","124091.507038357","0.0392062356888958","0.058251358568006","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","81719.2056308428","0.035073602946701","0.0521112263297139","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","100182.207613436","0.0329929386051568","0.0490198424595383","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","104911.588799323","0.0253887098256823","0.0377217249666677","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","215132.5173931","0.0253887098256823","0.0377217249666677","0.05245029"," ","","","",""
""
"f). Catch(2017) = 2016 TAC -30%"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.000264324819045714","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421882.092428733","0.018511496084209","0.0146616659052383","0.0382427206666667"," ","2017","196264.037037841","0.0283334903449589","5956.3"
"3","270959.039104484","238499.721527779","282949.037350697","0.0323527174615233","0.0256243327059912","0.066837166"," ","2018","180347.490809309","0.07390359075","14449.6118853319"
"4","173499.863456376","183824.582110381","162895.812614074","0.0364604045425813","0.0288777453611202","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","127270.303591911","0.0392062356888958","0.0310525268437364","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","83972.3754449633","0.035073602946701","0.0277793564689877","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","102649.725981443","0.0329929386051568","0.0261314072541922","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","107340.542335478","0.0253887098256823","0.020108627608264","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","218955.233478745","0.0253887098256823","0.020108627608264","0.05245029"," ","","","",""
""
"g). Fbar(2017) = Fmsy"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.00149264953002301","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421364.202363182","0.018511496084209","0.082794831003075","0.0382427206666667"," ","2017","181881.197298674","0.16","31905.2688016237"
"3","270959.039104484","238499.721527779","264312.902036393","0.0323527174615233","0.144701312229541","0.066837166"," ","2018","163225.69168641","0.07390359075","13156.7073201678"
"4","173499.863456376","183824.582110381","144609.040786695","0.0364604045425813","0.163073423059623","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","111287.564415332","0.0392062356888958","0.17535447396377","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","72688.6996157904","0.035073602946701","0.156870790747065","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","90218.1872961181","0.0329929386051568","0.147564776163013","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","95066.1581047352","0.0253887098256823","0.113553973695114","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","199421.754124917","0.0253887098256823","0.113553973695114","0.05245029"," ","","","",""
""
"h). Fbar(2017) = Fmgt"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.000466452978132189","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421796.826795622","0.018511496084209","0.0258733846884609","0.0382427206666667"," ","2017","193818.533525944","0.05","10419.230457422"
"3","270959.039104484","238499.721527779","279794.409758003","0.0323527174615233","0.0452191600717317","0.066837166"," ","2018","177393.437084714","0.07390359075","14226.5431902952"
"4","173499.863456376","183824.582110381","159734.966539054","0.0364604045425813","0.0509604447061322","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","124490.635981015","0.0392062356888958","0.0547982731136782","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","82001.8767941109","0.035073602946701","0.0490221221084579","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","100492.159384053","0.0329929386051568","0.0461139925509416","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","105216.889494216","0.0253887098256823","0.0354856167797233","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","215614.115228278","0.0253887098256823","0.0354856167797233","0.05245029"," ","","","",""
""
"i). Fbar(2017) = 0.082"
"Age","N(2016)","N(2017)","N(2018)","F(2016)","F(2017)","F(2018)","","Year","SSB","F.bar","Yield"
"1","908682","908682","908682","0.000333730688200704","0.00076498288413679","0.000689451"," ","2016","214219.701218126","0.0357732401599254","8509"
"2","356954.255892048","421852.812351543","421670.926621984","0.018511496084209","0.0424323508890759","0.0382427206666667"," ","2017","190264.320450551","0.082","16868.5517113397"
"3","270959.039104484","238499.721527779","275199.452449135","0.0323527174615233","0.07415942251764","0.066837166"," ","2018","173131.209859822","0.07390359075","13904.692707971"
"4","173499.863456376","183824.582110381","155178.446151002","0.0364604045425813","0.0835751293180568","0.075323197"," ","","","",""
"5","206699.710514016","119214.621160212","120495.910604208","0.0392062356888958","0.0898691679064322","0.080995783"," ","","","",""
"6","212212.987728815","144412.794988244","79175.8430217206","0.035073602946701","0.080396280257871","0.072458217"," ","","","",""
"7","286797.867457918","149746.344571603","97388.2483839611","0.0329929386051568","0.0756269477835441","0.0681597926666667"," ","","","",""
"8","77459.0291961756","204175.462499056","102157.003382982","0.0253887098256823","0.0581964115187461","0.05245029"," ","","","",""
"9","61170.6237880307","99445.7531024836","210772.533496497","0.0253887098256823","0.0581964115187461","0.05245029"," ","","","",""
""
