"","Fbar 2-8 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-8","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.279061690237732,0.0178527280501518,0.0000000000226272257007949,0.000000000190586722170282,0.279136633691155,0.01861298980151,NA,NA,NA,NA,1297964.88306625,NA
"fmsyAR",0.232835198110688,0.0178527280501518,0.0000000567670887946691,0.000000303445602271177,0.232910168338789,0.0184874126865893,273154.617388271,5883.33721646675,0.100000000000001,0.1,1254131.6756704,1288230.63528531
"fmsyAR_transfer",0.228809048715316,0.017852599500478,0.00000000864165871120878,0.0000000110142766913516,0.228883995548038,0.0184759749426176,268980.062570447,5883.33819177634,0.0152253361333358,0.00362976353730927,1256785.23963135,1293017.38346584
"fmsyAR_no_transfer",0.232835218777329,0.0178527280501518,0.0000000172859590572806,0.0000000110143560290704,0.23291017003454,0.0184870808305165,273154.640612509,5883.3381767314,0.0304506722666669,0.00362976353730939,1254131.68480137,1288230.72869982
"mpA",0.195889740804963,0.042089464190759,0,0,0.19606642692983,0.0426231362814146,234179.712888996,13699.1487988041,0,0,1278694.0885854,1331020.53860443
"mpAC",0.195889740804963,0.042089464190759,0,0,0.19606642692983,0.0426231362814146,234179.712888996,13699.1487988041,0,0,1278694.0885854,1331020.53860443
"mpAD",0.195889740804963,0.042089464190759,0,0,0.19606642692983,0.0426231362814146,234179.712888996,13699.1487988041,0,0,1278694.0885854,1331020.53860443
"mpB",0.282094515879839,0.0492314759852484,0,0,0.28230118324614,0.05,322848.828931405,15962.7127511822,0,0,1222213.99875077,1229184.50314727
"fmsy",0.259931011766879,0.0178527280501518,0.0000000568254083207256,0.000000303460161557007,0.26000598202125,0.0185612312221528,300807.070951828,5883.05499994638,0.100000000102036,0.100000000880387,1236503.09997747,1256880.25143058
"nf",0,0,0,0,0,0,0,0,0,0,1423553.23179569,1634511.70641583
"tacro",0.347297902104541,0.0178527280501518,0.0000000570127963638332,0.000000303506949518202,0.347372872443323,0.0187992493884011,385008.04999716,5882.14797418546,0.0999999999999869,0.0999999990614609,1182278.96423635,1165149.24192006
"-15%",0.286563739789156,0.0178527280501518,0.0000000568826364022288,0.000000303474446278007,0.286638710069306,0.0186337881492983,327256.849610291,5882.77802928594,0.0999999999711317,0.0999999999999324,1219557.90997985,1227466.4524765
"+15%",0.411865691514628,0.0178527280501518,0.0000000571506572967148,0.000000303541396249097,0.411940661915511,0.0189751547766833,442759.249006383,5881.48050669875,0.100000000004331,0.1,1144622.76986695,1105370.13585823
"fsq",0.279068545893545,0.0178527280501518,0.0000000568665402946738,0.000000303470429810236,0.279143516166445,0.0186133686024677,319884.739817526,5882.85593430696,0.100000000104175,0.100000000777508,1224289.05225813,1235608.86729552
"fpa",0.299932963722198,0.0178527280501518,0.0000000569113291280974,0.000000303481613076411,0.300007934015273,0.0186702106218687,340269.895175244,5882.63915163682,0.100000000104098,0.100000000776912,1211191.28840699,1213198.18620635
"flim",0.339935181687147,0.0178527280501518,0.0000000569970425720441,0.000000303503019771844,0.340010152018833,0.0187791907460356,378189.946237568,5882.22423999203,0.100000000103938,0.100000000828867,1186699.95529788,1172372.43434686
"bpa",0.937105703659631,0.0178527280501518,0.0000000582540428821422,0.000000303817359602218,0.937180674557547,0.0204060934487437,806979.194277891,5876.13829132238,0.100000000099013,0.100000000857677,899822.958212294,780246.976895199
"blim",1.22834739920155,0.0178527280501518,0.0000000588534521937416,0.000000303967264945065,1.22842237036948,0.021199538325899,952896.44991332,5873.24039527245,0.100000000000019,0.100000000801035,799832.902064149,671141.438389372
"MSYBtrigger",0.0299082397226095,0.0178527280501518,0.0000000563271157243622,0.000000303335911459179,0.0299832097525203,0.0179345682070273,39066.8684142276,5885.46476862812,0.100000000102825,0.100000000836707,1399773.13871936,1579378.05776235
