"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.19276494677401,0.0464130637357834,0.00172203105683136,0.00247575585016503,0.194208292849268,0.051517582878729,397647.775719661,11323.5363304422,2885.78909275312,604.017685069014,1528855.14889436,NA
"fmsyAR",0.237534197165076,0.0464130637357834,0.00174362457937816,0.00226222689457132,0.238989667039521,0.0515362340859827,416949.65569872,12392.3517052729,2885.78909274694,604.017685069158,1286867.43790511,1165739.19232117
"fmsyAR_transfer",0.246194282358355,0.0464142707246518,0.00174477670212773,0.00226228572444808,0.247650490605219,0.0515793875374456,429474.441609944,12392.351705273,2885.78909274651,604.017685023945,1278363.9352019,1152143.67644169
"fmsyAR_no_transfer",0.236526146795348,0.0464130637357834,0.0033582551186071,0.00226305719655216,0.239003583415721,0.0531469532364391,415398.179390094,12387.8050264776,5549.59440912909,604.017685069158,1286942.3722385,1164079.57849406
"mpA",0.211809087305572,0.036915657221187,0.00172251257913305,0.00246711709698938,0.213184020857932,0.0421015994040232,364717.007809699,11542.40711986,2858.36001298437,662.236063454259,1312704.61668225,1208722.38600065
"mpAC",0.211809087305572,0.036915657221187,0.00172251257913305,0.00246711709698938,0.213184020857932,0.0421015994040232,364717.007809699,11542.40711986,2858.36001298437,662.236063454259,1312704.61668225,1208722.38600065
"mpAD",0.211809087305572,0.036915657221187,0.00172251257913305,0.00246711709698938,0.213184020857932,0.0421015994040232,364717.007809699,11542.40711986,2858.36001298437,662.236063454259,1312704.61668225,1208722.38600065
"mpB",0.216167945686301,0.0419222685196783,0.00172241575479463,0.00246592862596114,0.21757900115359,0.0471274287064866,371283.029094182,13070.6898402032,2856.25513841881,660.041912732996,1308252.14378895,1200965.35540265
"fmsy",0.258563085192372,0.0464130637357834,0.00174649004637904,0.00226266403317278,0.260020371889259,0.0516384528637399,447089.92597488,12391.5878056688,2885.90756742077,604.097161122604,1266364.18987906,1133224.46082882
"nf",0,0,0,0,0,0,0,0,0,0,1558515.56848321,1699798.8948414
"tacro",0.225369520219181,0.0464130637357834,0.00174200279712213,0.00226214634369202,0.226823963024003,0.0514773112627565,399084.479999767,12392.7929741721,2885.78909274658,604.017685069167,1298956.01345052,1185340.02435383
"-15%",0.187485887890381,0.0464130637357834,0.00173692466595269,0.00226189492987473,0.18893711473648,0.0512937838077128,341333.279477909,12394.1704560788,2885.78909277313,604.017685068139,1337709.38375996,1250405.54800841
"+15%",0.265503115739139,0.0464130637357834,0.00174733740851373,0.00226241176673781,0.266960936939991,0.0516716926363922,456835.679889897,12391.3390686977,2885.78909275041,604.017685069252,1259705.25942872,1122858.385075
"fsq",0.19276803158899,0.0464130637357834,0.0017377066247816,0.00226222868967359,0.194219755779092,0.0513197457966122,349583.40092905,12393.9758096938,2885.9073748761,604.097325171688,1332203.28549425,1240949.19144422
"fpa",0.298566352504412,0.0464130637357834,0.00175177050647744,0.00226292747595966,0.300026983308611,0.0518321650649706,501947.608077583,12390.1431519827,2885.90767497575,604.097060459259,1228693.52480853,1075796.00759259
"flim",0.338570534860799,0.0464130637357834,0.00175700755603135,0.00226319000245698,0.340034482289511,0.0520258372435742,553762.57520751,12388.7038955337,2885.90778355066,604.096961997254,1192689.36805,1023571.38708966
"bpa",0.75169050402229,0.0464130637357834,0.00180884122820653,0.00226584831183833,0.753187278159186,0.0540235725358154,955632.976726399,12374.1487597856,2885.90832181853,604.095955341555,899595.629929697,677253.861347275
"blim",0.945257777183512,0.0464130637357834,0.00183192462390151,0.00226706203078598,0.946769170448434,0.0549583758879113,1086316.28204463,12367.5146128303,2885.90846007885,604.095496766822,799622.874775756,583268.69358373
"MSYBtrigger",0.130374611614022,0.0464130637357834,0.00172925910905799,0.00226181348488615,0.131820986050452,0.0510173954573758,247769.910410678,12396.2541997738,2885.90735716443,604.097481492226,1399462.79777134,1361497.62226229
