Catch in Numbers (thousands) (14/Mar/2017 22:47)
1 2
1980 2017
1 9
1
5548	40337	65041	25191	22139	7757	6954	4345	5334
38360	100226	147394	92801	34285	25369	15044	4044	6546
14052	268146	89183	121764	76732	31701	15605	17063	6902
83440	121498	142277	54578	74317	45638	21404	11766	12735
5001	270259	78488	52855	22138	24202	15274	6435	5979
50400	83988	215754	29970	26452	14269	16092	10910	4357
34686	182073	113890	185243	33480	25988	8274	6849	4098
31612	110114	125676	73529	149341	23655	19946	9590	16170
1708	148511	88035	69429	43142	74247	10198	4704	4324
8457	43682	188343	45072	39590	22597	39929	5835	6541
15172	65844	60279	226257	50882	33469	26192	29640	6652
27071	57450	53039	40632	137961	31454	22446	18203	12116
7845	39988	67454	50572	34382	107176	14886	12520	11797
17910	115850	41376	52945	36648	28348	86451	12382	9753
13437	92710	71418	22884	29205	21745	19112	43887	20299
550	116647	65812	39889	24509	20286	14554	16556	24002
6728	62278	100206	40347	17350	17815	12858	20921	37580
8651	112139	60912	70399	37701	23477	18682	8631	14147
16529	146944	115183	70231	53037	23510	13923	6259	6269
10027	86506	155239	59979	23456	13416	5131	2343	2038
8612	57525	60750	82126	28850	11737	5362	2526	2178
2463	105035	37149	27103	43625	19498	8555	5769	1537
5050	71122	131724	27896	29737	38231	11787	3153	2067
1787	66151	75580	77956	16895	9521	15343	10111	1711
1401	22358	56475	49142	57400	9076	9647	9999	4589
392	37756	54133	47489	21012	15235	2363	2053	1674
730	28727	45886	44226	63024	36862	23391	3874	5458
207	58903	61713	29954	28003	36040	23342	13816	4374
483	20163	32700	33911	14330	11678	17570	8887	9236
2126	24083	22553	28683	20906	10928	9555	12647	9461
11345	33847	36458	16499	22196	13102	6885	6050	13388
1788	54795	25098	19448	10576	8851	6035	3591	7321
6122	27797	63034	13746	9873	6865	4415	1233	4035
61	16799	22714	65355	13347	8885	5524	4707	5234
34	9171	23970	27799	54375	9537	3989	3291	3715
258	12697	14536	18270	21086	22306	6493	1942	1251
81	10131	7593	4566	5816	4906	3972	782	440
30	2173	17171	8160	3101	3694	2478	1247	349
