"Species","Year","Quarter","Species.n","Age","M1","M2","M","F","Z","N","N.bar","C.hat","C.obs","west","weca","Yield","CWsum","prop.landed","propmat","BIO","SSB","Lsea","ration"
"Cod",1977,4,18,4,0.05,0,0.05,0.0840152,0.134015,5055.06,4730.97,397.474,0,7.03004,4.606,0,0,1,0.62,35537.3,22033.1,759,7.216
"Cod",1977,4,18,5,0.05,0,0.05,0.0695175,0.119517,2313.42,2180.52,151.584,0,9.27917,6.714,0,0,1,0.86,21466.6,18461.3,870,9.52
"Cod",1977,4,18,6,0.05,0,0.05,0.0699546,0.119955,712.879,671.782,46.9942,0,9.92462,8.828,0,0,1,1,7075.05,7075.05,948,10.231
"Cod",1977,4,18,7,0.05,0,0.05,0.0703237,0.120324,1169.61,1101.99,77.4957,0,12.2019,10.071,0,0,1,1,14271.6,14271.6,991,12.672
"Cod",1977,4,18,8,0.05,0,0.05,0.0703237,0.120324,357.821,337.132,23.7083,0,12.0659,11.052,0,0,1,1,4317.45,4317.45,1027,12.671
"Cod",1977,4,18,9,0.05,0,0.05,0.0703237,0.120324,82.7644,77.979,5.48377,0,12.5993,11.824,0,0,1,1,1042.78,1042.78,1001,13.656
"Cod",1977,4,18,10,0.05,0,0.05,0.0703237,0.120324,98.9236,93.2039,6.55444,0,13.8253,14.103,0,0,1,1,1367.64,1367.64,1171,14.336
"Cod",1978,1,18,1,0.05,0.502933,0.2,0.0106686,0.563602,1628240,1244710,13279.2,0,0.0519,0.432,0,0,0.51,0.01,84505.9,845.059,153,0.09
"Cod",1978,1,18,2,0.05,0.132419,0.0875,0.293485,0.475904,414506,329822,96798,0,0.576,0.743,0,0,0.69,0.05,238755,11937.8,329,0.656
"Cod",1978,1,18,3,0.05,0.0138236,0.0625,0.369261,0.433084,36062.8,29268.8,10807.8,0,2.11,2.001,0,0,1,0.23,76092.4,17501.3,496,1.924
"Cod",1978,1,18,4,0.05,0,0.05,0.308718,0.358718,19650.1,16511.9,5097.52,0,4.242,4.146,0,0,1,0.62,83355.9,51680.7,702,3.289
"Cod",1978,1,18,5,0.05,0,0.05,0.313168,0.363168,4421.04,3707.21,1160.98,0,6.599,6.53,0,0,1,0.86,29174.4,25090,830,4.714
"Cod",1978,1,18,6,0.05,0,0.05,0.315137,0.365137,2052.81,1719.77,541.962,0,8.945,8.667,0,0,1,1,18362.4,18362.4,937,6.011
"Cod",1978,1,18,7,0.05,0,0.05,0.316799,0.366799,632.295,529.301,167.682,0,9.972,9.685,0,0,1,1,6305.25,6305.25,989,6.998
"Cod",1978,1,18,8,0.05,0,0.05,0.316799,0.366799,1037.02,868.098,275.013,0,11.099,11.099,0,0,1,1,11509.9,11509.9,1031,7.625
"Cod",1978,1,18,9,0.05,0,0.05,0.316799,0.366799,317.256,265.578,84.135,0,12.427,12.427,0,0,1,1,3942.54,3942.54,1041,8.384
"Cod",1978,1,18,10,0.05,0,0.05,0.316799,0.366799,161.091,134.851,42.7206,0,12.778,13.438,0,0,1,1,2058.42,2058.42,1159,8.892
"Cod",1978,2,18,1,0.05,0.443423,0.2,0.0280049,0.521428,926724,722159,20224,0,0.116,0.432,0,0,0.51,0.01,107500,1075,194,0.235
"Cod",1978,2,18,2,0.05,0.140875,0.0875,0.313933,0.504808,257542,202224,63484.7,0,0.682,0.743,0,0,0.69,0.05,175644,8782.19,357,1.019
"Cod",1978,2,18,3,0.05,0,0.0625,0.358658,0.408658,23386.9,19197.8,6885.44,0,2.8,2.001,0,0,1,0.23,65483.3,15061.2,552,3.279
"Cod",1978,2,18,4,0.05,0,0.05,0.299853,0.349853,13727,11583,3473.19,0,5.12896,4.146,0,0,1,0.62,70405.4,43651.4,709,5.198
"Cod",1978,2,18,5,0.05,0,0.05,0.267245,0.317245,3074.7,2634.71,704.114,0,7.10755,6.53,0,0,1,0.86,21853.6,18794.1,839,6.77
"Cod",1978,2,18,6,0.05,0,0.05,0.268925,0.318925,1424.86,1219.99,328.087,0,9.42914,8.667,0,0,1,1,13435.2,13435.2,935,8.48
"Cod",1978,2,18,7,0.05,0,0.05,0.270344,0.320344,438.148,374.899,101.352,0,10.8695,9.685,0,0,1,1,4762.44,4762.44,993,10.15
"Cod",1978,2,18,8,0.05,0,0.05,0.270344,0.320344,718.6,614.866,166.226,0,11.4045,11.099,0,0,1,1,8195.26,8195.26,1050,10.532
"Cod",1978,2,18,9,0.05,0,0.05,0.270344,0.320344,219.842,188.107,50.8535,0,12.7326,12.427,0,0,1,1,2799.16,2799.16,1091,11.553
"Cod",1978,2,18,10,0.05,0,0.05,0.270344,0.320344,111.628,95.5135,25.8215,0,12.9702,13.438,0,0,1,1,1447.83,1447.83,1156,12.158
"Cod",1978,3,18,0,0.05,1.51331,0.675,0,1.56331,14781500,7474910,0,0,0.00598,0,0,0,1,0,88393.2,0,84,0.02
"Cod",1978,3,18,1,0.05,0.139187,0.2,0.118688,0.307875,550170,473540,56203.4,58773.7,0.23,0.432,12949,25390.2,0.51,0.01,126539,1265.39,251,0.42
"Cod",1978,3,18,2,0.05,0.098105,0.0875,0.248981,0.397086,155458,128303,31945,254204,0.829,0.743,130323,188874,0.69,0.05,128875,6443.73,417,1.214
"Cod",1978,3,18,3,0.05,0,0.0625,0.211599,0.261599,15541.6,13675,2893.61,17258,3.19,2.001,34533.2,34533.2,1,0.23,49577.6,11402.9,590,3.703
"Cod",1978,3,18,4,0.05,0,0.05,0.176906,0.226906,9674.69,8655.58,1531.22,9439.76,5.88738,4.146,39137.3,39137.3,1,0.62,56958.6,35314.3,772,5.904
"Cod",1978,3,18,5,0.05,0,0.05,0.150843,0.200843,2238.85,2028.35,305.963,3002.98,8.24572,6.53,19609.5,19609.5,1,0.86,18460.9,15876.4,871,7.758
"Cod",1978,3,18,6,0.05,0,0.05,0.151792,0.201792,1035.77,937.956,142.374,1108.08,9.67121,8.667,9603.7,9603.7,1,1,10017.2,10017.2,951,8.775
"Cod",1978,3,18,7,0.05,0,0.05,0.152593,0.202593,318.051,287.904,43.932,409.999,11.9664,9.685,3970.84,3970.84,1,1,3805.93,3805.93,969,11.137
"Cod",1978,3,18,8,0.05,0,0.05,0.152593,0.202593,521.631,472.186,72.0523,404.929,11.8118,11.099,4494.31,4494.31,1,1,6161.39,6161.39,1004,10.987
"Cod",1978,3,18,9,0.05,0,0.05,0.152593,0.202593,159.583,144.456,22.043,152.973,13.0382,12.427,1901,1901,1,1,2080.67,2080.67,1092,11.939
"Cod",1978,3,18,10,0.05,0,0.05,0.152593,0.202593,81.0303,73.3496,11.1926,79.701,13.1623,13.438,1071.02,1071.02,1,1,1066.55,1066.55,1134,12.471
"Cod",1978,4,18,0,0.05,0.742579,0.675,0,0.792579,3095840,2137870,0,0,0.0225,0,0,0,1,0,69656.4,0,136,0.069
"Cod",1978,4,18,1,0.05,0.17094,0.2,0.333392,0.554333,404379,310430,103495,0,0.377,0.432,0,0,0.51,0.01,152451,1524.51,302,0.714
"Cod",1978,4,18,2,0.05,0.109488,0.0875,0.150351,0.309839,104511,89870.1,13512.1,0,1.12,0.743,0,0,0.69,0.05,117052,5852.59,444,1.758
"Cod",1978,4,18,3,0.05,0,0.0625,0.11525,0.16525,11964.2,11027.9,1270.97,0,3.71,2.001,0,0,1,0.23,44387.2,10209.1,603,4.736
"Cod",1978,4,18,4,0.05,0,0.05,0.0963539,0.146354,7710.69,7172.99,691.146,0,6.47869,4.146,0,0,1,0.62,49955.2,30972.2,759,7.216
"Cod",1978,4,18,5,0.05,0,0.05,0.079727,0.129727,1831.47,1717.65,136.943,0,9.11752,6.53,0,0,1,0.86,16698.5,14360.7,870,9.52
"Cod",1978,4,18,6,0.05,0,0.05,0.0802283,0.130228,846.5,793.698,63.677,0,10.0516,8.667,0,0,1,1,8508.68,8508.68,948,10.231
"Cod",1978,4,18,7,0.05,0,0.05,0.0806516,0.130652,259.724,243.473,19.6365,0,12.0772,9.685,0,0,1,1,3136.74,3136.74,991,12.672
"Cod",1978,4,18,8,0.05,0,0.05,0.0806516,0.130652,425.97,399.316,32.2055,0,12.1173,11.099,0,0,1,1,5161.58,5161.58,1027,12.671
"Cod",1978,4,18,9,0.05,0,0.05,0.0806516,0.130652,130.317,122.163,9.85265,0,13.2419,12.427,0,0,1,1,1725.65,1725.65,1001,13.656
"Cod",1978,4,18,10,0.05,0,0.05,0.0806516,0.130652,66.1702,62.0299,5.00281,0,13.4505,13.438,0,0,1,1,890.024,890.024,1171,14.336
"Cod",1979,1,18,1,0.05,0.369001,0.2,0.00856394,0.427565,1401410,1140310,9765.59,0,0.0519,0.291,0,0,0.056,0.01,72733.3,727.333,153,0.09
"Cod",1979,1,18,2,0.05,0.115635,0.0875,0.235589,0.401224,232298,191350,45080,0,0.576,0.905,0,0,0.945,0.05,133804,6690.18,329,0.656
"Cod",1979,1,18,3,0.05,0.0129404,0.0625,0.296416,0.359356,76665.3,64402.1,19089.8,0,2.11,2.411,0,0,1,0.23,161764,37205.7,496,1.924
"Cod",1979,1,18,4,0.05,0,0.05,0.247817,0.297817,10141.8,8771.03,2173.61,0,4.583,4.423,0,0,1,0.62,46480.1,28817.6,702,3.289
"Cod",1979,1,18,5,0.05,0,0.05,0.251388,0.301388,6660.89,5750.81,1445.69,0,6.687,6.579,0,0,1,0.86,44541.4,38305.6,830,4.714
"Cod",1979,1,18,6,0.05,0,0.05,0.252969,0.302969,1608.64,1387.81,351.074,0,8.557,8.474,0,0,1,1,13765.2,13765.2,937,6.011
"Cod",1979,1,18,7,0.05,0,0.05,0.254304,0.304304,743.138,640.716,162.936,0,10.938,10.637,0,0,1,1,8128.45,8128.45,989,6.998
"Cod",1979,1,18,8,0.05,0,0.05,0.254304,0.304304,227.914,196.502,49.9712,0,11.55,11.55,0,0,1,1,2632.41,2632.41,1031,7.625
"Cod",1979,1,18,9,0.05,0,0.05,0.254304,0.304304,373.798,322.28,81.957,0,13.057,13.057,0,0,1,1,4880.68,4880.68,1041,8.384
"Cod",1979,1,18,10,0.05,0,0.05,0.254304,0.304304,172.422,148.658,37.8044,0,14.148,14.528,0,0,1,1,2439.43,2439.43,1159,8.892
"Cod",1979,2,18,1,0.05,0.363632,0.2,0.0224804,0.436112,913855,740650,16650.1,0,0.116,0.291,0,0,0.056,0.01,106007,1060.07,194,0.235
"Cod",1979,2,18,2,0.05,0.121485,0.0875,0.252003,0.423488,155523,126788,31950.9,0,0.682,0.905,0,0,0.945,0.05,106067,5303.35,357,1.019
"Cod",1979,2,18,3,0.05,0.000872686,0.0625,0.287905,0.338777,53522,45398.6,13070.5,0,2.8,2.411,0,0,1,0.23,149862,34468.2,552,3.279
"Cod",1979,2,18,4,0.05,0,0.05,0.240701,0.290701,7529.69,6534.01,1572.74,0,5.54126,4.423,0,0,1,0.62,41724,25868.9,709,5.198
"Cod",1979,2,18,5,0.05,0,0.05,0.214525,0.264525,4927.66,4329.78,928.846,0,7.20233,6.579,0,0,1,0.86,35490.6,30522,839,6.77
"Cod",1979,2,18,6,0.05,0,0.05,0.215874,0.265874,1188.18,1043.34,225.23,0,9.02014,8.474,0,0,1,1,10717.5,10717.5,935,8.48
"Cod",1979,2,18,7,0.05,0,0.05,0.217013,0.267013,548.166,481.084,104.401,0,11.9224,10.637,0,0,1,1,6535.47,6535.47,993,10.15
"Cod",1979,2,18,8,0.05,0,0.05,0.217013,0.267013,168.118,147.544,32.019,0,11.8679,11.55,0,0,1,1,1995.2,1995.2,1050,10.532
"Cod",1979,2,18,9,0.05,0,0.05,0.217013,0.267013,275.727,241.985,52.5138,0,13.3781,13.057,0,0,1,1,3688.7,3688.7,1091,11.553
"Cod",1979,2,18,10,0.05,0,0.05,0.217013,0.267013,127.185,111.621,24.2231,0,14.3608,14.528,0,0,1,1,1826.47,1826.47,1156,12.158
"Cod",1979,3,18,0,0.05,0.928737,0.675,0,0.978737,10791300,6882440,0,0,0.00598,0,0,0,1,0,64532.1,0,84,0.02
"Cod",1979,3,18,1,0.05,0.168073,0.2,0.0952739,0.313347,590848,507235,48326.2,619440,0.23,0.291,10094.4,180257,0.056,0.01,135895,1358.95,251,0.42
"Cod",1979,3,18,2,0.05,0.0913429,0.0875,0.199864,0.341207,101830,86275.9,17243.5,96998.8,0.829,0.905,82955.8,87784,0.945,0.05,84417.4,4220.87,417,1.214
"Cod",1979,3,18,3,0.05,0,0.0625,0.169856,0.219856,38142,34240.2,5815.92,44653.4,3.19,2.411,107659,107659,1,0.23,121673,27984.8,590,3.703
"Cod",1979,3,18,4,0.05,0,0.05,0.142007,0.192007,5630.24,5122.71,727.463,4035.17,6.36065,4.423,17847.6,17847.6,1,0.62,35812,22203.4,772,5.904
"Cod",1979,3,18,5,0.05,0,0.05,0.121086,0.171086,3782.33,3476.47,420.952,3395.09,8.35568,6.579,22336.3,22336.3,1,0.86,31603.9,27179.4,871,7.758
"Cod",1979,3,18,6,0.05,0,0.05,0.121848,0.171848,910.782,836.821,101.965,712.451,9.2517,8.474,6037.31,6037.31,1,1,8426.29,8426.29,951,8.775
"Cod",1979,3,18,7,0.05,0,0.05,0.122491,0.172491,419.711,385.507,47.221,398.149,13.1256,10.637,4235.11,4235.11,1,1,5508.95,5508.95,969,11.137
"Cod",1979,3,18,8,0.05,0,0.05,0.122491,0.172491,128.722,118.232,14.4823,139.716,12.2917,11.55,1613.72,1613.72,1,1,1582.21,1582.21,1004,10.987
"Cod",1979,3,18,9,0.05,0,0.05,0.122491,0.172491,211.114,193.91,23.7521,157.792,13.6991,13.057,2060.29,2060.29,1,1,2892.09,2892.09,1092,11.939
"Cod",1979,3,18,10,0.05,0,0.05,0.122491,0.172491,97.381,89.4451,10.9562,59.021,14.5735,14.528,857.457,857.457,1,1,1419.18,1419.18,1134,12.471
"Cod",1979,4,18,0,0.05,0.680334,0.675,0,0.730334,4055220,2877620,0,0,0.0225,0,0,0,1,0,91242.5,0,136,0.069
"Cod",1979,4,18,1,0.05,0.196121,0.2,0.267623,0.513745,431908,337753,90390.4,0,0.377,0.291,0,0,0.056,0.01,162829,1628.29,302,0.714
"Cod",1979,4,18,2,0.05,0.0945765,0.0875,0.120691,0.265268,72392.4,63586.3,7674.29,0,1.12,0.905,0,0,0.945,0.05,81079.5,4053.97,444,1.758
"Cod",1979,4,18,3,0.05,0,0.0625,0.0925143,0.142514,30614.1,28532.6,2639.68,0,3.71,2.411,0,0,1,0.23,113578,26123,603,4.736
"Cod",1979,4,18,4,0.05,0,0.05,0.077346,0.127346,4646.64,4362.95,337.457,0,6.99949,4.423,0,0,1,0.62,32524.1,20165,759,7.216
"Cod",1979,4,18,5,0.05,0,0.05,0.0639991,0.113999,3187.55,3012.58,192.802,0,9.2391,6.579,0,0,1,0.86,29450.1,25327.1,870,9.52
"Cod",1979,4,18,6,0.05,0,0.05,0.0644015,0.114401,766.977,724.731,46.6738,0,9.6156,8.474,0,0,1,1,7374.94,7374.94,948,10.231
"Cod",1979,4,18,7,0.05,0,0.05,0.0647413,0.114741,353.214,333.704,21.6044,0,13.2471,10.637,0,0,1,1,4679.08,4679.08,991,12.672
"Cod",1979,4,18,8,0.05,0,0.05,0.0647413,0.114741,108.328,102.344,6.62588,0,12.6096,11.55,0,0,1,1,1365.97,1365.97,1027,12.671
"Cod",1979,4,18,9,0.05,0,0.05,0.0647413,0.114741,177.667,167.853,10.867,0,13.9132,13.057,0,0,1,1,2471.91,2471.91,1001,13.656
"Cod",1979,4,18,10,0.05,0,0.05,0.0647413,0.114741,81.9525,77.4256,5.01264,0,14.8926,14.528,0,0,1,1,1220.49,1220.49,1171,14.336
"Cod",1980,1,18,1,0.05,0.331666,0.2,0.00963771,0.391304,1953600,1616710,15581.4,0,0.0519,0.258,0,0,0.05,0.01,101392,1013.92,153,0.09
"Cod",1980,1,18,2,0.05,0.127412,0.0875,0.265128,0.442539,258389,208793,55356.9,0,0.576,0.917,0,0,0.86,0.05,148832,7441.62,329,0.656
"Cod",1980,1,18,3,0.05,0.00727154,0.0625,0.333581,0.390853,55525,45959.7,15331.3,0,2.11,1.948,0,0,1,0.23,117158,26946.3,496,1.924
"Cod",1980,1,18,4,0.05,0,0.05,0.278888,0.328888,26547.8,22623.8,6309.52,0,4.578,4.401,0,0,1,0.62,121536,75352.1,702,3.289
"Cod",1980,1,18,5,0.05,0,0.05,0.282908,0.332908,4091.04,3479.74,984.447,0,6.39,6.109,0,0,1,0.86,26141.7,22481.9,830,4.714
"Cod",1980,1,18,6,0.05,0,0.05,0.284687,0.334687,2844.12,2417.11,688.12,0,9.156,9.12,0,0,1,1,26040.8,26040.8,937,6.011
"Cod",1980,1,18,7,0.05,0,0.05,0.286189,0.336189,684.066,580.95,166.262,0,9.805,9.55,0,0,1,1,6707.27,6707.27,989,6.998
"Cod",1980,1,18,8,0.05,0,0.05,0.286189,0.336189,314.925,267.453,76.5421,0,11.867,11.867,0,0,1,1,3737.21,3737.21,1031,7.625
"Cod",1980,1,18,9,0.05,0,0.05,0.286189,0.336189,96.5847,82.0255,23.4748,0,12.782,12.782,0,0,1,1,1234.55,1234.55,1041,8.384
"Cod",1980,1,18,10,0.05,0,0.05,0.286189,0.336189,231.476,196.583,56.2599,0,14.081,14.493,0,0,1,1,3259.41,3259.41,1159,8.892
"Cod",1980,2,18,1,0.05,0.31457,0.2,0.025299,0.389869,1320970,1093910,27674.8,0,0.116,0.258,0,0,0.05,0.01,153233,1532.33,194,0.235
"Cod",1980,2,18,2,0.05,0.13193,0.0875,0.2836,0.46553,165990,132711,37636.9,0,0.682,0.917,0,0,0.86,0.05,113205,5660.27,357,1.019
"Cod",1980,2,18,3,0.05,0.000993399,0.0625,0.324003,0.374996,37561.5,31322.5,10148.6,0,2.8,1.948,0,0,1,0.23,105172,24189.6,552,3.279
"Cod",1980,2,18,4,0.05,0,0.05,0.27088,0.32088,19107,16344.7,4427.46,0,5.53522,4.401,0,0,1,0.62,105762,65572.2,709,5.198
"Cod",1980,2,18,5,0.05,0,0.05,0.241423,0.291423,2932.61,2543.95,614.166,0,6.88244,6.109,0,0,1,0.86,20183.5,17357.8,839,6.77
"Cod",1980,2,18,6,0.05,0,0.05,0.24294,0.29294,2035.15,1764.15,428.584,0,9.65156,9.12,0,0,1,1,19642.3,19642.3,935,8.48
"Cod",1980,2,18,7,0.05,0,0.05,0.244222,0.294222,488.757,423.418,103.408,0,10.6875,9.55,0,0,1,1,5223.57,5223.57,993,10.15
"Cod",1980,2,18,8,0.05,0,0.05,0.244222,0.294222,225.01,194.93,47.6061,0,12.1936,11.867,0,0,1,1,2743.69,2743.69,1050,10.532
"Cod",1980,2,18,9,0.05,0,0.05,0.244222,0.294222,69.0086,59.7832,14.6004,0,13.0963,12.782,0,0,1,1,903.758,903.758,1091,11.553
"Cod",1980,2,18,10,0.05,0,0.05,0.244222,0.294222,165.387,143.277,34.9914,0,14.2927,14.493,0,0,1,1,2363.83,2363.83,1156,12.158
"Cod",1980,3,18,0,0.05,1.20694,0.675,0,1.25694,12359700,7035390,0,0,0.00598,0,0,0,1,0,73911.1,0,84,0.02
"Cod",1980,3,18,1,0.05,0.153501,0.2,0.10722,0.31072,894491,768864,82437.2,1252300,0.23,0.258,16154.6,323093,0.05,0.01,205733,2057.33,251,0.42
"Cod",1980,3,18,2,0.05,0.101183,0.0875,0.224924,0.376107,104209,86854.4,19535.6,122460,0.829,0.917,96574.3,112296,0.86,0.05,86389.3,4319.47,417,1.214
"Cod",1980,3,18,3,0.05,0,0.0625,0.191153,0.241153,25815.8,22938.8,4384.83,35055.9,3.19,1.948,68288.9,68288.9,1,0.23,82352.2,18941,590,3.703
"Cod",1980,3,18,4,0.05,0,0.05,0.159812,0.209812,13862.4,12504.7,1998.41,12315.8,6.35371,4.401,54202,54202,1,0.62,88077.3,54608,772,5.904
"Cod",1980,3,18,5,0.05,0,0.05,0.136268,0.186268,2191.24,1999.27,272.437,1964.67,7.98457,6.109,12002.2,12002.2,1,0.86,17496.1,15046.7,871,7.758
"Cod",1980,3,18,6,0.05,0,0.05,0.137125,0.187125,1518.35,1384.76,189.885,1272.92,9.89934,9.12,11609,11609,1,1,15030.7,15030.7,951,8.775
"Cod",1980,3,18,7,0.05,0,0.05,0.137849,0.187849,364.178,332.018,45.7682,495.367,11.766,9.55,4730.75,4730.75,1,1,4284.92,4284.92,969,11.137
"Cod",1980,3,18,8,0.05,0,0.05,0.137849,0.187849,167.657,152.852,21.0704,197.355,12.6291,11.867,2342.01,2342.01,1,1,2117.36,2117.36,1004,10.987
"Cod",1980,3,18,9,0.05,0,0.05,0.137849,0.187849,51.4191,46.8783,6.46211,73.735,13.4106,12.782,942.481,942.481,1,1,689.562,689.562,1092,11.939
"Cod",1980,3,18,10,0.05,0,0.05,0.137849,0.187849,123.231,112.349,15.4871,80.899,14.5045,14.493,1172.47,1172.47,1,1,1787.41,1787.41,1134,12.471
"Cod",1980,4,18,0,0.05,1.02384,0.675,0,1.07384,3516610,2155820,0,0,0.0225,0,0,0,1,0,79123.7,0,136,0.069
"Cod",1980,4,18,1,0.05,0.19126,0.2,0.301178,0.542438,655589,506004,152398,0,0.377,0.258,0,0,0.05,0.01,247157,2471.57,302,0.714
"Cod",1980,4,18,2,0.05,0.115138,0.0875,0.135824,0.300961,71542.5,61780.2,8391.2,0,1.12,0.917,0,0,0.86,0.05,80127.6,4006.38,444,1.758
"Cod",1980,4,18,3,0.05,0,0.0625,0.104114,0.154114,20284,18798.3,1957.16,0,3.71,1.948,0,0,1,0.23,75253.6,17308.3,603,4.736
"Cod",1980,4,18,4,0.05,0,0.05,0.0870438,0.137044,11238.7,10502.6,914.188,0,6.99186,4.401,0,0,1,0.62,78579.4,48719.3,759,7.216
"Cod",1980,4,18,5,0.05,0,0.05,0.0720234,0.122023,1818.84,1712.25,123.322,0,8.82875,6.109,0,0,1,0.86,16058.1,13810,870,9.52
"Cod",1980,4,18,6,0.05,0,0.05,0.0724763,0.122476,1259.23,1185.17,85.8969,0,10.2887,9.12,0,0,1,1,12955.9,12955.9,948,10.231
"Cod",1980,4,18,7,0.05,0,0.05,0.0728587,0.122859,301.809,284.006,20.6923,0,11.8749,9.55,0,0,1,1,3583.97,3583.97,991,12.672
"Cod",1980,4,18,8,0.05,0,0.05,0.0728587,0.122859,138.944,130.748,9.52614,0,12.9557,11.867,0,0,1,1,1800.12,1800.12,1027,12.671
"Cod",1980,4,18,9,0.05,0,0.05,0.0728587,0.122859,42.613,40.0993,2.92158,0,13.6202,12.782,0,0,1,1,580.397,580.397,1001,13.656
"Cod",1980,4,18,10,0.05,0,0.05,0.0728587,0.122859,102.127,96.1024,7.00189,0,14.8221,14.493,0,0,1,1,1513.73,1513.73,1171,14.336
"Cod",1981,1,18,1,0.05,0.52254,0.2,0.00980923,0.58235,1201600,910801,8934.26,0,0.0519,0.329,0,0,0.11,0.01,62363,623.63,153,0.09
"Cod",1981,1,18,2,0.05,0.133483,0.0875,0.269846,0.453329,381113,306427,82688.1,0,0.576,0.769,0,0,0.85,0.05,219521,10976.1,329,0.656
"Cod",1981,1,18,3,0.05,0.00817278,0.0625,0.339518,0.397691,52949.1,43687.7,14832.8,0,2.11,2.186,0,0,1,0.23,111723,25696.2,496,1.924
"Cod",1981,1,18,4,0.05,0,0.05,0.283852,0.333852,17386.9,14782.3,4195.99,0,4.759,4.615,0,0,1,0.62,82744.3,51301.5,702,3.289
"Cod",1981,1,18,5,0.05,0,0.05,0.287943,0.337943,9799.39,8315.35,2394.35,0,7.188,7.045,0,0,1,0.86,70438,60576.7,830,4.714
"Cod",1981,1,18,6,0.05,0,0.05,0.289753,0.339753,1609.91,1364.93,395.494,0,8.851,8.884,0,0,1,1,14249.3,14249.3,937,6.011
"Cod",1981,1,18,7,0.05,0,0.05,0.291282,0.341282,1114.08,943.87,274.933,0,10.059,9.933,0,0,1,1,11206.5,11206.5,989,6.998
"Cod",1981,1,18,8,0.05,0,0.05,0.291282,0.341282,266.917,226.138,65.8699,0,11.519,11.519,0,0,1,1,3074.61,3074.61,1031,7.625
"Cod",1981,1,18,9,0.05,0,0.05,0.291282,0.341282,122.881,104.107,30.3246,0,13.338,13.338,0,0,1,1,1638.98,1638.98,1041,8.384
"Cod",1981,1,18,10,0.05,0,0.05,0.291282,0.341282,128.006,108.45,31.5895,0,14.897,16.305,0,0,1,1,1906.91,1906.91,1159,8.892
"Cod",1981,2,18,1,0.05,0.484394,0.2,0.0257492,0.560144,671194,513899,13232.5,0,0.116,0.329,0,0,0.11,0.01,77858.5,778.585,194,0.235
"Cod",1981,2,18,2,0.05,0.146979,0.0875,0.288647,0.485626,242201,191859,55379.5,0,0.682,0.769,0,0,0.85,0.05,165181,8259.05,357,1.019
"Cod",1981,2,18,3,0.05,0.00063488,0.0625,0.329769,0.380404,35574.9,29590.7,9758.1,0,2.8,2.186,0,0,1,0.23,99609.7,22910.2,552,3.279
"Cod",1981,2,18,4,0.05,0,0.05,0.275701,0.325701,12451.8,10627.4,2929.97,0,5.75406,4.615,0,0,1,0.62,71648.5,44422.1,709,5.198
"Cod",1981,2,18,5,0.05,0,0.05,0.245719,0.295719,6989.28,6050.61,1486.75,0,7.74194,7.045,0,0,1,0.86,54110.6,46535.1,839,6.77
"Cod",1981,2,18,6,0.05,0,0.05,0.247264,0.297264,1146.17,991.507,245.164,0,9.33005,8.884,0,0,1,1,10693.8,10693.8,935,8.48
"Cod",1981,2,18,7,0.05,0,0.05,0.248569,0.298569,791.951,684.663,170.186,0,10.9643,9.933,0,0,1,1,8683.19,8683.19,993,10.15
"Cod",1981,2,18,8,0.05,0,0.05,0.248569,0.298569,189.74,164.035,40.774,0,11.836,11.519,0,0,1,1,2245.77,2245.77,1050,10.532
"Cod",1981,2,18,9,0.05,0,0.05,0.248569,0.298569,87.3509,75.5172,18.7712,0,13.666,13.338,0,0,1,1,1193.74,1193.74,1091,11.553
"Cod",1981,2,18,10,0.05,0,0.05,0.248569,0.298569,90.9943,78.667,19.5542,0,15.121,16.305,0,0,1,1,1375.93,1375.93,1156,12.158
"Cod",1981,3,18,0,0.05,1.91176,0.675,0,1.96176,33684000,14755900,0,0,0.00598,0,0,0,1,0,201430,0,84,0.02
"Cod",1981,3,18,1,0.05,0.16402,0.2,0.109128,0.323148,383337,327566,35746.5,177157,0.23,0.329,6411.3,58284.5,0.11,0.01,88167.6,881.676,251,0.42
"Cod",1981,3,18,2,0.05,0.107963,0.0875,0.228927,0.38689,149029,123585,28291.8,223566,0.829,0.769,146134,171922,0.85,0.05,123545,6177.25,417,1.214
"Cod",1981,3,18,3,0.05,0,0.0625,0.194555,0.244555,24318.5,21573.2,4197.17,34901,3.19,2.186,76293.5,76293.5,1,0.23,77575.9,17842.5,590,3.703
"Cod",1981,3,18,4,0.05,0,0.05,0.162657,0.212657,8990.47,8098.83,1317.33,9019.15,6.60492,4.615,41623.4,41623.4,1,0.62,59381.3,36816.4,772,5.904
"Cod",1981,3,18,5,0.05,0,0.05,0.138694,0.188694,5200,4738.85,657.248,4118.06,8.9817,7.045,29011.7,29011.7,1,0.86,46704.8,40166.2,871,7.758
"Cod",1981,3,18,6,0.05,0,0.05,0.139566,0.189566,851.428,775.594,108.246,784.626,9.56957,8.884,6970.62,6970.62,1,1,8147.8,8147.8,951,8.775
"Cod",1981,3,18,7,0.05,0,0.05,0.140302,0.190302,587.532,535.011,75.0631,603.574,12.0708,9.933,5995.3,5995.3,1,1,7091.98,7091.98,969,11.137
"Cod",1981,3,18,8,0.05,0,0.05,0.140302,0.190302,140.764,128.181,17.984,134.36,12.2588,11.519,1547.69,1547.69,1,1,1725.59,1725.59,1004,10.987
"Cod",1981,3,18,9,0.05,0,0.05,0.140302,0.190302,64.8038,59.0109,8.27934,64.929,13.994,13.338,866.023,866.023,1,1,906.862,906.862,1092,11.939
