data Species.n Quarter Year fleet Age observed model residual stand.residual
catch 1 1 1974 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1974 -9 1  1.610106e+007 2.178735e+007 -3.024443e-001 -3.513460e-001
catch 1 1 1974 -9 2  2.155723e+006 2.719986e+006 -2.325005e-001 -2.245888e-001
catch 1 1 1974 -9 3  4.756133e+005 1.162963e+005 1.408464e+000 1.360536e+000
catch 1 1 1975 -9 0  2.509310e+005 1.214852e+006 -1.577199e+000 -1.115248e+000
catch 1 1 1975 -9 1  2.772351e+007 2.793310e+007 -7.531423e-003 -8.749166e-003
catch 1 1 1975 -9 2  1.005255e+007 7.267573e+006 3.244040e-001 3.133650e-001
catch 1 1 1975 -9 3  2.601818e+005 2.708151e+005 -4.005581e-002 -3.869276e-002
catch 1 1 1976 -9 0  2.143211e+006 5.861970e+005 1.296405e+000 9.166966e-001
catch 1 1 1976 -9 1  4.220983e+007 3.602399e+007 1.584681e-001 1.840906e-001
catch 1 1 1976 -9 2  2.888653e+006 4.028073e+006 -3.324976e-001 -3.211832e-001
catch 1 1 1976 -9 3  1.809126e+005 2.126331e+005 -1.615543e-001 -1.560568e-001
catch 1 1 1977 -9 0  2.690194e+006 9.996079e+005 9.900053e-001 7.000395e-001
catch 1 1 1977 -9 1  1.278606e+007 1.454002e+007 -1.285497e-001 -1.493347e-001
catch 1 1 1977 -9 2  5.181867e+006 4.373153e+006 1.696813e-001 1.639072e-001
catch 1 1 1977 -9 3  1.097122e+005 9.397860e+004 1.547938e-001 1.495264e-001
catch 1 1 1978 -9 0  4.540903e+005 1.100984e+006 -8.856639e-001 -6.262589e-001
catch 1 1 1978 -9 1  3.218452e+007 1.913828e+007 5.197954e-001 6.038402e-001
catch 1 1 1978 -9 2  4.274734e+005 1.625281e+006 -1.335544e+000 -1.290097e+000
catch 1 1 1978 -9 3  9.643467e+004 1.061177e+005 -9.568302e-002 -9.242704e-002
catch 1 1 1979 -9 0  3.579389e+006 3.686209e+005 2.273179e+000 1.607380e+000
catch 1 1 1979 -9 1  3.686680e+007 2.343580e+007 4.530468e-001 5.262992e-001
catch 1 1 1979 -9 2  6.440415e+005 2.947193e+006 -1.520845e+000 -1.469093e+000
catch 1 1 1979 -9 3  1.171390e+005 8.324525e+004 3.415706e-001 3.299473e-001
catch 1 1 1980 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1980 -9 1  1.423756e+007 3.182315e+007 -8.043105e-001 -9.343581e-001
catch 1 1 1980 -9 2  1.742136e+007 1.641512e+007 5.949421e-002 5.746969e-002
catch 1 1 1980 -9 3  1.481066e+006 8.560824e+005 5.481509e-001 5.294980e-001
catch 1 1 1981 -9 0  4.287758e+005 1.056588e+005 1.400719e+000 9.904582e-001
catch 1 1 1981 -9 1  1.232243e+007 9.789552e+006 2.301056e-001 2.673110e-001
catch 1 1 1981 -9 2  1.483241e+006 1.796953e+006 -1.918628e-001 -1.853340e-001
catch 1 1 1981 -9 3  1.308047e+005 1.219950e+005 6.972519e-002 6.735253e-002
catch 1 1 1982 -9 0  5.457691e+005 5.044693e+004 2.381274e+000 1.683815e+000
catch 1 1 1982 -9 1  6.350511e+006 2.962561e+006 7.624810e-001 8.857653e-001
catch 1 1 1982 -9 2  6.015809e+005 1.979457e+006 -1.191017e+000 -1.150488e+000
catch 1 1 1982 -9 3  6.487908e+004 1.185005e+005 -6.023916e-001 -5.818929e-001
catch 1 1 1983 -9 0  5.613728e+006 1.138223e+005 3.898332e+000 2.756537e+000
catch 1 1 1983 -9 1  2.819244e+006 2.922238e+006 -3.588116e-002 -4.168272e-002
catch 1 1 1983 -9 2  9.695992e+005 1.272575e+006 -2.719150e-001 -2.626621e-001
catch 1 1 1983 -9 3  1.556534e+005 2.928030e+005 -6.318686e-001 -6.103669e-001
catch 1 1 1984 -9 0  9.547567e+005 3.256655e+004 3.378171e+000 2.388727e+000
catch 1 1 1984 -9 1  6.475021e+006 2.376469e+006 1.002336e+000 1.164402e+000
catch 1 1 1984 -9 2  4.172349e+005 3.764189e+005 1.029469e-001 9.944375e-002
catch 1 1 1984 -9 3  2.532431e+003 3.844477e+004 -2.720043e+000 -2.627483e+000
catch 1 1 1985 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1985 -9 1  1.304457e+006 1.419960e+006 -8.484200e-002 -9.855996e-002
catch 1 1 1985 -9 2  1.972027e+006 8.855080e+005 8.006556e-001 7.734103e-001
catch 1 1 1985 -9 3  3.767959e+004 5.659741e+004 -4.068447e-001 -3.930003e-001
catch 1 1 1986 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1986 -9 1  1.777798e+005 7.365785e+005 -1.421470e+000 -1.651305e+000
catch 1 1 1986 -9 2  4.527455e+005 2.523718e+005 5.844267e-001 5.645394e-001
catch 1 1 1986 -9 3  3.476200e+005 4.826559e+004 1.974391e+000 1.907205e+000
catch 1 1 1987 -9 0  2.235664e+003 1.486014e+004 -1.894144e+000 -1.339362e+000
catch 1 1 1987 -9 1  2.250587e+006 8.873440e+005 9.307135e-001 1.081199e+000
catch 1 1 1987 -9 2  1.285120e+005 6.102102e+004 7.448042e-001 7.194595e-001
catch 1 1 1987 -9 3  2.524940e+003 8.474059e+003 -1.210793e+000 -1.169591e+000
catch 1 1 1988 -9 0  4.082942e+006 7.727828e+004 3.967160e+000 2.805206e+000
catch 1 1 1988 -9 1  2.096911e+006 1.430361e+006 3.825388e-001 4.443908e-001
catch 1 1 1988 -9 2  2.830054e+006 9.807711e+005 1.059712e+000 1.023651e+000
catch 1 1 1988 -9 3  4.236364e+004 4.164968e+004 1.699679e-002 1.641841e-002
catch 1 1 1989 -9 0  1.245142e+004 1.650891e+004 -2.820657e-001 -1.994505e-001
catch 1 1 1989 -9 1  1.706824e+006 4.972808e+005 1.233235e+000 1.432634e+000
catch 1 1 1989 -9 2  3.613841e+006 7.580248e+004 3.864395e+000 3.732895e+000
catch 1 1 1989 -9 3  5.716041e+003 1.399674e+004 -8.955484e-001 -8.650740e-001
catch 1 1 1990 -9 0  1.567630e+003 1.162990e+005 -4.306600e+000 -3.045226e+000
catch 1 1 1990 -9 1  2.633068e+006 2.019752e+006 2.651750e-001 3.080507e-001
catch 1 1 1990 -9 2  2.234213e+006 7.347899e+005 1.112060e+000 1.074218e+000
catch 1 1 1990 -9 3  3.425141e+005 7.158104e+004 1.565483e+000 1.512211e+000
catch 1 1 1991 -9 0  4.050372e+004 8.471202e+004 -7.378637e-001 -5.217484e-001
catch 1 1 1991 -9 1  1.684266e+006 1.556177e+006 7.909754e-002 9.188669e-002
catch 1 1 1991 -9 2  2.416750e+006 1.813337e+005 2.589840e+000 2.501711e+000
catch 1 1 1991 -9 3  8.159075e+003 1.447635e+004 -5.733858e-001 -5.538742e-001
catch 1 1 1992 -9 0  1.894761e+004 9.317936e+004 -1.592849e+000 -1.126314e+000
catch 1 1 1992 -9 1  9.695465e+006 3.421343e+006 1.041625e+000 1.210044e+000
catch 1 1 1992 -9 2  1.315325e+006 5.577874e+005 8.578611e-001 8.286691e-001
