"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.173101063850361,0.0222211381457335,0.00183267047161768,0.00127654384171711,0.174472653330225,0.0267668129418708,361308.947341095,6102.71310768811,3202.30483451658,350.5842402983,1439261.62643852,NA
"fmsyAR_transfer",0.24868511914309,0.0319239266270663,0.00000000761847568009571,0.0000000221887200462603,0.248950836686265,0.0339876430365516,446844.806241373,7574.73472262886,0.0148227400709291,0.00526481814560367,1340504.33168224,1366577.30231879
"fmsyAR_transfer_Btarget",0.248551616630785,0.0479373899641276,0.00000000762168900230858,0.0000000223863852005349,0.248950619062783,0.0499999987183118,446616.673551895,11273.8897068987,0.01482274023251,0.00526481808617115,1340503.16435453,1365780.35895989
"fmsyAR_no_transfer",0.248685086869522,0.0319239266772413,0.0000000152369517478727,0.0000000221887200811352,0.248950809301836,0.0339876504373841,446844.756241377,7574.73472262885,0.0296454807999958,0.00526481814560386,1340504.35777905,1366577.33722637
"fmsyAR_no_transfer_Btarget",0.248551585114414,0.0479373838856615,0.0000000152433782251394,0.0000000223863854133914,0.248950592386601,0.05,446616.624711053,11273.8882974396,0.029645480799999,0.0052648181456038,1340503.189774,1365780.39298699
"mpA",0.210852748661432,0.0441677329825306,0,0,0.21122037002431,0.0459174717444151,387780.284059676,10416.8436770919,0,0,1377524.15233245,1432732.8815657
"mpAC",0.210852748661432,0.0441677329825306,0,0,0.21122037002431,0.0459174717444151,387780.284059676,10416.8436770919,0,0,1377524.15233245,1432732.8815657
"mpAD",0.210852748661432,0.0441677329825306,0,0,0.21122037002431,0.0459174717444151,387780.284059676,10416.8436770919,0,0,1377524.15233245,1432732.8815657
"mpB",0.215355332733468,0.0482128970304895,0,0,0.215756623216763,0.05,394948.4182112,11344.5100230738,0,0,1372996.69319758,1424220.9233638
"fmsy",0.25972248442978,0.0333408072584484,0.0000000152576830393002,0.0000000222110603488055,0.26,0.0354961237132365,463557.571678104,7902.96767081562,0.0296454808,0.00526481829040492,1329933.4266476,1347928.04595762
"nf",0,0,0,0,0,0,0,0,0,0,1614385.15678064,1933650.03136493
"tacro",0.191409643873064,0.0245714269128112,0.0000000151290156170421,0.0000000220727814622488,0.191614169162052,0.0261598563713343,356357,5860.79713130951,0.0296454808000082,0.00526481814560477,1397337.45998114,1470571.24563256
"-15%",0.159422321151601,0.0204651857303754,0.0000000150684721756361,0.0000000220080215643985,0.15959266891737,0.0217881717207412,302903.449999977,4895.73680537992,0.0296454807999915,0.00526481814560321,1430587.62638136,1534466.16763894
"+15%",0.224747919257514,0.0288510910949953,0.0000000151919149736033,0.0000000221402685335352,0.224988065523187,0.0307161747615248,409810.549531554,6860.61000964482,0.0296454808,0.00526481814560367,1363846.87946786,1408516.92629992
"fsq",0.17428642370353,0.0223733038486113,0.0000000150966295579815,0.0000000220381156129506,0.174472653330216,0.0238196380468772,328014.705369379,5344.8932816222,0.0296454808,0.00526481814560367,1414997.5778917,1504217.4363462
"fpa",0.299679790800356,0.0384701623591167,0.0000000153325499263248,0.0000000222919266487975,0.299999999588839,0.0409570603610163,522225.338512679,9085.72919889483,0.0296454808000003,0.00526481814560376,1292646.69873076,1283800.98041056
"flim",0.339637097992562,0.0435995175652585,0.0000000154071308952394,0.0000000223727837860549,0.340000000000002,0.0464179971207926,578166.249907866,10259.9450033668,0.0296454807999996,0.0052648181456037,1256838.59463628,1224550.46006011
"bpa",0.853400793754031,0.109551821981176,0.0000000163419067695413,0.0000000234117982766711,0.854312637291237,0.116633716051384,1119195.51832952,24635.8870747311,0.0296454806905597,0.00526481813017731,900000,736977.85013154
"blim",1.0524280585547,0.135101129694999,0.0000000166927091559489,0.0000000238141068571498,1.05355255691429,0.143834630779581,1267770.2793183,29868.1316656682,0.0296454808000032,0.0052648181456026,800000,627375.98816488
"MSYBtrigger",0.18880829242422,0.0242374891043161,0.0000000151240990373256,0.0000000220675151812963,0.189010038244911,0.0258043315186137,352090.907429579,5782.52564421259,0.029645480800105,0.00526481814558807,1399999.99999787,1475602.42049143
