"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.377767976425054,0.0246638717053413,0.00474863790406944,0.00468810995801993,0.381170185223693,0.0360372675314187,619750.0979,9668.99999931667,7845.17398683954,1837.88399982126,1396989.46991777,NA
"mp",0.158070198559176,0.0385951040146649,0.0039855301562143,0.0213235688261428,0.161447466610851,0.0647145584196912,221591.188517707,16047.2141832914,7091.63635054939,8865.99181013348,1200009.36612277,1222826.26515151
"mp transfer",0.167251910173499,0.0408036475654789,0.00198527446389762,0.00438618985132847,0.169161100350921,0.0480325378445886,233190.671560461,17097.4730025075,3543.99005238038,1837.89359631679,1193530.61091546,1216168.74319476
"tacro",0.530954749416511,0.0383649584789108,0.00838184908687289,0.00439393046940558,0.536826164474686,0.0538627062765372,600587.996686621,16047.214183298,14528.1000004652,1837.88400000042,938349.68986234,818281.103431834
"-15%",0.426552729649764,0.0383380719192612,0.00706914316109938,0.00439085115749398,0.431603195475153,0.0519848118779357,510499.799999417,16047.2141832915,12348.8849999996,1837.88399999999,1002958.89247312,904051.283666285
"+15%",0.648749228740587,0.0383934759621174,0.009720821579891,0.00439719657054832,0.655458037815668,0.0558373421234681,690676.199999975,16047.2141832914,16707.315,1837.88399995997,872278.112576541,739021.985165514
"fmsy",0.256160225008068,0.0382963021675432,0.00513329595417678,0.00438606727678488,0.26000000219356,0.0491288846472916,338155.404936842,16047.2141832915,9084.88442442022,1837.884,1122352.33513218,1087022.9537065
"fpa",0.29588756334015,0.0383058944915926,0.00556926422200585,0.00438716588360174,0.300000000343157,0.0497792081947323,381503.177028527,16047.2141832914,9826.13132718778,1837.884,1092822.95771124,1038499.72678808
"flim",0.335625624988593,0.0383152674936782,0.0059880847681523,0.0043882393715211,0.340000000020662,0.0504121945532906,422845.837533714,16047.2141832914,10533.0908218562,1837.884,1064362.7272881,993878.429233809
"fsq",0.376536760326503,0.0383246981666764,0.00640228319955592,0.00438931946447772,0.381170185288045,0.0510466368987744,463433.351327929,16047.2141832914,11227.1373077076,1837.884,1036136.30963653,951600.04096268
"bpa",0.598403789368228,0.0383724623070344,0.00838862509606328,0.00439478988123374,0.604279563447837,0.0542236266771988,653615.905455793,16047.2141822947,14479.2589832941,1837.88399988631,900000,772306.637102585
"blim",0.794077905504621,0.0384106934380126,0.00984521907336704,0.0043991684844671,0.80086475294564,0.0567259643287767,787839.948766019,16047.2141832913,16774.4901239122,1837.884,800000.000000461,662596.48655417
"MSYBtrigger",0.00000000377767976425054,0.0347157110867271,0.0000000000474863790406944,0.00123833352067486,0.000531714661635459,0.0359540446742548,0.00587400212837891,14628.3070005373,0.0000860665480288841,521.801868446068,1343327.1981482,1538192.42026533
"nf",0,0,0,0,0,0,0,0,0,0,1343750.03036729,1546781.23169999
