"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.244972131080557,0.0369421375212543,0.00241179716274743,0.00212222514620057,0.247029492206002,0.0436776861475354,361308.947332679,6102.71310801685,3202.30486744804,350.584240298217,1040787.8203071,NA
"fmsyAR_transfer",0.206094164940975,0.0297352370661798,0.00214053216724939,0.00244386349717647,0.207902379176131,0.036171768832639,284287.851444908,4265.666028053,3202.30486285179,350.584240303949,1074912.41986051,1193561.25252531
"fmsyAR_transfer_Btarget",0.206010876792061,0.0433348102138253,0.00214120676459232,0.0024622377661309,0.207916587397991,0.0497896423489836,284176.224211672,6170.20078415649,3202.30481417422,350.584237484757,1074904.23078282,1193051.67507941
"fmsyAR_no_transfer",0.197281674213925,0.0297503504055223,0.00428476130378765,0.00244510562410845,0.20067173908059,0.0382531569563613,273485.851451473,4265.66602817096,6404.60967203378,350.58424031581,1080540.13351087,1202666.79805221
"fmsyAR_no_transfer_Btarget",0.197197633711508,0.0414809264664658,0.00428591918361527,0.00246096998585734,0.200672220968752,0.0499999999999996,273374.225673377,5909.27933961493,6404.60967203376,350.584240315746,1080542.72829328,1202249.40699355
"mpA",0.177844105570922,0.0277019780540054,0.00241437243987937,0.00211371416692295,0.179837489411986,0.0338283218873336,238916.181064814,5055.90872115282,3625.92104112573,303.77774469462,1096975.65761006,1239323.7137161
"mpAC",0.177844105570922,0.0277019780540054,0.00241437243987937,0.00211371416692295,0.179837489411986,0.0338283218873336,238916.181064814,5055.90872115282,3625.92104112573,303.77774469462,1096975.65761006,1239323.7137161
"mpAD",0.177844105570922,0.0277019780540054,0.00241437243987937,0.00211371416692295,0.179837489411986,0.0338283218873336,238916.181064814,5055.90872115282,3625.92104112573,303.77774469462,1096975.65761006,1239323.7137161
"mpB",0.181528809146167,0.0379369926647216,0.0024142166881801,0.00211042990835127,0.18359495728226,0.0440930103438599,243485.865922119,6884.41804939999,3622.87211816478,301.575820721623,1093987.739364,1232637.59837563
"fmsy",0.256518540532093,0.0386833520992305,0.00432225432250337,0.00246035122049819,0.260000000002399,0.0477712497396404,342783.946089503,5512.12911727085,6404.60961103495,350.584240125631,1035547.51309847,1112183.75154359
"nf",0,0,0,0,0,0,0,0,0,0,1254534.23980385,1618549.78083779
"tacro",0.268648263426674,0.0405125311543736,0.00432991200135902,0.00246347354777345,0.272148422966403,0.0497202167278838,356356.999999996,5765.45868367911,6404.60967203193,350.58424031575,1026661.66515926,1094990.21879802
"-15%",0.221894470870136,0.0334619943172022,0.00430035901843633,0.00245143960830078,0.225322524345585,0.0422079239299276,302903.449999997,4785.45252243753,6404.609672032,350.584240315748,1061517.13994246,1163698.07705131
"+15%",0.31823153254485,0.0479897569858894,0.0043611453677858,0.00247623873889762,0.321808082172654,0.0576870382196968,409810.549976205,6794.35800415558,6404.60967201836,350.584240315619,991435.708917808,1028914.52953095
"fsq",0.243568003609495,0.0367303931489269,0.00431407116018601,0.0024570178113273,0.247029492206402,0.0456903897632866,328067.330076725,5240.94571810301,6404.60965853026,350.584240287525,1045154.93325105,1131019.36925322
"fpa",0.29645698709196,0.0447061252967037,0.00434744285473127,0.00247063251477807,0.3,0.0541884133509842,386728.684717401,6343.82607727212,6404.60967201935,350.584240315748,1006691.83299476,1057129.69633657
"flim",0.336395486633281,0.0507289064838538,0.00437255947057023,0.00248091580645776,0.339999999999608,0.0606055155091518,428613.201842258,7168.62502765936,6404.6096720323,350.584240315714,978957.622727439,1006280.90875328
"bpa",0.459412103760307,0.0692799831604562,0.00444947523420784,0.00251260231275418,0.463205718031164,0.0803707255986792,546084.164189805,9666.65915564158,6404.6096196699,350.584238665561,900000,871761.973363604
"blim",0.638926217276572,0.0963509607417515,0.00456052512052138,0.00255887461083775,0.642994902138768,0.10921229069172,691529.498478803,13200.7751502448,6404.60967203196,350.584240315747,800000.000000066,720717.413790206
"MSYBtrigger",0.000000244972131080557,0.0000000369421375212543,0.00413490299837297,0.00237476503162319,0.00306735545865147,0.00650970717366,0.387407568576591,0.0054091925495127,6368.07273120823,347.721116800805,1251983.11775748,1607250.32053901
