"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.196174675752464,0.0465478004915895,0.00172941881704252,0.00248294295055414,0.197623723759731,0.0516829332575368,397647.775871988,11323.536326827,2885.78909274655,604.017685070187,1503908.99217199,NA
"mpA",0.200428099835093,0.0426956428183562,0,0,0.200736738082383,0.0436384211717442,355285.919229843,11409.3833278556,0,0,1309152.63885445,1221999.31267548
"mpAC",0.200428099835093,0.0426956428183562,0,0,0.200736738082383,0.0436384211717442,355285.919229843,11409.3833278556,0,0,1309152.63885445,1221999.31267548
"mpAD",0.200428099835093,0.0426956428183562,0,0,0.200736738082383,0.0436384211717442,355285.919229843,11409.3833278556,0,0,1309152.63885445,1221999.31267548
"mpB",0.207899138270484,0.0490220792024137,0,0,0.208253509058808,0.05,366520.71082102,13053.0975197309,0,0,1301584.43161755,1208741.30099703
"tacro",0.22036900638208,0.0423690428397395,6.04181127012052e-08,3.74167942997704e-07,0.220675324649257,0.0434060542787694,385008.04760731,11323.5363323547,0.100000006755677,0.100000000305954,1289209.98363817,1188584.84421949
"-15%",0.182151155481141,0.0423642344735948,6.02411772534227e-08,3.7412547930977e-07,0.182457438877307,0.0432214756780827,327256.847858972,11323.5363277799,0.100000001003942,0.100000000206608,1327843.49995845,1254211.26807401
"+15%",0.260873879450903,0.0423741214486361,6.06040580179899e-08,3.7421279280318e-07,0.261180234548342,0.0436016608816212,442759.247420357,11323.5363234607,0.100000006269962,0.100000000168661,1250076.48031387,1125583.64932709
"fmsy",0.259693645973697,0.0423739737464023,6.05986585680598e-08,3.74211487558282e-07,0.26,0.0435959615630274,441124.283990375,11323.5363304434,0.100000000000007,0.0999999999998872,1251191.32140597,1127331.88447365
"fmsyAR",0.236231931907802,0.0423710339130651,6.04911207150796e-08,3.74185525415355e-07,0.236538264614386,0.043482661840383,408033.884865631,11323.536330286,0.100000000000001,0.100000000000033,1273667.57869285,1163155.70662297
"fpa",0.299693609726046,0.042378972094052,6.0780790355955e-08,3.74255628783852e-07,0.3,0.0437891128959347,495017.047985496,11323.5363304434,0.0999999999991782,0.10000000000004,1214227.79405142,1070767.44867618
"flim",0.339693573604211,0.0423839531670438,6.09614380127006e-08,3.74299617453841e-07,0.34,0.0439822469531392,545933.907999591,11323.5363304433,0.100000000000065,0.100000000000124,1178894.44714872,1019295.76589767
"fsq",0.197317426511534,0.0423661445358126,6.03115654197136e-08,3.7414234652075e-07,0.197623723759831,0.04329472528565,350569.631788272,11323.5363304353,0.100000000000025,0.100000000000018,1312307.67293303,1227398.28341679
"bpa",0.736772002930618,0.0424324878808359,6.26833366683169e-08,3.74728235462981e-07,0.737078781267082,0.0458985705602964,929506.513024502,11323.5363298445,0.1,0.1,900000.000949019,685933.064750688
"blim",0.930568343109654,0.0424555943064275,6.34833789011649e-08,3.74932292063816e-07,0.930875288985691,0.0468332617182013,1060767.95507684,11323.5363304433,0.100000000000001,0.0999999999999591,8e+05,590255.965195527
"MSYBtrigger",0.115027745189716,0.0423557503959365,5.99267938549867e-08,3.74050554171713e-07,0.115333967056658,0.0428972545540283,217381.843299353,11323.5363304265,0.0999999999767783,0.0999999999996676,1400000.00006019,1386598.0887382
"nf",0,0,0,0,0,0,0,0,0,0,1538109.90573553,1682975.07670851
