"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.192764946191647,0.0464130637356936,0.00172203105678021,0.00247575585016865,0.194208292266872,0.0515175828758524,397647.774678731,11323.5363304399,2885.78909278979,604.017685070941,1528855.14961619,NA
"mpA",0.20256594116684,0.0431510507203145,0,0,0.202877871466607,0.0441038851014362,364795.442729512,11563.0813295198,0,0,1323116.55304309,1227801.36850477
"mpAC",0.20256594116684,0.0431510507203145,0,0,0.202877871466607,0.0441038851014362,364795.442729512,11563.0813295198,0,0,1323116.55304309,1227801.36850477
"mpAD",0.20256594116684,0.0431510507203145,0,0,0.202877871466607,0.0441038851014362,364795.442729512,11563.0813295198,0,0,1323116.55304309,1227801.36850477
"mpB",0.210104139159798,0.0490117072680066,0,0,0.210458434971487,0.0500000000000141,376285.678244845,13089.9884669014,0,0,1315365.21857289,1214353.24316057
"tacro",0.215880592885575,0.0464130637356936,6.02070771307352e-08,3.73880526584163e-07,0.216216144433886,0.0474289619725685,385008.047999968,12413.8756729941,0.1,0.1,1309517.88590219,1204810.96841817
"-15%",0.178525433739552,0.0464130637356936,6.00338446290892e-08,3.73839955541773e-07,0.178860985177924,0.0472532496931454,327256.847999956,12415.222890887,0.0999999999999667,0.100000000000022,1348146.33997666,1270563.80420735
"+15%",0.255431981443078,0.0464130637356936,6.0388970638398e-08,3.73923338748435e-07,0.255767533106825,0.0476150049378337,442759.248,12412.4543525535,0.1,0.1,1270394.65139305,1141659.03342266
"fmsy",0.259685029668717,0.0464130637356936,6.04084387877908e-08,3.73927942183218e-07,0.26002058134482,0.0476350105489779,448772.258600213,12412.3018259816,0.100000000106323,0.100000002283343,1266292.37991605,1135229.99356862
"fmsyAR",0.238639444513654,0.0464130637356936,6.03119315721065e-08,3.73905179801401e-07,0.23897499612851,0.0475360157172159,418649.43976226,12413.0571708032,0.1,0.0999999999949343,1286788.44069914,1167712.33107479
"fpa",0.299691712303006,0.0464130637356936,6.05907183002765e-08,3.73971081337733e-07,0.300027264094793,0.0478231951378142,503560.351472142,12410.8700137491,0.100000000201161,0.100000002279841,1228661.4445602,1077893.67474005
"flim",0.3396992922509,0.0464130637356936,6.07715009871692e-08,3.7401407147158e-07,0.340034844157421,0.0480113839458092,555311.567671573,12409.4434632283,0.100000000202076,0.100000002171997,1192694.78801152,1025745.01684935
"fsq",0.193884319567476,0.0464130637356936,6.01052427400599e-08,3.73856660887435e-07,0.194219871051159,0.0473254952653034,351394.345585349,12414.6684019618,0.100000000097449,0.100000002180697,1332060.91181082,1242760.64324204
"bpa",0.753372922946924,0.0464130637356936,6.25630730116531e-08,3.74450057435663e-07,0.753708475990551,0.0499572338100436,957156.691401314,12394.9947014344,0.100000000103774,0.100000002247158,899590.469761139,679381.139160007
"blim",0.947245612650424,0.0464130637356936,6.33611263217641e-08,3.74649221069261e-07,0.947581166200608,0.0508691776701423,1087848.46363395,12388.4055038989,0.100000000199573,0.100000002127774,799617.872314249,585305.179239296
"MSYBtrigger",0.13129746397185,0.0464130637356936,5.98127582422913e-08,3.73788479214005e-07,0.131633015269916,0.0470310973989446,249399.959222182,12416.9329262127,0.100000000092129,0.100000002185204,1399456.95942239,1363457.69553757
"nf",0,0,0,0,0,0,0,0,0,0,1558515.56924635,1699798.89541554
