"","x"
"1",0.382411940123677
"2",0.163459238904968
"3",0.327152751001762
"4",0.126976069969593
"5",0.372668565438399
"6",0.148514606697126
"7",0.358759073557626
"8",0.120057754306849
"9",0.33106870874142
"10",0.236611796080494
"11",0.319138347121407
"12",0.11318114805668
"13",0.331492075353567
"14",0.249539264742266
"15",0.314309805961031
"16",0.104658853943136
"17",0.357161828874976
"18",0.186497547226062
"19",0.329685340271567
"20",0.126655283627395
"21",0.337355995853463
"22",0.227379858000665
"23",0.304653118704403
"24",0.130611027441469
"25",0.320513220462861
"26",0.231158667837263
"27",0.283679535801985
"28",0.164648575897891
"29",0.327346184827028
"30",0.184118522767049
"31",0.273820318068143
"32",0.21471497433778
"33",0.342751944218639
"34",0.13180693876309
"35",0.273890306510579
"36",0.251550810507692
"37",0.324224990041599
"38",0.142423607774534
"39",0.272704126679068
"40",0.260647275504799
"41",0.294398829660784
"42",0.222342507086038
"43",0.249582152326964
"44",0.233676510926214
"45",0.278089677371061
"46",0.263145717221621
"47",0.248116693546741
"48",0.210647911860577
"49",0.269550027454972
"50",0.264531065863033
"51",0.261657124324463
"52",0.204261782357531
"53",0.271588095914487
"54",0.25894164400753
"55",0.262900098961374
"56",0.206570161116609
"57",0.277388673811584
"58",0.251706759462173
"59",0.264931382269911
"60",0.205973184456332
"61",0.274120774596361
"62",0.249807936198234
"63",0.264096873323253
"64",0.211974415882152
"65",0.269123349173493
"66",0.262079822745693
"67",0.25707413778024
"68",0.211722690300574
"69",0.27021948175879
"70",0.252288042281436
"71",0.246409748219922
"72",0.231082727739852
"73",0.26111615045222
"74",0.254845840195155
"75",0.248393526550478
"76",0.235644482802148
"77",0.252435211582451
"78",0.258927067671475
"79",0.244357137826392
"80",0.244280582919682
"81",0.258048163081685
"82",0.26094211097048
"83",0.225593645400738
"84",0.255416080547097
"85",0.253802748225384
"86",0.243891752850515
"87",0.235012490327505
"88",0.267293008596596
"89",0.26118269913914
"90",0.240806257911649
"91",0.236788672862547
"92",0.261222370086663
"93",0.288946050518586
"94",0.231777634873704
"95",0.229417322608343
"96",0.249858991999368
"97",0.291213315812527
"98",0.218172579938677
"99",0.228723609286027
"100",0.261890494962768
"101",0.302978449795698
"102",0.198884809767767
"103",0.223566949439639
"104",0.274569790996896
"105",0.300634142161225
"106",0.230374222978095
"107",0.211188456239577
"108",0.257803178621103
"109",0.306162600441179
"110",0.21068965745666
"111",0.222921455494538
"112",0.260226286607622
"113",0.309123550416147
"114",0.186233161066339
"115",0.241827218185058
"116",0.262816070332456
"117",0.293180189297348
"118",0.201853600617662
"119",0.248061347843874
"120",0.256904862241116
"121",0.275498166561096
"122",0.226149313404734
"123",0.253912401717796
"124",0.244440118316374
"125",0.259406203938692
"126",0.236778672991034
"127",0.254175301718883
"128",0.24963982135139
"129",0.255462557113834
"130",0.241470864083431
"131",0.25092899701135
"132",0.252137581791385
"133",0.257193575891422
"134",0.232774694938708
"135",0.25387249626099
"136",0.25615923290888
"137",0.259663414606299
"138",0.219602559784439
"139",0.252810111262709
"140",0.267923914346553
"141",0.256615853140797
"142",0.228943897565366
"143",0.246166343067718
"144",0.268273906226119
"145",0.255026891239874
"146",0.224671882608118
"147",0.252752755522111
"148",0.267548470629897
"149",0.24798885683655
"150",0.238412366558746
"151",0.247724179969576
"152",0.265874596635128
"153",0.245116819620887
"154",0.235562858173366
"155",0.251136135935559
"156",0.268184186270188
"157",0.243393911185394
"158",0.239979795629086
"159",0.257700932997652
"160",0.258925360187869
