"harvest","yield","rec","ssb","biomass","yield/R","SSB/R"
"f0.1",0.242692570395898,106283.609581018,3753663.15954177,347687.801741775,492772.792895172,0.028314636946271,0.0926262658539183
"fmed",NA,NA,NA,NA,NA,NA,NA
"spr.35",0.218345970005443,104089.570501689,3792157.27859197,383570.034802796,532069.192749481,0.027448642778956,0.101148240071207
"msy",0.33220677741117,109267.111907330,3597435.16248109,248310.414993381,381034.322998635,0.0303736153598860,0.0690242919686497
"crash",1.33066550472544,9.71657222028493e-06,0.000305952760727039,3.07511800201610e-06,1.06237702462923e-05,0.0317584067461766,0.0100509568689907
"3y_aver",0.431118767485209,106745.246015892,1797879.97659909,105856.940533280,179105.127151691,0.0314871293807272,0.0515827679680764
