"Fbar","Yield","SSB","Recruits","Yield.Recruit","SSB.Recruit","Spawners","Landings"
"0.859","-138259","-105238","-10108859","0.0137","0.01","-662702","-138259"
"0.869","-168709","-126379","-12349533","0.0137","0.01","-797059","-168709"
"0.879","-199399","-147019","-14613210","0.0136","0.01","-928647","-199399"
"0.889","-230333","-167175","-16900113","0.0136","0.01","-1057548","-230333"
"0.899","-261511","-186863","-19210470","0.0136","0.01","-1183841","-261511"
"0.909","-292936","-206098","-21544509","0.0136","0.01","-1307602","-292936"
"0.919","-324608","-224894","-23902461","0.0136","0.009","-1428903","-324608"
"0.929","-356529","-243265","-26284562","0.0136","0.009","-1547816","-356529"
"0.939","-388702","-261224","-28691045","0.0135","0.009","-1664406","-388702"
"0.949","-421128","-278784","-31122150","0.0135","0.009","-1778739","-421128"
"0.96","-453809","-295957","-33578116","0.0135","0.009","-1890877","-453809"
"0.97","-486746","-312754","-36059188","0.0135","0.009","-2000881","-486746"
"0.98","-519942","-329188","-38565609","0.0135","0.009","-2108807","-519942"
"0.99","-553399","-345269","-41097628","0.0135","0.008","-2214712","-553399"
"1","-587118","-361007","-43655493","0.0134","0.008","-2318650","-587118"
