data Species.n Quarter Year fleet Age observed model residual stand.residual
catch 1 1 1979 -9 1  3.686680e+007 2.298292e+007 4.725603e-001 5.308195e-001
catch 1 1 1979 -9 2  6.440415e+005 3.025049e+006 -1.546919e+000 -1.396165e+000
catch 1 1 1979 -9 3  1.171390e+005 8.206404e+004 3.558617e-001 3.211814e-001
catch 1 1 1980 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1980 -9 1  1.423756e+007 2.919115e+007 -7.179823e-001 -8.064982e-001
catch 1 1 1980 -9 2  1.742136e+007 1.493145e+007 1.542272e-001 1.391971e-001
catch 1 1 1980 -9 3  1.481066e+006 7.751421e+005 6.474711e-001 5.843721e-001
catch 1 1 1981 -9 0  4.287758e+005 7.499357e+004 1.743532e+000 1.232863e+000
catch 1 1 1981 -9 1  1.232243e+007 9.247354e+006 2.870838e-001 3.224767e-001
catch 1 1 1981 -9 2  1.483241e+006 1.732468e+006 -1.553170e-001 -1.401806e-001
catch 1 1 1981 -9 3  1.308047e+005 1.117444e+005 1.574913e-001 1.421430e-001
catch 1 1 1982 -9 0  5.457691e+005 3.768444e+004 2.672949e+000 1.890060e+000
catch 1 1 1982 -9 1  6.350511e+006 3.052787e+006 7.324804e-001 8.227836e-001
catch 1 1 1982 -9 2  6.015809e+005 1.974603e+006 -1.188562e+000 -1.072731e+000
catch 1 1 1982 -9 3  6.487908e+004 1.185404e+005 -6.027286e-001 -5.439901e-001
catch 1 1 1983 -9 0  5.613728e+006 8.161537e+004 4.230953e+000 2.991735e+000
catch 1 1 1983 -9 1  2.819244e+006 3.029090e+006 -7.179345e-002 -8.064445e-002
catch 1 1 1983 -9 2  9.695992e+005 1.307136e+006 -2.987111e-001 -2.696004e-001
catch 1 1 1983 -9 3  1.556534e+005 2.790835e+005 -5.838797e-001 -5.269781e-001
catch 1 1 1984 -9 0  9.547567e+005 2.274633e+004 3.737053e+000 2.642495e+000
catch 1 1 1984 -9 1  6.475021e+006 2.510010e+006 9.476652e-001 1.064497e+000
catch 1 1 1984 -9 2  4.172349e+005 4.138400e+005 8.170017e-003 7.373812e-003
catch 1 1 1984 -9 3  2.532431e+003 3.910671e+004 -2.737114e+000 -2.470370e+000
catch 1 1 1985 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1985 -9 1  1.304457e+006 1.329806e+006 -1.924668e-002 -2.161949e-002
catch 1 1 1985 -9 2  1.972027e+006 8.862376e+005 7.998320e-001 7.218848e-001
catch 1 1 1985 -9 3  3.767959e+004 5.477588e+004 -3.741315e-001 -3.376707e-001
catch 1 1 1986 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 1986 -9 1  1.777798e+005 6.574123e+005 -1.307766e+000 -1.468993e+000
catch 1 1 1986 -9 2  4.527455e+005 2.317140e+005 6.698263e-001 6.045487e-001
catch 1 1 1986 -9 3  3.476200e+005 4.512564e+004 2.041659e+000 1.842691e+000
catch 1 1 1987 -9 0  2.235664e+003 1.020455e+004 -1.518295e+000 -1.073597e+000
catch 1 1 1987 -9 1  2.250587e+006 9.250654e+005 8.890817e-001 9.986914e-001
catch 1 1 1987 -9 2  1.285120e+005 5.929284e+004 7.735340e-001 6.981496e-001
catch 1 1 1987 -9 3  2.524940e+003 8.515908e+003 -1.215719e+000 -1.097242e+000
catch 1 1 1988 -9 0  4.082942e+006 5.332714e+004 4.338128e+000 3.067520e+000
catch 1 1 1988 -9 1  2.096911e+006 1.372693e+006 4.236913e-001 4.759258e-001
catch 1 1 1988 -9 2  2.830054e+006 1.027006e+006 1.013648e+000 9.148634e-001
catch 1 1 1988 -9 3  4.236364e+004 4.056452e+004 4.339649e-002 3.916731e-002
catch 1 1 1989 -9 0  1.245142e+004 1.095001e+004 1.284942e-001 9.085914e-002
catch 1 1 1989 -9 1  1.706824e+006 4.549659e+005 1.322167e+000 1.485169e+000
catch 1 1 1989 -9 2  3.613841e+006 6.872586e+004 3.962401e+000 3.576247e+000
catch 1 1 1989 -9 3  5.716041e+003 1.303982e+004 -8.247311e-001 -7.443574e-001
catch 1 1 1990 -9 0  1.567630e+003 7.968686e+004 -3.928540e+000 -2.777897e+000
catch 1 1 1990 -9 1  2.633068e+006 1.954789e+006 2.978675e-001 3.345898e-001
catch 1 1 1990 -9 2  2.234213e+006 7.128458e+005 1.142379e+000 1.031049e+000
catch 1 1 1990 -9 3  3.425141e+005 6.980541e+004 1.590601e+000 1.435590e+000
catch 1 1 1991 -9 0  4.050372e+004 5.966441e+004 -3.873418e-001 -2.738920e-001
catch 1 1 1991 -9 1  1.684266e+006 1.486930e+006 1.246162e-001 1.399794e-001
catch 1 1 1991 -9 2  2.416750e+006 1.766680e+005 2.615906e+000 2.360975e+000
catch 1 1 1991 -9 3  8.159075e+003 1.344802e+004 -4.997009e-001 -4.510028e-001
catch 1 1 1992 -9 0  1.894761e+004 6.533559e+004 -1.237859e+000 -8.752986e-001
catch 1 1 1992 -9 1  9.695465e+006 3.359490e+006 1.059869e+000 1.190534e+000
catch 1 1 1992 -9 2  1.315325e+006 5.379758e+005 8.940254e-001 8.068986e-001
catch 1 1 1992 -9 3  1.775838e+005 2.585077e+004 1.927102e+000 1.739298e+000
catch 1 1 1993 -9 0  2.641728e+005 1.983302e+005 2.866699e-001 2.027062e-001
catch 1 1 1993 -9 1  3.026867e+006 6.673366e+006 -7.905965e-001 -8.880645e-001
catch 1 1 1993 -9 2  5.339043e+006 1.881528e+006 1.042962e+000 9.413210e-001
catch 1 1 1993 -9 3  2.478393e+005 1.096138e+005 8.158175e-001 7.363124e-001
catch 1 1 1994 -9 0  4.453264e+005 6.885896e+004 1.866747e+000 1.319990e+000
catch 1 1 1994 -9 1  4.072048e+007 5.048482e+006 2.087644e+000 2.345017e+000
catch 1 1 1994 -9 2  5.168545e+005 6.574707e+005 -2.406389e-001 -2.171876e-001
catch 1 1 1994 -9 3  1.007370e+005 3.427876e+004 1.077988e+000 9.729329e-001
catch 1 1 1995 -9 0  1.706931e+005 4.018328e+004 1.446416e+000 1.022771e+000
catch 1 1 1995 -9 1  2.446658e+007 8.170423e+006 1.096787e+000 1.232004e+000
catch 1 1 1995 -9 2  3.192395e+006 3.553209e+006 -1.070798e-001 -9.664436e-002
catch 1 1 1995 -9 3  3.717588e+005 1.798943e+005 7.258760e-001 6.551362e-001
catch 1 1 1996 -9 0  2.993675e+005 6.207751e+004 1.573288e+000 1.112483e+000
catch 1 1 1996 -9 1  2.334972e+005 2.137987e+006 -2.214450e+000 -2.487456e+000
catch 1 1 1996 -9 2  8.165109e+005 1.750872e+006 -7.628290e-001 -6.884879e-001
catch 1 1 1996 -9 3  2.865029e+005 1.496170e+005 6.496699e-001 5.863567e-001
catch 1 1 1997 -9 0  6.446579e+003 3.640625e+004 -1.731191e+000 -1.224137e+000
catch 1 1 1997 -9 1  2.286585e+006 2.888171e+006 -2.335642e-001 -2.623590e-001
catch 1 1 1997 -9 2  1.305932e+005 4.786614e+005 -1.298906e+000 -1.172322e+000
catch 1 1 1997 -9 3  2.028218e+005 9.334514e+004 7.760237e-001 7.003967e-001
catch 1 1 1998 -9 0  8.612372e+004 1.373193e+005 -4.665244e-001 -3.298826e-001
catch 1 1 1998 -9 1  3.567341e+006 3.787956e+006 -6.000594e-002 -6.740372e-002
catch 1 1 1998 -9 2  1.498339e+006 1.583543e+006 -5.530764e-002 -4.991767e-002
catch 1 1 1998 -9 3  2.589925e+005 8.851484e+004 1.073629e+000 9.689990e-001
catch 1 1 1999 -9 0  8.302301e+002 5.176113e+004 -4.132692e+000 -2.922254e+000
catch 1 1 1999 -9 1  1.593925e+007 4.266543e+006 1.317981e+000 1.480467e+000
catch 1 1 1999 -9 2  4.778148e+005 5.316785e+005 -1.068158e-001 -9.640612e-002
catch 1 1 1999 -9 3  6.921924e+004 3.861302e+004 5.836893e-001 5.268062e-001
catch 1 1 2000 -9 0  6.101485e+003 7.939391e+004 -2.565889e+000 -1.814358e+000
catch 1 1 2000 -9 1  9.822669e+006 4.792223e+006 7.176986e-001 8.061795e-001
catch 1 1 2000 -9 2  1.767256e+006 2.278769e+006 -2.542075e-001 -2.294338e-001
catch 1 1 2000 -9 3  7.015970e+004 9.524418e+004 -3.056699e-001 -2.758810e-001
catch 1 1 2001 -9 0  1.305554e+004 7.084912e+004 -1.691340e+000 -1.195958e+000
catch 1 1 2001 -9 1  5.767627e+006 4.864849e+006 1.702251e-001 1.912111e-001
catch 1 1 2001 -9 2  3.155495e+005 1.327776e+006 -1.436945e+000 -1.296908e+000
catch 1 1 2001 -9 3  7.693892e+003 1.390861e+005 -2.894666e+000 -2.612568e+000
catch 1 1 2002 -9 0  6.341550e+004 9.939517e+004 -4.493952e-001 -3.177704e-001
catch 1 1 2002 -9 1  6.586442e+006 4.328071e+006 4.198915e-001 4.716575e-001
catch 1 1 2002 -9 2  5.945573e+005 1.206950e+006 -7.080344e-001 -6.390333e-001
catch 1 1 2002 -9 3  1.086794e+005 6.977034e+004 4.431931e-001 4.000019e-001
catch 1 1 2003 -9 0  1.976395e+005 1.004765e+005 6.765206e-001 4.783723e-001
catch 1 1 2003 -9 1  4.003316e+006 4.562912e+006 -1.308378e-001 -1.469681e-001
catch 1 1 2003 -9 2  5.944976e+005 8.200912e+005 -3.216990e-001 -2.903480e-001
catch 1 1 2003 -9 3  6.814354e+004 4.180699e+004 4.885528e-001 4.409412e-001
catch 1 1 2004 -9 0  2.293086e+005 2.736079e+005 -1.766274e-001 -1.248944e-001
catch 1 1 2004 -9 1  4.217281e+006 8.195686e+006 -6.644174e-001 -7.463296e-001
catch 1 1 2004 -9 2  7.314998e+005 1.718874e+006 -8.543280e-001 -7.710700e-001
catch 1 1 2004 -9 3  7.891313e+004 7.338086e+004 7.268444e-002 6.560102e-002
catch 1 1 2005 -9 0  9.760227e+004 6.571411e+004 3.955871e-001 2.797223e-001
catch 1 1 2005 -9 1  1.340973e+007 1.088182e+007 2.088869e-001 2.346394e-001
catch 1 1 2005 -9 2  4.792218e+005 1.194949e+006 -9.136953e-001 -8.246516e-001
catch 1 1 2005 -9 3  8.885823e+004 3.499495e+004 9.318383e-001 8.410265e-001
catch 1 1 2006 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 2006 -9 1  1.987696e+006 4.683025e+006 -8.569683e-001 -9.626189e-001
catch 1 1 2006 -9 2  1.401797e+006 3.623994e+006 -9.498218e-001 -8.572574e-001
catch 1 1 2006 -9 3  2.951580e+005 9.762281e+004 1.106400e+000 9.985762e-001
catch 1 1 2007 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 2007 -9 1  1.693273e+006 5.992599e+006 -1.263862e+000 -1.419676e+000
catch 1 1 2007 -9 2  1.895506e+005 1.064642e+006 -1.725738e+000 -1.557558e+000
catch 1 1 2007 -9 3  6.767211e+004 1.541294e+005 -8.231186e-001 -7.429020e-001
catch 1 1 2008 -9 0  1.159013e+004 1.288003e+005 -2.408110e+000 -1.702791e+000
catch 1 1 2008 -9 1  4.224297e+005 3.565352e+006 -2.132995e+000 -2.395960e+000
catch 1 1 2008 -9 2  1.447939e+006 1.203559e+006 1.848584e-001 1.668431e-001
catch 1 1 2008 -9 3  3.297696e+005 4.461282e+004 2.000373e+000 1.805428e+000
catch 1 1 2009 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 1 2009 -9 1  4.776947e+006 6.996042e+006 -3.815430e-001 -4.285812e-001
catch 1 1 2009 -9 2  2.199218e+005 9.989416e+005 -1.513424e+000 -1.365934e+000
catch 1 1 2009 -9 3  3.903674e+004 8.685034e+004 -7.996832e-001 -7.217505e-001
catch 1 1 2010 -9 0  1.241378e+004 8.638137e+004 -1.939965e+000 -1.371762e+000
catch 1 1 2010 -9 1  1.732171e+006 4.955247e+006 -1.051071e+000 -1.180652e+000
catch 1 1 2010 -9 2  6.891656e+005 2.331334e+006 -1.218714e+000 -1.099945e+000
catch 1 1 2010 -9 3  9.004036e+004 1.077775e+005 -1.798105e-001 -1.622872e-001
catch 1 1 2011 -9 0  2.469282e+003 5.724476e+004 -3.143409e+000 -2.222726e+000
catch 1 1 2011 -9 1  1.847215e+006 4.121634e+006 -8.025707e-001 -9.015150e-001
catch 1 1 2011 -9 2  1.105017e+006 1.443215e+006 -2.670131e-001 -2.409915e-001
catch 1 1 2011 -9 3  2.817084e+005 2.277838e+005 2.124755e-001 1.917688e-001
catch 1 1 2012 -9 0  1.478958e+005 4.421454e+004 1.207454e+000 8.537993e-001
catch 1 1 2012 -9 1  2.527701e+006 4.384259e+006 -5.507103e-001 -6.186042e-001
catch 1 1 2012 -9 2  7.294268e+005 1.900076e+006 -9.573903e-001 -8.640884e-001
catch 1 1 2012 -9 3  1.216655e+005 2.631892e+005 -7.715979e-001 -6.964022e-001
catch 1 1 2013 -9 0  1.000248e+004 1.207398e+005 -2.490805e+000 -1.761265e+000
catch 1 1 2013 -9 1  1.973364e+006 3.189949e+006 -4.802652e-001 -5.394743e-001
catch 1 1 2013 -9 2  4.115580e+005 1.504424e+006 -1.296216e+000 -1.169894e+000
catch 1 1 2013 -9 3  7.270462e+004 1.833748e+005 -9.251274e-001 -8.349696e-001
catch 1 2 1974 -9 0  1.884146e+006 2.034608e+006 -7.682862e-002 -5.432604e-002
catch 1 2 1974 -9 1  1.154411e+007 1.288837e+007 -1.101499e-001 -1.685367e-001
catch 1 2 1974 -9 2  8.663987e+005 2.484708e+006 -1.053565e+000 -9.712403e-001
catch 1 2 1974 -9 3  4.822814e+004 1.234783e+005 -9.401225e-001 -8.666619e-001
catch 1 2 1975 -9 0  1.179567e+006 4.794463e+006 -1.402315e+000 -9.915863e-001
catch 1 2 1975 -9 1  1.454189e+007 1.413759e+007 2.819604e-002 4.314181e-002
catch 1 2 1975 -9 2  4.378415e+006 4.714709e+006 -7.400051e-002 -6.821816e-002
catch 1 2 1975 -9 3  1.668070e+005 2.130865e+005 -2.448609e-001 -2.257276e-001
catch 1 2 1976 -9 0  7.439656e+006 2.393181e+006 1.134201e+000 8.020015e-001
catch 1 2 1976 -9 1  1.876273e+007 1.829125e+007 2.544971e-002 3.893975e-002
catch 1 2 1976 -9 2  1.613139e+006 2.532464e+006 -4.510111e-001 -4.157694e-001
catch 1 2 1976 -9 3  8.860382e+004 1.551871e+005 -5.604562e-001 -5.166625e-001
catch 1 2 1977 -9 0  2.520082e+006 4.070787e+006 -4.795449e-001 -3.390895e-001
catch 1 2 1977 -9 1  4.904593e+006 8.057155e+006 -4.963884e-001 -7.595072e-001
catch 1 2 1977 -9 2  3.679153e+006 3.110033e+006 1.680494e-001 1.549182e-001
catch 1 2 1977 -9 3  6.768791e+004 7.181727e+004 -5.921738e-002 -5.459017e-002
catch 1 2 1978 -9 0  5.517665e+006 4.540835e+006 1.948438e-001 1.377754e-001
catch 1 2 1978 -9 1  1.034497e+007 1.240867e+007 -1.818950e-001 -2.783113e-001
catch 1 2 1978 -9 2  1.209584e+006 1.545971e+006 -2.453762e-001 -2.262026e-001
catch 1 2 1978 -9 3  1.166954e+005 1.066496e+005 9.001852e-002 8.298453e-002
catch 1 2 1979 -9 0  1.052920e+006 1.508480e+006 -3.595355e-001 -2.542300e-001
catch 1 2 1979 -9 1  1.135595e+007 1.565721e+007 -3.211896e-001 -4.914413e-001
catch 1 2 1979 -9 2  2.152261e+006 3.309804e+006 -4.303701e-001 -3.967412e-001
catch 1 2 1979 -9 3  6.338612e+004 9.578447e+004 -4.128556e-001 -3.805953e-001
catch 1 2 1980 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 2 1980 -9 1  9.415158e+006 1.375017e+007 -3.787305e-001 -5.794827e-001
catch 1 2 1980 -9 2  1.152058e+007 7.320859e+006 4.534069e-001 4.179780e-001
catch 1 2 1980 -9 3  9.794146e+005 4.318834e+005 8.187993e-001 7.548189e-001
catch 1 2 1981 -9 0  4.063206e+004 4.211608e+005 -2.338457e+000 -1.653539e+000
catch 1 2 1981 -9 1  3.540737e+006 5.533052e+006 -4.464047e-001 -6.830287e-001
catch 1 2 1981 -9 2  3.025289e+006 1.502992e+006 6.995486e-001 6.448863e-001
catch 1 2 1981 -9 3  2.020477e+005 1.100376e+005 6.076815e-001 5.601976e-001
catch 1 2 1982 -9 0  8.185250e+005 2.184101e+005 1.321130e+000 9.341797e-001
catch 1 2 1982 -9 1  5.021082e+006 1.942639e+006 9.495979e-001 1.452948e+000
catch 1 2 1982 -9 2  1.070960e+006 1.874797e+006 -5.599450e-001 -5.161913e-001
catch 1 2 1982 -9 3  5.533335e+004 1.308345e+005 -8.605573e-001 -7.933139e-001
catch 1 2 1983 -9 0  2.375763e+006 4.650363e+005 1.630959e+000 1.153262e+000
catch 1 2 1983 -9 1  1.334333e+006 1.655018e+006 -2.153805e-001 -3.295464e-001
catch 1 2 1983 -9 2  5.886777e+005 8.896212e+005 -4.129170e-001 -3.806519e-001
catch 1 2 1983 -9 3  9.111163e+004 2.238470e+005 -8.988774e-001 -8.286397e-001
catch 1 2 1984 -9 0  5.218656e+005 1.259176e+005 1.421783e+000 1.005352e+000
catch 1 2 1984 -9 1  2.535354e+006 1.600192e+006 4.602101e-001 7.041519e-001
catch 1 2 1984 -9 2  2.476544e+005 4.154256e+005 -5.172694e-001 -4.768503e-001
catch 1 2 1984 -9 3  4.803462e+003 4.454188e+004 -2.227093e+000 -2.053069e+000
catch 1 2 1985 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 2 1985 -9 1  5.760038e+005 7.421180e+005 -2.533939e-001 -3.877094e-001
catch 1 2 1985 -9 2  8.707802e+005 7.054900e+005 2.104970e-001 1.940489e-001
catch 1 2 1985 -9 3  1.663803e+004 5.254421e+004 -1.149964e+000 -1.060107e+000
catch 1 2 1986 -9 0  -99.9 -99.9 -99.9  -99.9
catch 1 2 1986 -9 1  1.569128e+005 3.768170e+005 -8.760693e-001 -1.340444e+000
catch 1 2 1986 -9 2  3.996043e+005 2.037303e+005 6.736778e-001 6.210370e-001
catch 1 2 1986 -9 3  3.068179e+005 4.752063e+004 1.865090e+000 1.719353e+000
catch 1 2 1987 -9 0  4.945081e+004 5.303997e+004 -7.006734e-002 -4.954509e-002
catch 1 2 1987 -9 1  1.790264e+006 6.365183e+005 1.034105e+000 1.582249e+000
catch 1 2 1987 -9 2  2.675975e+005 7.456113e+004 1.277865e+000 1.178013e+000
catch 1 2 1987 -9 3  9.775523e+002 1.266216e+004 -2.561322e+000 -2.361182e+000
catch 1 2 1988 -9 0  1.163964e+006 2.694598e+005 1.463167e+000 1.034615e+000
catch 1 2 1988 -9 1  3.141057e+005 7.427561e+005 -8.606383e-001 -1.316834e+000
catch 1 2 1988 -9 2  5.279863e+005 7.576790e+005 -3.611895e-001 -3.329664e-001
catch 1 2 1988 -9 3  1.152569e+004 3.660247e+004 -1.155537e+000 -1.065244e+000
catch 1 2 1989 -9 0  7.833942e+002 5.528867e+004 -4.256687e+000 -3.009933e+000
catch 1 2 1989 -9 1  7.641456e+004 3.121501e+005 -1.407311e+000 -2.153279e+000
catch 1 2 1989 -9 2  8.892497e+004 9.121889e+004 -2.546898e-002 -2.347885e-002
catch 1 2 1989 -9 3  3.418543e+002 2.041945e+004 -4.089859e+000 -3.770280e+000
catch 1 2 1990 -9 0  1.225280e+003 4.252568e+005 -5.849524e+000 -4.136238e+000
catch 1 2 1990 -9 1  2.058041e+006 1.019824e+006 7.021248e-001 1.074297e+000
catch 1 2 1990 -9 2  1.746290e+006 4.913361e+005 1.268121e+000 1.169030e+000
catch 1 2 1990 -9 3  2.677136e+005 5.749917e+004 1.538147e+000 1.417957e+000
catch 1 2 1991 -9 0  1.552315e+006 3.448227e+005 1.504472e+000 1.063823e+000
catch 1 2 1991 -9 1  2.936717e+006 1.000590e+006 1.076702e+000 1.647426e+000
catch 1 2 1991 -9 2  6.142329e+005 2.029386e+005 1.107471e+000 1.020934e+000
catch 1 2 1991 -9 3  9.586636e+003 1.689390e+004 -5.665825e-001 -5.223101e-001
catch 1 2 1992 -9 0  2.229910e+005 4.036676e+005 -5.934602e-001 -4.196398e-001
catch 1 2 1992 -9 1  1.185132e+006 2.328958e+006 -6.755662e-001 -1.033661e+000
catch 1 2 1992 -9 2  1.321658e+005 6.025148e+005 -1.517055e+000 -1.398513e+000
catch 1 2 1992 -9 3  1.649099e+004 3.130469e+004 -6.409540e-001 -5.908702e-001
catch 1 2 1993 -9 0  1.441317e+006 1.234358e+006 1.550060e-001 1.096058e-001
catch 1 2 1993 -9 1  4.911453e+006 3.750045e+006 2.698019e-001 4.128148e-001
catch 1 2 1993 -9 2  1.324444e+006 1.322997e+006 1.092940e-003 1.007538e-003
catch 1 2 1993 -9 3  3.143534e+004 8.610032e+004 -1.007580e+000 -9.288486e-001
catch 1 2 1994 -9 0  1.856101e+006 4.088218e+005 1.512954e+000 1.069820e+000
catch 1 2 1994 -9 1  7.146622e+006 3.432159e+006 7.334503e-001 1.122228e+000
catch 1 2 1994 -9 2  1.455656e+006 7.582057e+005 6.522572e-001 6.012903e-001
catch 1 2 1994 -9 3  1.427741e+005 4.207091e+004 1.221907e+000 1.126428e+000
catch 1 2 1995 -9 0  6.120105e+005 2.367142e+005 9.498959e-001 6.716779e-001
catch 1 2 1995 -9 1  8.620522e+006 4.526065e+006 6.442927e-001 9.858106e-001
catch 1 2 1995 -9 2  2.863267e+006 2.599255e+006 9.673854e-002 8.917945e-002
catch 1 2 1995 -9 3  5.058747e+005 1.459690e+005 1.242895e+000 1.145775e+000
catch 1 2 1996 -9 0  1.083655e+006 3.550868e+005 1.115732e+000 7.889420e-001
catch 1 2 1996 -9 1  7.767951e+005 1.274828e+006 -4.953901e-001 -7.579797e-001
catch 1 2 1996 -9 2  2.208631e+006 1.458050e+006 4.152727e-001 3.828235e-001
catch 1 2 1996 -9 3  9.112557e+005 1.393391e+005 1.877913e+000 1.731174e+000
catch 1 2 1997 -9 0  1.486566e+005 2.213625e+005 -3.981627e-001 -2.815436e-001
catch 1 2 1997 -9 1  4.395265e+006 1.999634e+006 7.875636e-001 1.205025e+000
catch 1 2 1997 -9 2  1.078225e+006 5.003613e+005 7.677414e-001 7.077506e-001
catch 1 2 1997 -9 3  2.776151e+005 1.084355e+005 9.400800e-001 8.666227e-001
catch 1 2 1998 -9 0  5.465889e+006 8.171404e+005 1.900471e+000 1.343836e+000
catch 1 2 1998 -9 1  2.665032e+006 2.267062e+006 1.617314e-001 2.474597e-001
catch 1 2 1998 -9 2  1.451844e+006 1.153493e+006 2.300398e-001 2.120646e-001
catch 1 2 1998 -9 3  3.264632e+005 7.252103e+004 1.504441e+000 1.386885e+000
catch 1 2 1999 -9 0  9.055731e+004 3.210129e+005 -1.265499e+000 -8.948427e-001
catch 1 2 1999 -9 1  2.456063e+006 3.068962e+006 -2.227796e-001 -3.408675e-001
catch 1 2 1999 -9 2  2.549306e+005 5.924304e+005 -8.432419e-001 -7.773515e-001
catch 1 2 1999 -9 3  4.483598e+004 4.632827e+004 -3.274132e-002 -3.018293e-002
catch 1 2 2000 -9 0  8.190594e+004 4.804260e+005 -1.769102e+000 -1.250944e+000
catch 1 2 2000 -9 1  8.013754e+005 2.936551e+006 -1.298662e+000 -1.987038e+000
catch 1 2 2000 -9 2  3.848537e+005 1.858226e+006 -1.574514e+000 -1.451483e+000
catch 1 2 2000 -9 3  4.982662e+004 8.587117e+004 -5.442988e-001 -5.017676e-001
catch 1 2 2001 -9 0  5.505122e+005 4.393855e+005 2.254721e-001 1.594329e-001
catch 1 2 2001 -9 1  3.967343e+006 2.921750e+006 3.059140e-001 4.680687e-001
catch 1 2 2001 -9 2  1.528712e+006 1.034828e+006 3.901900e-001 3.597008e-001
catch 1 2 2001 -9 3  4.984958e+005 1.205984e+005 1.419129e+000 1.308239e+000
catch 1 2 2002 -9 0  9.272944e+005 6.031135e+005 4.301657e-001 3.041731e-001
catch 1 2 2002 -9 1  4.326530e+006 2.548984e+006 5.290710e-001 8.095137e-001
catch 1 2 2002 -9 2  6.616558e+005 8.936380e+005 -3.005552e-001 -2.770700e-001
catch 1 2 2002 -9 3  5.902175e+004 5.852835e+004 8.394912e-003 7.738939e-003
catch 1 2 2003 -9 0  2.785630e+006 6.216299e+005 1.499884e+000 1.060578e+000
catch 1 2 2003 -9 1  6.826281e+006 3.002919e+006 8.211951e-001 1.256483e+000
catch 1 2 2003 -9 2  1.115905e+006 7.495543e+005 3.979427e-001 3.668477e-001
catch 1 2 2003 -9 3  2.183998e+005 4.211233e+004 1.645987e+000 1.517370e+000
catch 1 2 2004 -9 0  2.480680e+007 1.686450e+006 2.688492e+000 1.901051e+000
catch 1 2 2004 -9 1  4.735686e+006 4.676375e+006 1.260334e-002 1.928394e-002
catch 1 2 2004 -9 2  2.643729e+005 1.128141e+006 -1.450966e+000 -1.337588e+000
catch 1 2 2004 -9 3  5.342535e+004 5.410955e+004 -1.272548e-002 -1.173112e-002
catch 1 2 2005 -9 0  8.399444e+005 3.989339e+005 7.445399e-001 5.264692e-001
catch 1 2 2005 -9 1  7.903545e+006 6.920616e+006 1.328067e-001 2.032030e-001
catch 1 2 2005 -9 2  2.283371e+005 1.070488e+006 -1.545046e+000 -1.424317e+000
catch 1 2 2005 -9 3  2.205145e+004 3.397470e+004 -4.322380e-001 -3.984632e-001
catch 1 2 2006 -9 0  3.197086e+005 6.446823e+005 -7.013476e-001 -4.959277e-001
catch 1 2 2006 -9 1  4.932212e+005 2.762999e+006 -1.723114e+000 -2.636479e+000
catch 1 2 2006 -9 2  1.003837e+006 2.705266e+006 -9.913709e-001 -9.139058e-001
catch 1 2 2006 -9 3  2.355425e+005 7.993386e+004 1.080692e+000 9.962472e-001
catch 1 2 2007 -9 0  6.099385e+005 4.556038e+005 2.917346e-001 2.062875e-001
