Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1974 1 1 0 0 0 0.482857 0.000970908 0.483828 5.34074e+008 4.23416e+008 411098 0 0.00632446 0.00632446 0 0 1 0 3.37773e+006 0 0 0 
1974 1 1 1 0 0 0.456422 0.206698 0.66312 1.37946e+008 1.00842e+008 2.08438e+007 1.61011e+007 0.00832646 0.00832646 134065 134065 1 0.409297 1.1486e+006 470117 0 0 
1974 1 1 2 0 0 0.401885 0.352392 0.754277 1.12694e+007 7.91334e+006 2.7886e+006 2.15572e+006 0.0135262 0.0135262 29158.7 29158.7 1 0.87187 152432 132901 0 0 
1974 1 1 3 0 0 0.279594 0.30305 0.582644 438163 332079 100637 475613 0.0184048 0.0184048 8753.57 8753.57 1 0.94676 8064.29 7634.95 0 0 
1974 2 1 0 0 0 0.326748 0.00743127 0.334179 3.29213e+008 2.79853e+008 2.07967e+006 1.88415e+006 0.00584713 0.00584713 11016.9 11016.9 1 0 1.92496e+006 0 0 0 
1974 2 1 1 0 0 0.235424 0.229601 0.465025 7.10752e+007 5.68389e+007 1.30503e+007 1.15441e+007 0.00894888 0.00894888 103307 103307 1 0.409297 636043 260330 0 0 
1974 2 1 2 0 0 0.217345 0.750985 0.96833 5.30059e+006 3.3954e+006 2.54989e+006 866399 0.0149823 0.0149823 12980.6 12980.6 1 0.87187 79414.8 69239.3 0 0 
1974 2 1 3 0 0 0.187755 0.663714 0.851469 244679 164719 109326 48228.1 0.0196945 0.0196945 949.829 949.829 1 0.94676 4818.82 4562.27 0 0 
1974 3 1 0 0 0 0.296626 0.016169 0.312795 2.35692e+008 2.02391e+008 3.27246e+006 2.8427e+006 0.0049933 0.0049933 14194.5 14194.5 1 0 1.17688e+006 0 0 0 
1974 3 1 1 0 0 0.27469 0.0968156 0.371505 4.46437e+007 3.72892e+007 3.61018e+006 1.10913e+007 0.00774447 0.00774447 85896.3 85896.3 1 0.409297 345742 141511 0 0 
1974 3 1 2 0 0 0.174943 0.211937 0.386881 2.01272e+006 1.66909e+006 353742 1.33604e+006 0.0150214 0.0150214 20069.1 20069.1 1 0.87187 30233.9 26360 0 0 
1974 3 1 3 0 0 0.174943 0.428496 0.603439 104426 78404.8 33596.1 34534.2 0.0196543 0.0196543 678.744 678.744 1 0.94676 2052.41 1943.14 0 0 
1974 4 1 0 0 0 0.444899 0.00939998 0.454299 1.72385e+008 1.38541e+008 1.30228e+006 1.30233e+006 0.0065831 0.0065831 8573.38 8573.38 1 0 1.13483e+006 0 0 0 
1974 4 1 1 0 0 0.409145 0.104277 0.513422 3.07906e+007 2.40818e+007 2.51117e+006 2.51132e+006 0.0106994 0.0106994 26869.5 26869.5 1 0.409297 329440 134839 0 0 
1974 4 1 2 0 0 0.3178 0.359496 0.677295 1.36698e+006 993025 356988 359117 0.0183478 0.0183478 6589.02 6589.02 1 0.87187 25081.2 21867.5 0 0 
1974 4 1 3 0 0 0.3178 0.359496 0.677295 57113.4 41489.1 14915.2 14821.6 0.0163205 0.0163205 241.896 241.896 1 0.94676 932.119 882.493 0 0 
1975 1 1 0 0 0 0.51835 0.00170392 0.520054 7.21715e+008 5.62756e+008 958894 250931 0.00483392 0.00483392 1212.98 1212.98 1 0 3.48871e+006 0 0 0 
1975 1 1 1 0 0 0.492266 0.362751 0.855017 1.09446e+008 7.35674e+007 2.66867e+007 2.77235e+007 0.0086133 0.0086133 238791 238791 1 0.409297 942694 385841 0 0 
1975 1 1 2 0 0 0.422257 0.618441 1.0407 1.84264e+007 1.1452e+007 7.08238e+006 1.00526e+007 0.0129155 0.0129155 129834 129834 1 0.87187 237987 207493 0 0 
1975 1 1 3 0 0 0.236604 0.531847 0.768451 723426 504848 268502 260182 0.0171986 0.0171986 4474.76 4474.76 1 0.94676 12441.9 11779.5 0 0 
1975 2 1 0 0 0 0.289484 0.0130417 0.302525 4.29051e+008 3.7023e+008 4.82844e+006 1.17957e+006 0.00754079 0.00754079 8894.86 8894.86 1 0 3.23538e+006 0 0 0 
1975 2 1 1 0 0 0.220191 0.402945 0.623136 4.65448e+007 3.46388e+007 1.39576e+007 1.45419e+007 0.0110761 0.0110761 161067 161067 1 0.409297 515534 211006 0 0 
1975 2 1 2 0 0 0.199951 1.31796 1.51791 6.50836e+006 3.34797e+006 4.41251e+006 4.37841e+006 0.0168117 0.0168117 73608.7 73608.7 1 0.87187 109417 95397.1 0 0 
1975 2 1 3 0 0 0.169448 1.1648 1.33425 335475 185217 215741 166807 0.0216322 0.0216322 3608.4 3608.4 1 0.94676 7257.05 6870.69 0 0 
1975 3 1 0 0 0 0.329164 0.0283763 0.357541 3.17047e+008 2.6656e+008 7.56399e+006 5.24002e+006 0.00480279 0.00480279 25166.8 25166.8 1 0 1.52271e+006 0 0 0 
1975 3 1 1 0 0 0.298634 0.169909 0.468543 2.49601e+007 1.99283e+007 3.386e+006 4.75588e+006 0.0105762 0.0105762 50299 50299 1 0.409297 263983 108047 0 0 
1975 3 1 2 0 0 0.218145 0.371946 0.59009 1.42643e+006 1.07745e+006 400752 2.20678e+006 0.0154459 0.0154459 34085.8 34085.8 1 0.87187 22032.5 19209.5 0 0 
