Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1974 1 1 0 0 0 0.482857 0.00112849 0.483986 5.31742e+008 4.21537e+008 475700 0 0.00632446 0.00632446 0 0 1 0 3.36298e+006 0 0 0 
1974 1 1 1 0 0 0.456422 0.216505 0.672927 1.37507e+008 1.00084e+008 2.16687e+007 1.61011e+007 0.00832646 0.00832646 134065 134065 1 0.409297 1.14495e+006 468623 0 0 
1974 1 1 2 0 0 0.401885 0.359819 0.761703 1.07883e+007 7.5509e+006 2.71695e+006 2.15572e+006 0.0135262 0.0135262 29158.7 29158.7 1 0.87187 145924 127227 0 0 
1974 1 1 3 0 0 0.279594 0.314906 0.5945 472508 356198 112169 475613 0.0184048 0.0184048 8753.57 8753.57 1 0.94676 8696.41 8233.41 0 0 
1974 2 1 0 0 0 0.326748 0.00775736 0.334505 3.27724e+008 2.78545e+008 2.16077e+006 1.88415e+006 0.00584713 0.00584713 11016.9 11016.9 1 0 1.91625e+006 0 0 0 
1974 2 1 1 0 0 0.235424 0.229104 0.464528 7.01579e+007 5.61181e+007 1.28569e+007 1.15441e+007 0.00894888 0.00894888 103307 103307 1 0.409297 627834 256971 0 0 
1974 2 1 2 0 0 0.217345 0.728108 0.945453 5.03673e+006 3.25763e+006 2.37191e+006 866399 0.0149823 0.0149823 12980.6 12980.6 1 0.87187 75461.5 65792.6 0 0 
1974 2 1 3 0 0 0.187755 0.705705 0.893459 260748 172409 121670 48228.1 0.0196945 0.0196945 949.829 949.829 1 0.94676 5135.3 4861.9 0 0 
1974 3 1 0 0 0 0.296626 0.0155037 0.31213 2.3455e+008 2.01474e+008 3.12359e+006 2.8427e+006 0.0049933 0.0049933 14194.5 14194.5 1 0 1.17118e+006 0 0 0 
1974 3 1 1 0 0 0.27469 0.092857 0.367547 4.40894e+007 3.68947e+007 3.42594e+006 1.10913e+007 0.00774447 0.00774447 85896.3 85896.3 1 0.409297 341449 139754 0 0 
1974 3 1 2 0 0 0.174943 0.203691 0.378635 1.95678e+006 1.62898e+006 331809 1.33604e+006 0.0150214 0.0150214 20069.1 20069.1 1 0.87187 29393.6 25627.4 0 0 
1974 3 1 3 0 0 0.174943 0.472979 0.647922 106708 78536.6 37146.1 34534.2 0.0196543 0.0196543 678.744 678.744 1 0.94676 2097.26 1985.61 0 0 
1974 4 1 0 0 0 0.444899 0.00943967 0.454339 1.71664e+008 1.37959e+008 1.30229e+006 1.30233e+006 0.0065831 0.0065831 8573.38 8573.38 1 0 1.13008e+006 0 0 0 
1974 4 1 1 0 0 0.409145 0.105217 0.514363 3.05289e+007 2.38669e+007 2.51121e+006 2.51132e+006 0.0106994 0.0106994 26869.5 26869.5 1 0.409297 326640 133693 0 0 
1974 4 1 2 0 0 0.3178 0.368747 0.686547 1.34e+006 969434 357476 359117 0.0183478 0.0183478 6589.02 6589.02 1 0.87187 24586 21435.8 0 0 
1974 4 1 3 0 0 0.3178 0.368747 0.686547 55822.3 40385.2 14891.9 14821.6 0.0163205 0.0163205 241.896 241.896 1 0.94676 911.047 862.544 0 0 
