Celtic Sea Herring stock numbers at age - stock.n (units : NA )
1   13
1958   2016
1   9
1 
416132	122970	280807	150952	89823	160035	78234	63715	82672
1556490	191312	74616	167229	91437	55508	99394	48930	96858
360855	716763	118280	45631	104020	58025	35402	63835	98925
388774	166062	439796	71560	28080	65304	36611	22494	109207
832844	179042	102748	269243	44560	17838	41694	23539	90601
402677	381611	104589	57982	154542	26094	10498	24710	75100
1373820	185020	230056	61714	34800	94627	16057	6506	66910
418496	633799	116785	144878	39531	22741	62148	10620	51481
737645	192506	387015	70173	88546	24648	14251	39218	42328
771353	337965	112357	218130	40229	51788	14488	8435	51769
903588	352774	193269	61522	121487	22858	29573	8332	39375
467116	412771	199095	103868	33630	67751	12812	16692	30766
253033	211637	212198	93748	49747	16432	33270	6335	27574
822709	114914	111765	103799	46644	25251	8383	17092	20835
281054	370511	55177	47776	45131	20690	11257	3763	20262
325801	125634	163472	20922	18426	17758	8182	4483	13170
162111	146078	57367	65076	8472	7612	7373	3421	9609
203103	72794	67851	23397	26996	3585	3238	3158	7163
226247	91072	33270	27046	9486	11166	1490	1355	5531
185503	102338	45952	15257	12615	4514	5340	718	4090
147208	84467	55676	23445	7918	6679	2402	2861	3036
280881	67136	46786	29138	12481	4300	3646	1320	3561
167500	126750	32976	20654	13084	5717	1980	1690	2792
464006	74966	56709	12754	8125	5251	2306	804	2307
721610	203510	26657	15841	3624	2355	1530	677	1413
781099	324713	96808	11245	6797	1586	1036	678	1149
662563	349053	142770	36528	4316	2661	624	411	929
637792	297806	163922	59140	15391	1855	1150	272	733
648198	289741	157823	80583	29571	7851	951	594	608
1189280	293496	147892	73567	38207	14304	3817	466	671
473219	537542	146833	67007	33903	17963	6759	1816	637
572427	216257	304708	79405	36857	19025	10131	3839	1454
501415	260664	117730	155610	41246	19532	10133	5433	3002
207514	228908	146056	62629	84200	22769	10836	5661	5014
954574	93873	115624	67080	29257	40129	10906	5227	5848
358080	428591	43544	47066	27774	12358	17035	4662	5700
762863	162557	225327	21165	23269	14009	6265	8696	6005
714985	346489	85948	110406	10548	11831	7158	3224	8306
349939	323229	173739	39066	51044	4975	5608	3417	6682
368348	159071	172505	86264	19730	26299	2576	2925	6067
244887	166270	78402	76522	38922	9082	12167	1200	5083
467131	110219	79291	33191	32950	17098	4010	5409	3593
449799	207439	45120	27039	11512	11660	6081	1436	3921
451961	199332	82957	14886	9073	3941	4012	2107	2634
490296	201528	85490	30219	5515	3430	1497	1535	2299
143963	224034	114084	46144	16590	3089	1931	849	2395
359862	65276	116172	54381	22372	8206	1536	966	1936
1087700	162447	32189	51569	24554	10306	3799	716	1638
370229	494105	86038	15811	25764	12515	5279	1960	1415
823782	170373	303122	52040	9727	16171	7894	3353	2227
348151	379293	105152	184916	32291	6157	10288	5058	3699
1274910	160881	243937	68000	121633	21669	4153	6987	6071
1006760	589367	103925	158737	45009	82134	14706	2838	9112
1325620	464887	375940	66429	103204	29854	54752	9872	8368
905675	611356	292313	235465	42320	67077	19501	36015	12381
494823	415240	359657	166613	136511	25031	39872	11673	29949
357287	227505	252159	214422	101035	84454	15563	24965	27970
132033	163660	132442	141604	122477	58876	49461	9179	33565
263363	60205	90474	69122	75171	66331	32046	27110	26991




