index_TS,year,index
index_y,1992,164.089880292182
index_y,1993,195.757075157712
index_y,1994,155.136772900641
index_y,1995,170.469140462218
index_y,1996,106.264018859049
index_y,1997,134.679761529951
index_y,1998,51.716656289391
index_y,1999,255.42224916637
index_y,2000,109.823655197846
index_y,2001,341.301758321883
index_y,2002,150.703847998662
index_y,2003,70.8374837271272
index_y,2004,43.8817097470948
index_y,2005,82.0604479328078
index_y,2006,64.4174348169274
index_y,2007,50.9153223088375
index_y,2008,39.5337110996352
index_y,2009,99.184107281647
index_y,2010,74.1011558782972
index_y,2011,77.6346597498664
index_y,2012,65.0796758866592
index_y,2013,61.1765556146481
index_y,2014,113.796271332747
index_y,2015,21.760083833274
index_y,2016,81.6903119935081
index_y,2017,27.8320186024088
index_y,2018,101.375565486939
