age,AQ1,AQ2,AQ3,AQ4,CQ1,CQ2,CQ3,CQ4,DQ1,DQ2,DQ3,DQ4,FQ1,FQ2,FQ3,FQ4
0,0,0,0,0,0,0,0.193495884,0.630707527,0,0,3.760327588,0.318473239,0,0,1.218371957,3.488230559
1,0,0,0,0,1.914618662,0.343986184,51.81072855,38.74880969,4.251731495,1.273719814,0.029310857,3.391344756,2.893354218,6.551021209,17.55413371,21.42485534
2,0,0.060642545,0.009790839,5.99382E-06,23.09903885,7.453005881,20.02527085,9.907029659,10.13705024,0.00641247,0.011659676,0.356287311,14.65760104,20.56816439,13.25391787,18.63551388
3,0,0.056053347,0.02337111,0.007703253,13.1336484,1.459196857,14.90504966,4.75664734,4.437917978,0.002554015,0.00968344,0.132719467,34.04141275,31.56534077,11.43472749,19.12720636
4,0,0.116031809,0.048378774,0.002696138,2.876301833,0.563976583,6.922527434,2.060856047,0.847991591,0.002531661,0.00447288,0.033084421,30.38801736,24.80126013,7.483607732,12.55026933
5,0,0.054360504,0.022665289,0,3.556447672,0.976326134,7.716051813,2.204693647,0.571917992,0.005365577,0.005076401,0.015409202,37.97752774,17.96671087,5.70060992,8.8186961
6,0,0.057078529,0.023798554,0,2.070645215,0.310882682,3.766246613,1.133198751,0.352937171,0.001976792,0.002449485,0.008229371,18.39085628,12.84319061,2.034547274,3.533515474
7,0,0.128422167,0.05354486,0,2.354666596,0.222254326,1.221044823,0.377425144,0.132789142,0.000621277,0.000804914,0.007179832,5.703697891,4.546797711,1.016888698,1.429073486
8,0,0.024966203,0.01040951,0,0.277528063,0.118560396,0.568730442,0.156381809,0.145717894,0.000847196,0.000371359,0.001049539,9.593627747,5.492930727,0.671043275,1.281039181
