"","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"0",0.907679617842831,0.900074961323312,0.891522222107335,0.88186976002694,0.871319438686286,0.859369148294381,0.84615169959652,0.832763943180871,0.81876542454326,0.804377676313297,0.788986755525559,0.772391979145103,0.757303068356491,0.741410696607823,0.726587259226573,0.717291398072775,0.711082895418644,0.706595765886065,0.70258916411681,0.700076577506614,0.697670584062176,0.695614892014589,0.698371710453275,0.709412072912902,0.723448605826913,0.743139198835792,0.768732529279255,0.787939377143719,0.801731996541799,0.812980481475283,0.816274003228285,0.815863864131364,0.816800800574368,0.819204703604877,0.820419270269525,0.820442242626649,0.819163498595273,0.817307687354852,0.815668369736595,0.813716092913831
"1",0.687997644088528,0.705387569325114,0.718771224519542,0.727398377261153,0.732721536699979,0.734104052060995,0.731533480533967,0.727345944053022,0.71532378683939,0.701098827350858,0.693723026210931,0.687239261367499,0.679244242096116,0.671875711442001,0.663845019144428,0.651573645260454,0.637793665159001,0.624428091124494,0.603968005656047,0.584002770295819,0.569745529287038,0.555310622176013,0.548620272766359,0.553368014497552,0.562929416703008,0.582828656025212,0.612065788122796,0.633299909164511,0.653350794200077,0.669633670710857,0.667165270314251,0.657620335499007,0.649538157388361,0.642436513654376,0.63341786889215,0.623729323172438,0.612044918399201,0.599421388830032,0.587193245654922,0.574541654223658
"2",0.400228140528256,0.398043290061872,0.395602290661182,0.39303409354362,0.390156155709396,0.386919456864537,0.383343871768057,0.379295728543652,0.374783262281516,0.369933943014454,0.365045792976857,0.360068546641802,0.354524952904928,0.344513963753995,0.334571781945209,0.327757481350063,0.320904429295792,0.316852691014319,0.317746911186859,0.319725030206019,0.320855720190543,0.323300557104292,0.327028905513958,0.329949283341025,0.334576105249259,0.346055379919792,0.360942561373926,0.373230027302031,0.388627252168294,0.40217133948986,0.405617657130925,0.406116882679433,0.404745801990811,0.401243935974144,0.395470454145678,0.387739629716642,0.377691939811234,0.365572949065088,0.351838305460631,0.336308861335969
"3",0.371927805573333,0.367987759751996,0.363752017376045,0.359299252403938,0.354475074785699,0.349239420637509,0.343611802147964,0.337523330975502,0.331271483481187,0.324611690725826,0.315926515826926,0.305954050903057,0.297345633163868,0.286097208969205,0.275971665215753,0.272108400540071,0.270314110204648,0.27089148716328,0.277674656614826,0.285641876032538,0.291290216513225,0.298375567821013,0.30480504932226,0.308952638156089,0.31352547233352,0.320284412616322,0.3274834359349,0.334269077216403,0.344950554982269,0.354494541900076,0.357712162921447,0.359306456734051,0.359248010088321,0.357435217346431,0.354045523350097,0.349190350663451,0.342725565274664,0.334656994789535,0.325146872446301,0.314202428729902
"4",0.34310602919366,0.343051522895185,0.342034571981217,0.340052777310239,0.337100763511141,0.333112760987732,0.328089406376933,0.322141941326874,0.314803907357094,0.30652110317905,0.296134717885394,0.283969725175634,0.273731429396062,0.261250936408718,0.250141769179755,0.246574613073393,0.245792966997642,0.246784981270639,0.253563727023109,0.261365399097669,0.266211720104847,0.272184847394748,0.277198268962729,0.278569543750852,0.280305227127448,0.284522981317751,0.288697343489541,0.293810608691376,0.304488490526416,0.314812264500501,0.320373776442297,0.325476568774578,0.328353824291099,0.328930695995624,0.327987596873257,0.325395548834923,0.321250455951879,0.315405714230385,0.307846877264159,0.29870522380718
"5",0.326244563114441,0.323766492221382,0.320698014186023,0.317022852355321,0.31274785276135,0.30787089855928,0.302374915092179,0.296287586032983,0.289316581361905,0.281713412354817,0.272377767399932,0.261697589676407,0.252748706987097,0.242737515680148,0.233830736930903,0.230076092588363,0.228363769862551,0.228473781838645,0.233392874905235,0.239374189301974,0.243431906854193,0.248480960213718,0.253052079482053,0.255271532407095,0.258131699179335,0.263444941527594,0.269252620252837,0.275728132728677,0.286680405032954,0.297233000248398,0.303814327364037,0.310061352734357,0.31393226528849,0.315426160291925,0.315361173215999,0.313523376474403,0.310095529192622,0.304859410676247,0.297714969381446,0.288850439225655
"6",0.322432785422546,0.317917886141841,0.313188032095494,0.308276553073671,0.303085246276354,0.297682123055414,0.292047726166427,0.286008989705472,0.279912368772629,0.273404156315858,0.264706014983726,0.254675586955413,0.246043532394745,0.236137733181923,0.22718011837256,0.222762708249162,0.219992918811491,0.219215574562374,0.223303026311945,0.2284693239855,0.231795964143042,0.236076627401168,0.240236963020336,0.242832271885276,0.246211892364361,0.252149069040611,0.258886867718982,0.265746725718301,0.276294318230102,0.286311424872121,0.292018355637704,0.297069679150129,0.300262377312431,0.301572330959172,0.301504400464705,0.299945173139556,0.296977708099942,0.29248716426712,0.286475521899448,0.279047468467773
"7",0.303764925276107,0.295624218357482,0.287802171530651,0.280353001327762,0.273123902220216,0.266221110893932,0.259626965559153,0.253069563578418,0.247406209247368,0.241775177995767,0.233764635017419,0.224643781020491,0.217083723340243,0.209340109264068,0.202547788412322,0.199641502855821,0.198536807423504,0.198694832087276,0.202390011705345,0.20686239819872,0.209289993540447,0.212081419842227,0.214992162878155,0.215775020058413,0.21758896750273,0.223541536687601,0.230821899313165,0.238417269553296,0.250225601322934,0.261688216157503,0.268909052596667,0.27576794101754,0.2802309847809,0.282341717060884,0.282827838509718,0.281405060363919,0.278323063968296,0.273375159063184,0.266468261640055,0.257784483376093
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
