"Rationale","Fbar (2020)","Catch (2020)","SSB (2020)","Fbar (2021)","Catch (2021)","SSB (2021)","SSB (2022)"
1,0.265478231506977,8064,23483.2945006648,0.266,7341.24221093028,21973.3632675281,20802.0638210326
1,0.265478231506977,8064,23483.2945006648,0,0,27314.7263699067,31116.2893612539
1,0.265478231506977,8064,23483.2945006648,0.246293547122868,6854.4,22327.0814344613,22530.7827783915
1,0.265478231506977,8064,23483.2945006648,0.295895082418307,8064,21448.4642846922,21784.6245043525
1,0.265478231506977,8064,23483.2945006648,0.347733026511928,9273.6,20570.6970428741,21041.089563866
1,0.265478231506977,8064,23483.2945006648,0.183968167156234,5258.1933674653,23487.5288444427,23496.9542557045
1,0.265478231506977,8064,23483.2945006648,0.397,10374.0167877095,19773.06558366,17203.5562098706
1,0.265478231506977,8064,23483.2945006648,0.286,7826.85217663129,21620.660142168,20200.0246886366
1,0.265478231506977,8064,23483.2945006648,1.05832313386433,21473.9105712186,11831,13737.2780609667
1,0.265478231506977,8064,23483.2945006648,1.51127781232738,26321.0125403425,8500,10985.0111049164
1,0.265478231506977,8064,23483.2945006648,0.347733026511928,9273.6,20570.6970428741,21041.089563866
