"","Fbar 2-6 A","Fbar 0-1 B","Fbar 0-1 C","Fbar 0-1 D","Fbar 2-6","Fbar 0-1","Catch A","Catch B","Catch C","Catch D","SSB","SSB"
"intermediate year",0.379539241398426,0.0180411574638629,0.00476177099528853,0.00464700844698023,0.382846751571657,0.0293935803615942,622054.69625392,7094.186541508,7878.60213822744,1827.30763527089,1404215.99229752,NA
"fmsyAR",0.213799026711107,0.0180411574638629,0.00264902880898675,0.00429787401327248,0.215782834211944,0.0260829380582339,289265.915023444,7670.47723625491,4771.05512019444,1827.30763528513,1161907.56883355,1161607.97331875
"fmsyAR_transfer",0.225003690701468,0.0180417629815976,0.00265106932396537,0.00429801825743542,0.226988782757519,0.0261431080984129,302362.292385913,7670.47723294501,4771.05508094613,1827.30763196851,1153095.20185373,1146188.39040207
"fmsyAR_no_transfer",0.212401798598381,0.0180411574638629,0.00491520381993163,0.00430078016913998,0.215799940663129,0.0283448639352083,287537.496618982,7665.29408307565,8835.28725961933,1827.30763528622,1161999.68049377,1158780.87315483
"mpA",0.192781634250648,0.0282450052713524,0.00475834453639201,0.00462338243140813,0.196237656889328,0.0386139786708101,250634.619176821,16273.5932587876,8553.30472256703,1954.44142042736,1177635.52076675,1184779.35288026
"mpAC",0.192781634250648,0.0282450052713524,0.00475834453639201,0.00462338243140813,0.196237656889328,0.0386139786708101,250634.619176821,16273.5932587876,8553.30472256703,1954.44142042736,1177635.52076675,1184779.35288026
"mpAD",0.192781634250648,0.0282450052713524,0.00475834453639201,0.00462338243140813,0.196237656889328,0.0386139786708101,250634.619176821,16273.5932587876,8553.30472256703,1954.44142042736,1177635.52076675,1184779.35288026
"mpB",0.196697767785241,0.0357557269559873,0.00475643687897623,0.00461701591374611,0.200263652240903,0.0461364809375175,255345.226372804,20525.1223279436,8538.46674967425,1944.56541454885,1174408.24999503,1177446.73719318
"fmsy",0.258028577728078,0.0180411574638629,0.00265723336821693,0.00429923857575704,0.260017525785318,0.0263190093910387,339932.704194924,7669.46827943826,4771.38758151792,1827.64736400931,1127657.83645933,1102901.39367281
"nf",0,0,0,0,0,0,0,0,0,0,1351154.7310609,1560284.64438769
"tacro",0.547801181112018,0.0180411574638629,0.00270740727338754,0.00430207248573726,0.549821484014938,0.0278559602684783,614077.96,7662.9914744049,4771.05511343653,1827.30763513983,934751.135641828,826455.310879809
"-15%",0.441689347899784,0.0180411574638629,0.00268938177727795,0.00430075252729181,0.443698381782162,0.0272932096856151,523989.7599967,7665.34334954132,4771.0551201949,1827.3076352852,999589.134282315,910078.680794481
"+15%",0.667582758272179,0.0180411574638629,0.00272722761843861,0.00430354763198264,0.669615452635005,0.0284906644752333,704166.159999949,7660.3647971965,4771.05512019441,1827.30763528514,868466.252632947,749199.508851299
"fsq",0.380881536946735,0.0180411574638629,0.002679029423051,0.00430078810537258,0.382884110580467,0.0269714924245956,467345.007538866,7666.69852885811,4771.38818991378,1827.64580966804,1039624.6253707,966153.653967537
"fpa",0.298029771762933,0.0180411574638629,0.00266440600950433,0.00429974506431758,0.300023203671348,0.0265315370596308,383471.965296192,7668.56273622593,4771.38780080093,1827.6468592186,1097885.18667613,1054459.76899858
"flim",0.338031769729716,0.0180411574638629,0.00267150489221992,0.00430024965694845,0.340029639429444,0.0267439931907055,424984.227744281,7667.66076926445,4771.38800676135,1827.64635022295,1069200.27631652,1009945.98883209
"bpa",0.609701991129409,0.0180411574638629,0.00271790822262208,0.00430362825320203,0.611728870566615,0.0281850147844956,662046.723923402,7661.62696417466,4771.38880954193,1827.64295110013,899637.333420708,784559.818251443
"blim",0.806411771422342,0.0180411574638629,0.00274974559775605,0.00430602457734337,0.808458555629985,0.0292266111893586,795656.03194784,7657.35311977623,4771.38912461494,1827.64053787563,799669.972616405,676712.06048776
"MSYBtrigger",0.00000000379539241398426,0.0180411574638629,0.00260896045670825,0.0042959192921211,0.0019587762106374,0.0249460372321287,0.00589068505347312,7675.39915200448,4771.2360587261,1827.64855070258,1349676.87805282,1548944.24119965
