A2012,B2012,C2012,D2012
0.96483,626.4431734,0.617893591,145.2159215
42.5839,67.44482252,70.56684766,104.1744572
404.36431,7.171431504,35.45080793,7.594832805
667.132,4.228156491,1.822980221,0.029957669
402.71928,0,1.140439998,0
305.31144,0.732083633,0.189311394,0
149.49378,1.449226783,0.195811599,0
104.34173,0,0.111159726,0
89.05313,0.418333504,0.029342743,0
108.52944,0,0,0
