"year","wr","wbss_canum_1000","caton","weca_kg"
2016,"0",43890.9448954091,376.514638608904,0.00857841268867935
2016,"1",49519.6065919987,1852.19234904885,0.0374032121117078
2016,"2",198981.437551606,12237.0280533501,0.0614983397643633
2016,"3",136891.627334833,13362.9685205658,0.097617135399233
2016,"4",59012.2846335398,6481.84365964031,0.109838886935015
2016,"5",42636.1806404119,6074.2211323758,0.142466352312488
2016,"6",30671.531291158,5454.51619488514,0.177836448500293
2016,"7",14050.1368961331,2522.13296198246,0.179509493795509
2016,"8+",14806.6193848751,2936.16981668339,0.198301161147065
