 par parNo species year quarter area age predator prey fleet
F_q_ini 90 1 1974 2 -1 2 -1 -1 -1
F_q_ini 91 1 1974 3 -1 2 -1 -1 -1
F_q_ini 92 1 1974 1 -1 3 -1 -1 -1
F_q_ini 93 1 1974 2 -1 3 -1 -1 -1
F_q_ini 94 1 1974 3 -1 3 -1 -1 -1
log_F_a_ini 95 1 1974 -1 -1 0 -1 -1 -1
log_F_a_ini 96 1 1974 -1 -1 1 -1 -1 -1
log_F_a_ini 97 1 1974 -1 -1 2 -1 -1 -1
qq_ini 98 1 -1 -1 -1 0 -1 -1 1
qq_ini 99 1 -1 -1 -1 1 -1 -1 1
qq_ini 100 1 -1 -1 -1 2 -1 -1 1
qq_ini 101 1 -1 -1 -1 3 -1 -1 1
qq_ini 102 1 -1 -1 -1 1 -1 -1 2
qq_ini 103 1 -1 -1 -1 2 -1 -1 2
qq_ini 104 1 -1 -1 -1 3 -1 -1 2
qq_ini 105 1 -1 -1 -1 1 -1 -1 3
qq_ini 106 1 -1 -1 -1 2 -1 -1 3
qq_ini 107 1 -1 -1 -1 3 -1 -1 3
qq_power_ini 108 1 -1 -1 -1 0 -1 -1 1
qq_s2_ini 109 1 -1 -1 -1 0 -1 -1 1
qq_s2_ini 110 1 -1 -1 -1 1 -1 -1 1
qq_s2_ini 111 1 -1 -1 -1 1 -1 -1 2
qq_s2_ini 112 1 -1 -1 -1 2 -1 -1 2
qq_s2_ini 113 1 -1 -1 -1 1 -1 -1 3
qq_s2_ini 114 1 -1 -1 -1 2 -1 -1 3
SSB_R_alfa 115 1 -1 -1 -1 -1 -1 -1 -1
catch_s2_ini 116 1 -1 1 -1 0 -1 -1 -1
catch_s2_ini 117 1 -1 1 -1 1 -1 -1 -1
catch_s2_ini 118 1 -1 1 -1 2 -1 -1 -1
catch_s2_ini 119 1 -1 2 -1 0 -1 -1 -1
catch_s2_ini 120 1 -1 2 -1 1 -1 -1 -1
catch_s2_ini 121 1 -1 2 -1 2 -1 -1 -1
catch_s2_ini 122 1 -1 3 -1 0 -1 -1 -1
catch_s2_ini 123 1 -1 3 -1 1 -1 -1 -1
catch_s2_ini 124 1 -1 3 -1 2 -1 -1 -1
catch_s2_ini 125 1 -1 4 -1 0 -1 -1 -1
catch_s2_ini 126 1 -1 4 -1 1 -1 -1 -1
catch_s2_ini 127 1 -1 4 -1 2 -1 -1 -1
avg_F 128 1 1974 -1 -1 -1 -1 -1 -1
avg_F 129 1 1975 -1 -1 -1 -1 -1 -1
avg_F 130 1 1976 -1 -1 -1 -1 -1 -1
avg_F 131 1 1977 -1 -1 -1 -1 -1 -1
avg_F 132 1 1978 -1 -1 -1 -1 -1 -1
avg_F 133 1 1979 -1 -1 -1 -1 -1 -1
avg_F 134 1 1980 -1 -1 -1 -1 -1 -1
avg_F 135 1 1981 -1 -1 -1 -1 -1 -1
avg_F 136 1 1982 -1 -1 -1 -1 -1 -1
avg_F 137 1 1983 -1 -1 -1 -1 -1 -1
avg_F 138 1 1984 -1 -1 -1 -1 -1 -1
avg_F 139 1 1985 -1 -1 -1 -1 -1 -1
avg_F 140 1 1986 -1 -1 -1 -1 -1 -1
avg_F 141 1 1987 -1 -1 -1 -1 -1 -1
avg_F 142 1 1988 -1 -1 -1 -1 -1 -1
avg_F 143 1 1989 -1 -1 -1 -1 -1 -1
avg_F 144 1 1990 -1 -1 -1 -1 -1 -1
avg_F 145 1 1991 -1 -1 -1 -1 -1 -1
avg_F 146 1 1992 -1 -1 -1 -1 -1 -1
avg_F 147 1 1993 -1 -1 -1 -1 -1 -1
avg_F 148 1 1994 -1 -1 -1 -1 -1 -1
avg_F 149 1 1995 -1 -1 -1 -1 -1 -1
avg_F 150 1 1996 -1 -1 -1 -1 -1 -1
avg_F 151 1 1997 -1 -1 -1 -1 -1 -1
avg_F 152 1 1998 -1 -1 -1 -1 -1 -1
avg_F 153 1 1999 -1 -1 -1 -1 -1 -1
avg_F 154 1 2000 -1 -1 -1 -1 -1 -1
avg_F 155 1 2001 -1 -1 -1 -1 -1 -1
avg_F 156 1 2002 -1 -1 -1 -1 -1 -1
avg_F 157 1 2003 -1 -1 -1 -1 -1 -1
avg_F 158 1 2004 -1 -1 -1 -1 -1 -1
avg_F 159 1 2005 -1 -1 -1 -1 -1 -1
avg_F 160 1 2006 -1 -1 -1 -1 -1 -1
avg_F 161 1 2007 -1 -1 -1 -1 -1 -1
avg_F 162 1 2008 -1 -1 -1 -1 -1 -1
avg_F 163 1 2009 -1 -1 -1 -1 -1 -1
avg_F 164 1 2010 -1 -1 -1 -1 -1 -1
avg_F 165 1 2011 -1 -1 -1 -1 -1 -1
avg_F 166 1 2012 -1 -1 -1 -1 -1 -1
avg_F 167 1 2013 -1 -1 -1 -1 -1 -1
hist_SSB 168 1 1974 -1 -1 -1 -1 -1 -1
hist_SSB 169 1 1975 -1 -1 -1 -1 -1 -1
hist_SSB 170 1 1976 -1 -1 -1 -1 -1 -1
hist_SSB 171 1 1977 -1 -1 -1 -1 -1 -1
hist_SSB 172 1 1978 -1 -1 -1 -1 -1 -1
hist_SSB 173 1 1979 -1 -1 -1 -1 -1 -1
hist_SSB 174 1 1980 -1 -1 -1 -1 -1 -1
hist_SSB 175 1 1981 -1 -1 -1 -1 -1 -1
hist_SSB 176 1 1982 -1 -1 -1 -1 -1 -1
hist_SSB 177 1 1983 -1 -1 -1 -1 -1 -1
hist_SSB 178 1 1984 -1 -1 -1 -1 -1 -1
hist_SSB 179 1 1985 -1 -1 -1 -1 -1 -1
hist_SSB 180 1 1986 -1 -1 -1 -1 -1 -1
hist_SSB 181 1 1987 -1 -1 -1 -1 -1 -1
hist_SSB 182 1 1988 -1 -1 -1 -1 -1 -1
hist_SSB 183 1 1989 -1 -1 -1 -1 -1 -1
hist_SSB 184 1 1990 -1 -1 -1 -1 -1 -1
hist_SSB 185 1 1991 -1 -1 -1 -1 -1 -1
hist_SSB 186 1 1992 -1 -1 -1 -1 -1 -1
hist_SSB 187 1 1993 -1 -1 -1 -1 -1 -1
hist_SSB 188 1 1994 -1 -1 -1 -1 -1 -1
hist_SSB 189 1 1995 -1 -1 -1 -1 -1 -1
hist_SSB 190 1 1996 -1 -1 -1 -1 -1 -1
hist_SSB 191 1 1997 -1 -1 -1 -1 -1 -1
hist_SSB 192 1 1998 -1 -1 -1 -1 -1 -1
hist_SSB 193 1 1999 -1 -1 -1 -1 -1 -1
hist_SSB 194 1 2000 -1 -1 -1 -1 -1 -1
hist_SSB 195 1 2001 -1 -1 -1 -1 -1 -1
hist_SSB 196 1 2002 -1 -1 -1 -1 -1 -1
hist_SSB 197 1 2003 -1 -1 -1 -1 -1 -1
hist_SSB 198 1 2004 -1 -1 -1 -1 -1 -1
hist_SSB 199 1 2005 -1 -1 -1 -1 -1 -1
hist_SSB 200 1 2006 -1 -1 -1 -1 -1 -1
hist_SSB 201 1 2007 -1 -1 -1 -1 -1 -1
hist_SSB 202 1 2008 -1 -1 -1 -1 -1 -1
hist_SSB 203 1 2009 -1 -1 -1 -1 -1 -1
hist_SSB 204 1 2010 -1 -1 -1 -1 -1 -1
hist_SSB 205 1 2011 -1 -1 -1 -1 -1 -1
hist_SSB 206 1 2012 -1 -1 -1 -1 -1 -1
hist_SSB 207 1 2013 -1 -1 -1 -1 -1 -1
hist_log_SSB 208 1 1974 -1 -1 -1 -1 -1 -1
hist_log_SSB 209 1 1975 -1 -1 -1 -1 -1 -1
hist_log_SSB 210 1 1976 -1 -1 -1 -1 -1 -1
hist_log_SSB 211 1 1977 -1 -1 -1 -1 -1 -1
hist_log_SSB 212 1 1978 -1 -1 -1 -1 -1 -1
hist_log_SSB 213 1 1979 -1 -1 -1 -1 -1 -1
hist_log_SSB 214 1 1980 -1 -1 -1 -1 -1 -1
hist_log_SSB 215 1 1981 -1 -1 -1 -1 -1 -1
hist_log_SSB 216 1 1982 -1 -1 -1 -1 -1 -1
hist_log_SSB 217 1 1983 -1 -1 -1 -1 -1 -1
hist_log_SSB 218 1 1984 -1 -1 -1 -1 -1 -1
hist_log_SSB 219 1 1985 -1 -1 -1 -1 -1 -1
hist_log_SSB 220 1 1986 -1 -1 -1 -1 -1 -1
hist_log_SSB 221 1 1987 -1 -1 -1 -1 -1 -1
hist_log_SSB 222 1 1988 -1 -1 -1 -1 -1 -1
hist_log_SSB 223 1 1989 -1 -1 -1 -1 -1 -1
hist_log_SSB 224 1 1990 -1 -1 -1 -1 -1 -1
hist_log_SSB 225 1 1991 -1 -1 -1 -1 -1 -1
hist_log_SSB 226 1 1992 -1 -1 -1 -1 -1 -1
hist_log_SSB 227 1 1993 -1 -1 -1 -1 -1 -1
hist_log_SSB 228 1 1994 -1 -1 -1 -1 -1 -1
hist_log_SSB 229 1 1995 -1 -1 -1 -1 -1 -1
hist_log_SSB 230 1 1996 -1 -1 -1 -1 -1 -1
hist_log_SSB 231 1 1997 -1 -1 -1 -1 -1 -1
hist_log_SSB 232 1 1998 -1 -1 -1 -1 -1 -1
hist_log_SSB 233 1 1999 -1 -1 -1 -1 -1 -1
hist_log_SSB 234 1 2000 -1 -1 -1 -1 -1 -1
hist_log_SSB 235 1 2001 -1 -1 -1 -1 -1 -1
hist_log_SSB 236 1 2002 -1 -1 -1 -1 -1 -1
hist_log_SSB 237 1 2003 -1 -1 -1 -1 -1 -1
hist_log_SSB 238 1 2004 -1 -1 -1 -1 -1 -1
hist_log_SSB 239 1 2005 -1 -1 -1 -1 -1 -1
hist_log_SSB 240 1 2006 -1 -1 -1 -1 -1 -1
hist_log_SSB 241 1 2007 -1 -1 -1 -1 -1 -1
hist_log_SSB 242 1 2008 -1 -1 -1 -1 -1 -1
hist_log_SSB 243 1 2009 -1 -1 -1 -1 -1 -1
hist_log_SSB 244 1 2010 -1 -1 -1 -1 -1 -1
hist_log_SSB 245 1 2011 -1 -1 -1 -1 -1 -1
hist_log_SSB 246 1 2012 -1 -1 -1 -1 -1 -1
hist_log_SSB 247 1 2013 -1 -1 -1 -1 -1 -1
avg_sumF 248 1 1974 -1 -1 -1 -1 -1 -1
avg_sumF 249 1 1975 -1 -1 -1 -1 -1 -1
avg_sumF 250 1 1976 -1 -1 -1 -1 -1 -1
avg_sumF 251 1 1977 -1 -1 -1 -1 -1 -1
avg_sumF 252 1 1978 -1 -1 -1 -1 -1 -1
avg_sumF 253 1 1979 -1 -1 -1 -1 -1 -1
avg_sumF 254 1 1980 -1 -1 -1 -1 -1 -1
avg_sumF 255 1 1981 -1 -1 -1 -1 -1 -1
avg_sumF 256 1 1982 -1 -1 -1 -1 -1 -1
avg_sumF 257 1 1983 -1 -1 -1 -1 -1 -1
avg_sumF 258 1 1984 -1 -1 -1 -1 -1 -1
avg_sumF 259 1 1985 -1 -1 -1 -1 -1 -1
avg_sumF 260 1 1986 -1 -1 -1 -1 -1 -1
avg_sumF 261 1 1987 -1 -1 -1 -1 -1 -1
avg_sumF 262 1 1988 -1 -1 -1 -1 -1 -1
avg_sumF 263 1 1989 -1 -1 -1 -1 -1 -1
avg_sumF 264 1 1990 -1 -1 -1 -1 -1 -1
avg_sumF 265 1 1991 -1 -1 -1 -1 -1 -1
avg_sumF 266 1 1992 -1 -1 -1 -1 -1 -1
avg_sumF 267 1 1993 -1 -1 -1 -1 -1 -1
avg_sumF 268 1 1994 -1 -1 -1 -1 -1 -1
avg_sumF 269 1 1995 -1 -1 -1 -1 -1 -1
avg_sumF 270 1 1996 -1 -1 -1 -1 -1 -1
avg_sumF 271 1 1997 -1 -1 -1 -1 -1 -1
avg_sumF 272 1 1998 -1 -1 -1 -1 -1 -1
avg_sumF 273 1 1999 -1 -1 -1 -1 -1 -1
avg_sumF 274 1 2000 -1 -1 -1 -1 -1 -1
avg_sumF 275 1 2001 -1 -1 -1 -1 -1 -1
avg_sumF 276 1 2002 -1 -1 -1 -1 -1 -1
avg_sumF 277 1 2003 -1 -1 -1 -1 -1 -1
avg_sumF 278 1 2004 -1 -1 -1 -1 -1 -1
avg_sumF 279 1 2005 -1 -1 -1 -1 -1 -1
avg_sumF 280 1 2006 -1 -1 -1 -1 -1 -1
avg_sumF 281 1 2007 -1 -1 -1 -1 -1 -1
avg_sumF 282 1 2008 -1 -1 -1 -1 -1 -1
avg_sumF 283 1 2009 -1 -1 -1 -1 -1 -1
avg_sumF 284 1 2010 -1 -1 -1 -1 -1 -1
avg_sumF 285 1 2011 -1 -1 -1 -1 -1 -1
avg_sumF 286 1 2012 -1 -1 -1 -1 -1 -1
avg_sumF 287 1 2013 -1 -1 -1 -1 -1 -1
avg_log_sumF 288 1 1974 -1 -1 -1 -1 -1 -1
avg_log_sumF 289 1 1975 -1 -1 -1 -1 -1 -1
avg_log_sumF 290 1 1976 -1 -1 -1 -1 -1 -1
avg_log_sumF 291 1 1977 -1 -1 -1 -1 -1 -1
avg_log_sumF 292 1 1978 -1 -1 -1 -1 -1 -1
avg_log_sumF 293 1 1979 -1 -1 -1 -1 -1 -1
avg_log_sumF 294 1 1980 -1 -1 -1 -1 -1 -1
avg_log_sumF 295 1 1981 -1 -1 -1 -1 -1 -1
avg_log_sumF 296 1 1982 -1 -1 -1 -1 -1 -1
avg_log_sumF 297 1 1983 -1 -1 -1 -1 -1 -1
avg_log_sumF 298 1 1984 -1 -1 -1 -1 -1 -1
avg_log_sumF 299 1 1985 -1 -1 -1 -1 -1 -1
avg_log_sumF 300 1 1986 -1 -1 -1 -1 -1 -1
avg_log_sumF 301 1 1987 -1 -1 -1 -1 -1 -1
avg_log_sumF 302 1 1988 -1 -1 -1 -1 -1 -1
avg_log_sumF 303 1 1989 -1 -1 -1 -1 -1 -1
avg_log_sumF 304 1 1990 -1 -1 -1 -1 -1 -1
avg_log_sumF 305 1 1991 -1 -1 -1 -1 -1 -1
avg_log_sumF 306 1 1992 -1 -1 -1 -1 -1 -1
avg_log_sumF 307 1 1993 -1 -1 -1 -1 -1 -1
avg_log_sumF 308 1 1994 -1 -1 -1 -1 -1 -1
avg_log_sumF 309 1 1995 -1 -1 -1 -1 -1 -1
avg_log_sumF 310 1 1996 -1 -1 -1 -1 -1 -1
avg_log_sumF 311 1 1997 -1 -1 -1 -1 -1 -1
avg_log_sumF 312 1 1998 -1 -1 -1 -1 -1 -1
avg_log_sumF 313 1 1999 -1 -1 -1 -1 -1 -1
avg_log_sumF 314 1 2000 -1 -1 -1 -1 -1 -1
avg_log_sumF 315 1 2001 -1 -1 -1 -1 -1 -1
avg_log_sumF 316 1 2002 -1 -1 -1 -1 -1 -1
avg_log_sumF 317 1 2003 -1 -1 -1 -1 -1 -1
avg_log_sumF 318 1 2004 -1 -1 -1 -1 -1 -1
avg_log_sumF 319 1 2005 -1 -1 -1 -1 -1 -1
avg_log_sumF 320 1 2006 -1 -1 -1 -1 -1 -1
avg_log_sumF 321 1 2007 -1 -1 -1 -1 -1 -1
avg_log_sumF 322 1 2008 -1 -1 -1 -1 -1 -1
avg_log_sumF 323 1 2009 -1 -1 -1 -1 -1 -1
avg_log_sumF 324 1 2010 -1 -1 -1 -1 -1 -1
avg_log_sumF 325 1 2011 -1 -1 -1 -1 -1 -1
avg_log_sumF 326 1 2012 -1 -1 -1 -1 -1 -1
avg_log_sumF 327 1 2013 -1 -1 -1 -1 -1 -1
exploi_pattern 328 1 2013 1  -1 0  -1 -1 -1
exploi_pattern 329 1 2013 1  -1 1  -1 -1 -1
exploi_pattern 330 1 2013 1  -1 2  -1 -1 -1
exploi_pattern 331 1 2013 1  -1 3  -1 -1 -1
exploi_pattern 332 1 2013 2  -1 0  -1 -1 -1
exploi_pattern 333 1 2013 2  -1 1  -1 -1 -1
exploi_pattern 334 1 2013 2  -1 2  -1 -1 -1
exploi_pattern 335 1 2013 2  -1 3  -1 -1 -1
exploi_pattern 336 1 2013 3  -1 0  -1 -1 -1
exploi_pattern 337 1 2013 3  -1 1  -1 -1 -1
exploi_pattern 338 1 2013 3  -1 2  -1 -1 -1
exploi_pattern 339 1 2013 3  -1 3  -1 -1 -1
exploi_pattern 340 1 2013 4  -1 0  -1 -1 -1
exploi_pattern 341 1 2013 4  -1 1  -1 -1 -1
exploi_pattern 342 1 2013 4  -1 2  -1 -1 -1
exploi_pattern 343 1 2013 4  -1 3  -1 -1 -1
next_SSB 344 1 2014 1 -1 -1 -1 -1 -1
next_log_SSB 345 1 2014 1 -1 -1 -1 -1 -1
rec_sd 346 1 1974 1 -1 0 -1 -1 -1
rec_sd 347 1 1975 1 -1 0 -1 -1 -1
rec_sd 348 1 1976 1 -1 0 -1 -1 -1
rec_sd 349 1 1977 1 -1 0 -1 -1 -1
rec_sd 350 1 1978 1 -1 0 -1 -1 -1
rec_sd 351 1 1979 1 -1 0 -1 -1 -1
rec_sd 352 1 1980 1 -1 0 -1 -1 -1
rec_sd 353 1 1981 1 -1 0 -1 -1 -1
rec_sd 354 1 1982 1 -1 0 -1 -1 -1
rec_sd 355 1 1983 1 -1 0 -1 -1 -1
rec_sd 356 1 1984 1 -1 0 -1 -1 -1
rec_sd 357 1 1985 1 -1 0 -1 -1 -1
rec_sd 358 1 1986 1 -1 0 -1 -1 -1
rec_sd 359 1 1987 1 -1 0 -1 -1 -1
rec_sd 360 1 1988 1 -1 0 -1 -1 -1
rec_sd 361 1 1989 1 -1 0 -1 -1 -1
rec_sd 362 1 1990 1 -1 0 -1 -1 -1
rec_sd 363 1 1991 1 -1 0 -1 -1 -1
rec_sd 364 1 1992 1 -1 0 -1 -1 -1
rec_sd 365 1 1993 1 -1 0 -1 -1 -1
rec_sd 366 1 1994 1 -1 0 -1 -1 -1
rec_sd 367 1 1995 1 -1 0 -1 -1 -1
rec_sd 368 1 1996 1 -1 0 -1 -1 -1
rec_sd 369 1 1997 1 -1 0 -1 -1 -1
rec_sd 370 1 1998 1 -1 0 -1 -1 -1
rec_sd 371 1 1999 1 -1 0 -1 -1 -1
rec_sd 372 1 2000 1 -1 0 -1 -1 -1
rec_sd 373 1 2001 1 -1 0 -1 -1 -1
rec_sd 374 1 2002 1 -1 0 -1 -1 -1
rec_sd 375 1 2003 1 -1 0 -1 -1 -1
rec_sd 376 1 2004 1 -1 0 -1 -1 -1
rec_sd 377 1 2005 1 -1 0 -1 -1 -1
rec_sd 378 1 2006 1 -1 0 -1 -1 -1
rec_sd 379 1 2007 1 -1 0 -1 -1 -1
rec_sd 380 1 2008 1 -1 0 -1 -1 -1
rec_sd 381 1 2009 1 -1 0 -1 -1 -1
rec_sd 382 1 2010 1 -1 0 -1 -1 -1
rec_sd 383 1 2011 1 -1 0 -1 -1 -1
rec_sd 384 1 2012 1 -1 0 -1 -1 -1
rec_sd 385 1 2013 1 -1 0 -1 -1 -1
log_recsd 386 1 1974 1 -1 0 -1 -1 -1
log_recsd 387 1 1975 1 -1 0 -1 -1 -1
log_recsd 388 1 1976 1 -1 0 -1 -1 -1
log_recsd 389 1 1977 1 -1 0 -1 -1 -1
log_recsd 390 1 1978 1 -1 0 -1 -1 -1
log_recsd 391 1 1979 1 -1 0 -1 -1 -1
log_recsd 392 1 1980 1 -1 0 -1 -1 -1
log_recsd 393 1 1981 1 -1 0 -1 -1 -1
log_recsd 394 1 1982 1 -1 0 -1 -1 -1
log_recsd 395 1 1983 1 -1 0 -1 -1 -1
log_recsd 396 1 1984 1 -1 0 -1 -1 -1
log_recsd 397 1 1985 1 -1 0 -1 -1 -1
log_recsd 398 1 1986 1 -1 0 -1 -1 -1
log_recsd 399 1 1987 1 -1 0 -1 -1 -1
log_recsd 400 1 1988 1 -1 0 -1 -1 -1
log_recsd 401 1 1989 1 -1 0 -1 -1 -1
log_recsd 402 1 1990 1 -1 0 -1 -1 -1
log_recsd 403 1 1991 1 -1 0 -1 -1 -1
log_recsd 404 1 1992 1 -1 0 -1 -1 -1
log_recsd 405 1 1993 1 -1 0 -1 -1 -1
log_recsd 406 1 1994 1 -1 0 -1 -1 -1
log_recsd 407 1 1995 1 -1 0 -1 -1 -1
log_recsd 408 1 1996 1 -1 0 -1 -1 -1
log_recsd 409 1 1997 1 -1 0 -1 -1 -1
log_recsd 410 1 1998 1 -1 0 -1 -1 -1
log_recsd 411 1 1999 1 -1 0 -1 -1 -1
log_recsd 412 1 2000 1 -1 0 -1 -1 -1
log_recsd 413 1 2001 1 -1 0 -1 -1 -1
log_recsd 414 1 2002 1 -1 0 -1 -1 -1
log_recsd 415 1 2003 1 -1 0 -1 -1 -1
log_recsd 416 1 2004 1 -1 0 -1 -1 -1
log_recsd 417 1 2005 1 -1 0 -1 -1 -1
log_recsd 418 1 2006 1 -1 0 -1 -1 -1
log_recsd 419 1 2007 1 -1 0 -1 -1 -1
log_recsd 420 1 2008 1 -1 0 -1 -1 -1
log_recsd 421 1 2009 1 -1 0 -1 -1 -1
log_recsd 422 1 2010 1 -1 0 -1 -1 -1
log_recsd 423 1 2011 1 -1 0 -1 -1 -1
log_recsd 424 1 2012 1 -1 0 -1 -1 -1
log_recsd 425 1 2013 1 -1 0 -1 -1 -1
