Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1974 1 1 0 0 0 0.482857 0.000901282 0.483758 5.30863e+008 4.20884e+008 379335 0 0.00632446 0.00632446 0 0 1 0 3.35742e+006 0 0 0 
1974 1 1 1 0 0 0.456422 0.211614 0.668036 1.37278e+008 1.00134e+008 2.11898e+007 1.61011e+007 0.00832646 0.00832646 134065 134065 1 0.409297 1.14304e+006 467841 0 0 
1974 1 1 2 0 0 0.401885 0.351683 0.753567 1.14883e+007 8.06954e+006 2.83792e+006 2.15572e+006 0.0135262 0.0135262 29158.7 29158.7 1 0.87187 155393 135482 0 0 
1974 1 1 3 0 0 0.279594 0.301603 0.581196 425838 322950 97402.4 475613 0.0184048 0.0184048 8753.57 8753.57 1 0.94676 7837.46 7420.2 0 0 
1974 2 1 0 0 0 0.326748 0.00748922 0.334237 3.27257e+008 2.78182e+008 2.08337e+006 1.88415e+006 0.00584713 0.00584713 11016.9 11016.9 1 0 1.91352e+006 0 0 0 
1974 2 1 1 0 0 0.235424 0.23388 0.469304 7.03842e+007 5.61753e+007 1.31383e+007 1.15441e+007 0.00894888 0.00894888 103307 103307 1 0.409297 629859 257799 0 0 
1974 2 1 2 0 0 0.217345 0.747797 0.965142 5.40737e+006 3.46845e+006 2.5937e+006 866399 0.0149823 0.0149823 12980.6 12980.6 1 0.87187 81014.6 70634.2 0 0 
1974 2 1 3 0 0 0.187755 0.647055 0.83481 238141 161472 104481 48228.1 0.0196945 0.0196945 949.829 949.829 1 0.94676 4690.06 4440.37 0 0 
1974 3 1 0 0 0 0.296626 0.0167304 0.313356 2.34278e+008 2.01123e+008 3.36487e+006 2.8427e+006 0.0049933 0.0049933 14194.5 14194.5 1 0 1.16982e+006 0 0 0 
1974 3 1 1 0 0 0.27469 0.100106 0.374796 4.40209e+007 3.67123e+007 3.67514e+006 1.10913e+007 0.00774447 0.00774447 85896.3 85896.3 1 0.409297 340919 139537 0 0 
1974 3 1 2 0 0 0.174943 0.20794 0.382883 2.05982e+006 1.71135e+006 355857 1.33604e+006 0.0150214 0.0150214 20069.1 20069.1 1 0.87187 30941.4 26976.9 0 0 
1974 3 1 3 0 0 0.174943 0.38902 0.563964 103343 78987.4 30727.7 34534.2 0.0196543 0.0196543 678.744 678.744 1 0.94676 2031.13 1922.99 0 0 
1974 4 1 0 0 0 0.444899 0.00946229 0.454361 1.71255e+008 1.37629e+008 1.30228e+006 1.30233e+006 0.0065831 0.0065831 8573.38 8573.38 1 0 1.12739e+006 0 0 0 
1974 4 1 1 0 0 0.409145 0.106189 0.515334 3.02613e+007 2.36471e+007 2.51106e+006 2.51132e+006 0.0106994 0.0106994 26869.5 26869.5 1 0.409297 323776 132521 0 0 
1974 4 1 2 0 0 0.3178 0.34776 0.66556 1.40458e+006 1.02567e+006 356687 359117 0.0183478 0.0183478 6589.02 6589.02 1 0.87187 25771 22468.9 0 0 
1974 4 1 3 0 0 0.3178 0.34776 0.66556 58796.9 42935.5 14931.3 14821.6 0.0163205 0.0163205 241.896 241.896 1 0.94676 959.595 908.507 0 0 
1975 1 1 0 0 0 0.51835 0.0015654 0.519916 7.25297e+008 5.65586e+008 885370 250931 0.00483392 0.00483392 1212.98 1212.98 1 0 3.50603e+006 0 0 0 
1975 1 1 1 0 0 0.492266 0.367544 0.85981 1.08722e+008 7.29301e+007 2.6805e+007 2.77235e+007 0.0086133 0.0086133 238791 238791 1 0.409297 936452 383287 0 0 
1975 1 1 2 0 0 0.422257 0.610824 1.03308 1.80751e+007 1.12692e+007 6.8835e+006 1.00526e+007 0.0129155 0.0129155 129834 129834 1 0.87187 233449 203537 0 0 
1975 1 1 3 0 0 0.236604 0.523842 0.760447 752154 526735 275926 260182 0.0171986 0.0171986 4474.76 4474.76 1 0.94676 12936 12247.3 0 0 
1975 2 1 0 0 0 0.289484 0.0130077 0.302491 4.31241e+008 3.72125e+008 4.84051e+006 1.17957e+006 0.00754079 0.00754079 8894.86 8894.86 1 0 3.25189e+006 0 0 0 
1975 2 1 1 0 0 0.220191 0.406218 0.626409 4.60156e+007 3.41948e+007 1.38905e+007 1.45419e+007 0.0110761 0.0110761 161067 161067 1 0.409297 509672 208607 0 0 
1975 2 1 2 0 0 0.199951 1.29882 1.49877 6.43307e+006 3.33333e+006 4.3294e+006 4.37841e+006 0.0168117 0.0168117 73608.7 73608.7 1 0.87187 108151 94293.6 0 0 
1975 2 1 3 0 0 0.169448 1.12385 1.29329 351600 197274 221705 166807 0.0216322 0.0216322 3608.4 3608.4 1 0.94676 7605.88 7200.94 0 0 
1975 3 1 0 0 0 0.329164 0.0290584 0.358223 3.18676e+008 2.67844e+008 7.7831e+006 5.24002e+006 0.00480279 0.00480279 25166.8 25166.8 1 0 1.53053e+006 0 0 0 
1975 3 1 1 0 0 0.298634 0.173871 0.472505 2.45957e+007 1.96015e+007 3.40813e+006 4.75588e+006 0.0105762 0.0105762 50299 50299 1 0.409297 260129 106470 0 0 
1975 3 1 2 0 0 0.218145 0.361163 0.579308 1.43718e+006 1.09087e+006 393981 2.20678e+006 0.0154459 0.0154459 34085.8 34085.8 1 0.87187 22198.5 19354.2 0 0 
1975 3 1 3 0 0 0.218145 0.675675 0.89382 96466.9 63774.9 43091.1 66185.8 0.0191701 0.0191701 1268.79 1268.79 1 0.94676 1849.28 1750.83 0 0 
1975 4 1 0 0 0 0.473564 0 0.473564 2.22728e+008 1.77416e+008 0 0 0.00616806 0.00616806 0 0 1 0 1.3738e+006 0 0 0 
