Celtic Sea Herring fishing mortality - harvest (units : f )
1   12
1958   2016
1   9
1
0.01	0.116	0.164	0.164	0.164	0.164	0.164	0.164	0.067
0.008	0.097	0.137	0.137	0.137	0.137	0.137	0.137	0.056
0.009	0.104	0.147	0.147	0.147	0.147	0.147	0.147	0.06
0.008	0.095	0.135	0.135	0.135	0.135	0.135	0.135	0.055
0.013	0.153	0.217	0.217	0.217	0.217	0.217	0.217	0.089
0.011	0.121	0.172	0.172	0.172	0.172	0.172	0.172	0.071
0.007	0.075	0.107	0.107	0.107	0.107	0.107	0.107	0.044
0.01	0.108	0.154	0.154	0.154	0.154	0.154	0.154	0.063
0.014	0.154	0.218	0.218	0.218	0.218	0.218	0.218	0.089
0.015	0.174	0.247	0.247	0.247	0.247	0.247	0.247	0.101
0.016	0.187	0.265	0.265	0.265	0.265	0.265	0.265	0.109
0.025	0.281	0.398	0.398	0.398	0.398	0.398	0.398	0.163
0.022	0.254	0.36	0.36	0.36	0.36	0.36	0.36	0.147
0.031	0.349	0.495	0.495	0.495	0.495	0.495	0.495	0.203
0.038	0.433	0.614	0.614	0.614	0.614	0.614	0.614	0.252
0.035	0.399	0.566	0.566	0.566	0.566	0.566	0.566	0.232
0.034	0.382	0.542	0.542	0.542	0.542	0.542	0.542	0.222
0.035	0.398	0.565	0.565	0.565	0.565	0.565	0.565	0.231
0.026	0.299	0.424	0.424	0.424	0.424	0.424	0.424	0.174
0.02	0.224	0.318	0.318	0.318	0.318	0.318	0.318	0.13
0.018	0.206	0.292	0.292	0.292	0.292	0.292	0.292	0.12
0.029	0.326	0.462	0.462	0.462	0.462	0.462	0.462	0.189
0.037	0.42	0.595	0.595	0.595	0.595	0.595	0.595	0.244
0.057	0.65	0.921	0.921	0.921	0.921	0.921	0.921	0.377
0.032	0.359	0.508	0.508	0.508	0.508	0.508	0.508	0.208
0.038	0.437	0.62	0.62	0.62	0.62	0.62	0.62	0.254
0.033	0.371	0.526	0.526	0.526	0.526	0.526	0.526	0.216
0.022	0.25	0.355	0.355	0.355	0.355	0.355	0.355	0.145
0.025	0.288	0.408	0.408	0.408	0.408	0.408	0.408	0.167
0.027	0.308	0.437	0.437	0.437	0.437	0.437	0.437	0.179
0.016	0.183	0.259	0.259	0.259	0.259	0.259	0.259	0.106
0.02	0.223	0.317	0.317	0.317	0.317	0.317	0.317	0.13
0.017	0.194	0.276	0.276	0.276	0.276	0.276	0.276	0.113
0.026	0.298	0.423	0.423	0.423	0.423	0.423	0.423	0.173
0.034	0.384	0.544	0.544	0.544	0.544	0.544	0.544	0.223
0.023	0.258	0.366	0.366	0.366	0.366	0.366	0.366	0.15
0.022	0.252	0.358	0.358	0.358	0.358	0.358	0.358	0.147
0.027	0.305	0.433	0.433	0.433	0.433	0.433	0.433	0.177
0.021	0.243	0.344	0.344	0.344	0.344	0.344	0.344	0.141
0.028	0.322	0.457	0.457	0.457	0.457	0.457	0.457	0.187
0.031	0.355	0.503	0.503	0.503	0.503	0.503	0.503	0.206
0.044	0.506	0.718	0.718	0.718	0.718	0.718	0.718	0.294
0.046	0.526	0.745	0.745	0.745	0.745	0.745	0.745	0.305
0.04	0.452	0.641	0.641	0.641	0.641	0.641	0.641	0.263
0.016	0.177	0.251	0.251	0.251	0.251	0.251	0.251	0.103
0.024	0.273	0.387	0.387	0.387	0.387	0.387	0.387	0.159
0.029	0.333	0.472	0.472	0.472	0.472	0.472	0.472	0.194
0.023	0.261	0.37	0.37	0.37	0.37	0.37	0.37	0.152
0.009	0.108	0.153	0.153	0.153	0.153	0.153	0.153	0.063
0.009	0.101	0.144	0.144	0.144	0.144	0.144	0.144	0.059
0.005	0.058	0.083	0.083	0.083	0.083	0.083	0.083	0.034
0.005	0.054	0.076	0.076	0.076	0.076	0.076	0.076	0.031
0.006	0.066	0.094	0.094	0.094	0.094	0.094	0.094	0.039
0.007	0.081	0.115	0.115	0.115	0.115	0.115	0.115	0.047
0.013	0.15	0.213	0.213	0.213	0.213	0.213	0.213	0.087
0.01	0.117	0.167	0.167	0.167	0.167	0.167	0.167	0.068
0.014	0.161	0.229	0.229	0.229	0.229	0.229	0.229	0.094
0.019	0.217	0.307	0.307	0.307	0.307	0.307	0.307	0.126
0.029	0.327	0.464	0.464	0.464	0.464	0.464	0.464	0.19




