Celtic Sea Herring stock numbers at age - stock.n (units : NA )
1   13
1958   2016
1   9
1 
415237	123098	280903	150234	88586	157568	76626	62209	77340
1553680	190885	74601	166964	90828	54639	97673	47832	92026
359894	715427	117913	45559	103714	57560	34800	62645	94679
387682	165615	438716	71269	28009	65049	36282	22090	105332
830722	178538	102436	268418	44352	17782	41506	23313	87503
401810	380635	104239	57752	153925	25947	10456	24576	72697
1371920	184621	229380	61466	34638	94184	15956	6475	65056
417874	632922	116509	144397	39357	22627	61833	10549	50090
736829	192221	386393	69976	88212	24529	14172	39002	41252
770642	337596	112163	217662	40094	51564	14410	8385	50829
902861	352457	193022	61386	121168	22770	29432	8283	38616
466739	412450	198880	103684	33540	67540	12756	16603	30153
252793	211477	211989	93586	49627	16378	33145	6304	27052
822428	114810	111663	103641	46539	25177	8350	17019	20411
280854	370405	55110	47691	45024	20626	11214	3746	19894
325586	125556	163402	20882	18380	17703	8150	4463	12869
161979	145994	57326	65007	8450	7588	7345	3405	9373
202956	72740	67802	23363	26948	3574	3225	3144	6981
226025	91013	33238	27005	9465	11138	1484	1349	5390
185297	102242	45911	15231	12587	4501	5323	714	3982
147058	84376	55612	23411	7900	6660	2393	2851	2954
280708	67070	46727	29090	12456	4288	3633	1315	3494
167328	126679	32936	20612	13052	5702	1973	1683	2736
463527	74895	56662	12727	8101	5234	2298	801	2261
720963	203320	26616	15801	3610	2344	1522	673	1375
780377	324434	96664	11214	6772	1578	1030	674	1119
661963	348750	142574	36428	4298	2648	620	408	905
637132	297552	163715	58999	15333	1846	1143	270	714
647429	289452	157648	80427	29481	7816	946	590	593
1187930	293160	147699	73427	38103	14249	3797	463	658
472705	536949	146605	66855	33806	17897	6726	1805	624
571822	216027	304302	79238	36753	18960	10088	3818	1438
500890	260397	117580	155314	41136	19466	10092	5407	2975
207290	228675	145877	62517	83996	22696	10794	5636	4975
953967	93776	115477	66949	29184	40002	10863	5203	5794
357847	428339	43478	46951	27687	12313	16962	4639	5632
762663	162457	225134	21118	23196	13955	6237	8653	5932
714976	346414	85884	110256	10520	11788	7128	3208	8219
350210	323248	173698	39021	50954	4960	5586	3401	6595
368782	159205	172526	86226	19703	26248	2568	2912	5986
245994	166483	78490	76532	38905	9069	12143	1196	5009
470972	110733	79440	33242	32968	17098	4006	5401	3530
457823	209208	45425	27153	11557	11694	6095	1438	3874
479650	203017	84156	15101	9182	3987	4054	2128	2602
437440	214075	87898	31052	5668	3516	1534	1571	2297
138851	200017	122058	47917	17218	3206	1999	878	2424
353107	62955	103591	58062	23184	8499	1590	998	1961
1055230	159252	30697	45240	25791	10507	3871	729	1646
363022	478942	83473	14852	22264	12949	5302	1967	1412
804421	167000	292607	50187	9083	13890	8119	3348	2217
343301	370263	102679	177519	30969	5718	8789	5173	3671
1246410	158615	237660	66211	116433	20723	3845	5952	6114
990019	576113	102287	154271	43716	78428	14029	2622	8417
1293960	457091	366802	65204	100028	28918	52140	9392	7712
895219	596643	286748	228969	41400	64794	18826	34182	11569
481100	410291	349359	162328	131842	24320	38253	11192	28122
344955	221131	248248	207181	97916	81133	15041	23825	26294
129994	157944	128055	138343	117437	56623	47153	8803	31557
255845	59231	86535	65972	72494	62782	30423	25512	25232



